game_id,date,season,home,away,margin_true,str_margin_uncal,str_margin_cal,residual
1022100033,2021-05-29,2021,NYL,ATL,-3.0,-9.048104519575418,-5.527961256108944,2.527961256108944
1022100042,2021-06-03,2021,NYL,LVA,-12.0,-17.043788145433737,-11.753642201440567,-0.2463577985594334
1022100080,2021-06-22,2021,NYL,CHI,-20.0,-11.614952531990681,-7.52658670306572,-12.473413296934279
1022100084,2021-06-24,2021,NYL,CHI,-23.0,-12.337414498423584,-8.089117426968055,-14.910882573031945
1022100103,2021-07-03,2021,NYL,WAS,3.0,-5.95807239987586,-3.1219688496733893,6.121968849673389
1022100106,2021-07-05,2021,NYL,DAL,3.0,-6.094376172692989,-3.2280990870504738,6.228099087050474
1022100116,2021-07-11,2021,NYL,CON,-17.0,-10.51315794235444,-6.668696133185715,-10.331303866814284
1022100131,2021-08-18,2021,NYL,SEA,4.0,-12.33652013204221,-8.088421046270767,12.088421046270767
1022100135,2021-08-20,2021,NYL,SEA,-16.0,-11.205983930429511,-7.208151388573774,-8.791848611426225
1022100139,2021-08-22,2021,NYL,LAS,-3.0,-1.0708624145381833,0.6833605637055733,-3.6833605637055733
1022100145,2021-08-25,2021,NYL,PHO,-27.0,-4.135777697867297,-1.7030751147608083,-25.296924885239193
1022100149,2021-08-27,2021,NYL,PHO,-16.0,-6.193711919521675,-3.3054449020126375,-12.694555097987362
1022100185,2021-09-17,2021,NYL,WAS,11.0,-6.093669678696443,-3.2275489894705665,14.227548989470566
1022200057,2022-06-01,2022,NYL,IND,13.0,-5.560218594234968,-2.812187851236213,15.812187851236214
1022200063,2022-06-05,2022,NYL,MIN,-7.0,-3.2814895655317997,-1.0379005535633457,-5.962099446436654
1022200069,2022-06-07,2022,NYL,MIN,19.0,-0.9074164693524978,0.8106245168769328,18.18937548312307
1022200079,2022-06-12,2022,NYL,CHI,-2.0,-2.2045167152469958,-0.19933694019403392,-1.800663059805966
1022200088,2022-06-16,2022,NYL,WAS,12.0,-4.151525295089158,-1.7153366699381334,13.715336669938134
