game_id,date,season,margin_true,center,sigma,q05,q10,q15,q20,q25,q30,q35,q40,q45,q50,q55,q60,q65,q70,q75,q80,q85,q90,q95,spread,n_books,p_cover_gauss,p_cover_emp,p_cover_market,n_books_priced,home_cover,push
1022400035,2024-05-29,2024,3.0,6.467161722532994,12.902156605139535,-14.715117477267599,-9.755909714817205,-6.273230526894189,-4.082228226292971,-2.13327290407185,-0.24325534624626854,1.2135916644714646,2.9649625235543176,5.082217353035305,6.307796502069989,7.761024715141915,9.313284839257813,11.60524378931466,12.978403009039575,15.113331027168647,16.910713130314626,19.344651507342796,21.950526262841144,28.368978812408088,-14.076923076923077,13.0,0.2776605683392745,0.27765,0.5037092821038813,13.0,0.0,False
1022400042,2024-05-31,2024,11.0,9.262351695700898,12.902156605139535,-11.919927504099695,-6.960719741649301,-3.4780405537262844,-1.2870382531250666,0.6619170690960541,2.5519346269216356,4.008781637639369,5.760152496722222,7.877407326203209,9.102986475237893,10.556214688309819,12.108474812425717,14.400433762482564,15.773592982207479,17.90852100033655,19.70590310348253,22.1398414805107,24.74571623600905,31.164168785575995,-13.26923076923077,13.0,0.37806800250762995,0.37995,0.4988158290484055,13.0,0.0,False
1022400046,2024-06-02,2024,36.0,9.84972669807374,12.902156605139535,-11.332552501726854,-6.37334473927646,-2.890665551353443,-0.6996632507522254,1.2492920714688953,3.139309629294477,4.59615664001221,6.347527499095063,8.46478232857605,9.690361477610734,11.14358969068266,12.695849814798558,14.987808764855405,16.36096798458032,18.495896002709394,20.29327810585537,22.72721648288354,25.33309123838189,31.751543787948833,-14.5,12.0,0.35926427554136475,0.36585,0.5012636658546931,12.0,1.0,False
1022400062,2024-06-09,2024,5.0,13.315733790634944,12.902156605139535,-7.866545409165649,-2.9073376467152556,0.5753415412077612,2.766343841808979,4.7152991640301,6.605316721855681,8.062163732573413,9.813534591656268,11.930789421137254,13.156368570171939,14.609596783243864,16.161856907359763,18.45381585741661,19.826975077141526,21.961903095270596,23.759285198416578,26.193223575444748,28.799098330943096,35.21755088051004,-14.916666666666666,12.0,0.45062494544808585,0.44255,0.4973853843246272,12.0,0.0,False
1022400088,2024-06-20,2024,13.0,11.40643893542492,12.902156605139535,-9.775840264375674,-4.81663250192528,-1.3339533140022635,0.8570489865989543,2.806004308820075,4.696021866645657,6.15286887736339,7.904239736446243,10.02149456592723,11.247073714961914,12.70030192803384,14.252562052149738,16.544521002206587,17.9176802219315,20.05260824006057,21.84999034320655,24.28392872023472,26.889803475733068,33.30825602530001,-14.181818181818182,11.0,0.4148408893751808,0.4019,0.5017833045460895,11.0,0.0,False
1022400092,2024-06-22,2024,10.0,12.455522114969671,12.902156605139535,-8.726757084830922,-3.7675493223805283,-0.2848701344575115,1.9061321661437063,3.855087488364827,5.7451050461904085,7.201952056908142,8.953322915990995,11.070577745471981,12.296156894506666,13.749385107578592,15.30164523169449,17.59360418175134,18.966763401476253,21.101691419605324,22.8990735227513,25.33301189977947,27.93888665527782,34.35733920484476,-15.409090909090908,11.0,0.40946533378731176,0.3987,0.501191987990055,11.0,0.0,False
1022400106,2024-06-30,2024,6.0,11.86127122911884,12.902156605139535,-9.321007970681753,-4.36180020823136,-0.879121020308343,1.3118812802928748,3.2608366025139954,5.150854160339577,6.60770117105731,8.359072030140164,10.47632685962115,11.701906008655834,13.15513422172776,14.707394345843658,16.999353295900505,18.37251251562542,20.50744053375449,22.30482263690047,24.73876101392864,27.34463576942699,33.76308831899394,-15.666666666666666,12.0,0.3840188695331326,0.38345,0.49837552130614277,12.0,0.0,False
1022400111,2024-07-02,2024,9.0,3.694570604438937,12.902156605139535,-17.487708595361656,-12.528500832911263,-9.045821644988246,-6.854819344387028,-4.905864022165908,-3.015846464340326,-1.5589994536225928,0.1923714054602601,2.3096262349412475,3.535205383975932,4.988433597047858,6.5406937211637555,8.832652671220604,10.205811890945519,12.340739909074589,14.138122012220569,16.57206038924874,19.17793514474709,25.596387694314032,-4.545454545454546,11.0,0.473709226429664,0.47155,0.5026526261836612,11.0,1.0,False
1022400133,2024-07-11,2024,15.0,8.807083373620735,12.902156605139535,-12.375195826179858,-7.415988063729465,-3.933308875806448,-1.7423065752052302,0.20664874701589042,2.096666304841472,3.553513315559205,5.3048841746420585,7.4221390041230455,8.64771815315773,10.100946366229655,11.653206490345553,13.945165440402402,15.318324660127317,17.453252678256387,19.25063478140237,21.68457315843054,24.290447913928887,30.70890046349583,-9.5,12.0,0.4785849048634486,0.4764,0.5012380758320595,12.0,1.0,False
1022400145,2024-07-16,2024,8.0,3.29452480166122,12.902156605139535,-17.88775439813937,-12.92854663568898,-9.445867447765963,-7.254865147164745,-5.305909824943624,-3.4158922671180427,-1.9590452564003096,-0.20767439731745663,1.9095804321635306,3.135159581198215,4.588387794270141,6.140647918386039,8.432606868442885,9.8057660881678,11.940694106296872,13.738076209442852,16.172014586471022,18.77788934196937,25.196341891536314,2.1818181818181817,11.0,0.6643818076403147,0.65595,0.49394979135637396,11.0,1.0,False
