game_id,season,game_date,team_id,team_abbreviation,player_id,player_name,player_norm,starter_flag,minutes_played,dnp_reason,availability,was_available,n_listed,roster_gap_flag,designation,designation_reason,designation_source,designation_capture_utc,n_designations,history_missed_game,history_note
1022100001,2021,2021-05-14,1611661313,NYL,204335,Betnijah Laney-Hamilton,betnijah laney hamilton,1,38.45,,played,True,12,False,,,,,,,
1022100001,2021,2021-05-14,1611661313,NYL,1630459,DiDi Richards,didi richards,0,8.65,,played,True,12,False,,,,,,,
1022100001,2021,2021-05-14,1611661313,NYL,1630119,Jazmine Jones,jazmine jones,0,14.366666666666667,,played,True,12,False,,,,,,,
1022100001,2021,2021-05-14,1611661313,NYL,1630139,Jocelyn Willoughby,jocelyn willoughby,0,0.0,DND - Injury/Illness,unavailable,False,12,False,,,,,,missed_game_injury,LEFT ACHILLES SURGERY
1022100001,2021,2021-05-14,1611661313,NYL,1630115,Joyner Holmes,joyner holmes,0,5.316666666666666,,played,True,12,False,,,,,,,
1022100001,2021,2021-05-14,1611661313,NYL,1630131,Kylee Shook,kylee shook,1,25.9,,played,True,12,False,,,,,,,
1022100001,2021,2021-05-14,1611661313,NYL,203406,Layshia Clarendon,layshia clarendon,0,2.8,,played,True,12,False,,,,,,,
1022100001,2021,2021-05-14,1611661313,NYL,1630127,Leaonna Odom,leaonna odom,0,0.0,DND - Injury/Illness,unavailable,False,12,False,,,,,,missed_game_injury,LEFT ACHILLES TENDON
1022100001,2021,2021-05-14,1611661313,NYL,1630446,Michaela Onyenwere,michaela onyenwere,1,28.716666666666665,,played,True,12,False,,,,,,,
1022100001,2021,2021-05-14,1611661313,NYL,204334,Reshanda Gray,reshanda gray,0,11.783333333333333,,played,True,12,False,,,,,,,
1022100001,2021,2021-05-14,1611661313,NYL,1629477,Sabrina Ionescu,sabrina ionescu,1,36.93333333333333,,played,True,12,False,,,,,,,
1022100001,2021,2021-05-14,1611661313,NYL,1628244,Sami Whitcomb,sami whitcomb,1,27.083333333333332,,played,True,12,False,,,,,,,
1022100003,2021,2021-05-14,1611661317,PHO,1629501,Alanna Smith,alanna smith,0,0.7,,played,True,11,False,,,,,,,
1022100003,2021,2021-05-14,1611661317,PHO,203829,Bria Hartley,bria hartley,0,0.0,DND - Injury/Illness,unavailable,False,11,False,,,,,,missed_game_injury,RIGHT KNEE INJURY
1022100003,2021,2021-05-14,1611661317,PHO,1629488,Brianna Turner,brianna turner,1,35.25,,played,True,11,False,,,,,,,
1022100003,2021,2021-05-14,1611661317,PHO,203398,Brittney Griner,brittney griner,1,37.9,,played,True,11,False,,,,,,,
1022100003,2021,2021-05-14,1611661317,PHO,204332,Cierra Burdick,cierra burdick,0,6.15,,played,True,11,False,,,,,,,
1022100003,2021,2021-05-14,1611661317,PHO,100940,Diana Taurasi,diana taurasi,1,31.716666666666665,,played,True,11,False,,,,,,,
1022100003,2021,2021-05-14,1611661317,PHO,1628915,Kia Nurse,kia nurse,1,33.666666666666664,,played,True,11,False,,,,,,,
1022100003,2021,2021-05-14,1611661317,PHO,1630136,Megan Walker,megan walker,0,0.0,DNP - Coach's Decision,dressed_dnp_coach,True,11,False,,,,,,missed_game_other,COACH'S DECISION
1022100003,2021,2021-05-14,1611661317,PHO,203035,Shey Peddy,shey peddy,0,15.3,,played,True,11,False,,,,,,,
1022100003,2021,2021-05-14,1611661317,PHO,203400,Skylar Diggins-Smith,skylar diggins smith,1,34.46666666666667,,played,True,11,False,,,,,,,
1022100003,2021,2021-05-14,1611661317,PHO,1629482,Sophie Cunningham,sophie cunningham,0,4.85,,played,True,11,False,,,,,,,
