dR2_M,dR2_OxM,target
6.744854184204119e-05,7.687503543740704e-06,reb
1.529686771106764e-05,6.823174857750747e-05,reb
0.00021402268143655423,3.4641504742527474e-07,reb
2.1662507374009543e-05,1.117243112247479e-06,reb
1.1067347213455925e-05,3.671861276310917e-05,reb
8.322693749729382e-07,5.004099739025492e-07,reb
7.782216660590091e-05,6.69236153375552e-05,reb
6.006499693667067e-05,3.4924977183048433e-05,reb
0.00038096646725138683,5.2445279645318976e-05,reb
2.4012292976216543e-05,7.242877880919707e-05,reb
3.5473084838422153e-06,8.901575208053458e-07,reb
6.574995424279972e-05,0.0001543769277297935,reb
3.7348902477418733e-06,0.00011766130619406123,reb
4.4454573136287756e-05,4.821687243994344e-05,reb
9.938204699966313e-06,8.61527481310631e-06,reb
3.060147830336035e-05,1.6117951651128948e-07,reb
2.291059246040117e-05,0.0001748133658617812,reb
2.949025338827571e-05,0.00016068791508849767,reb
1.8357674204105834e-06,4.238892510333159e-06,reb
2.636817065371222e-05,7.71019523654326e-05,reb
8.209725688934633e-05,2.1731819858872292e-05,reb
0.00047662322121067024,7.215669276450232e-05,reb
7.813268413570107e-05,1.312368177242007e-06,reb
6.611349813956391e-05,5.194021899279644e-05,reb
9.335723062176005e-05,6.620630443132658e-05,reb
0.0005226646674705293,0.00012128592164695196,reb
0.00011392062549941961,0.00011640897672260397,reb
1.351675952387943e-06,7.630233200150993e-05,reb
3.1275856490764475e-05,8.230283275789674e-06,reb
4.617815163676653e-05,9.610678375182591e-05,reb
1.4806331438910192e-05,1.0259797457945474e-05,reb
4.572958130699689e-05,0.00015830605561606426,reb
8.375735963839226e-05,4.000592653818913e-07,reb
1.3543218687850356e-05,5.340808307829903e-06,reb
0.00010162133263913464,1.1439680760116921e-05,reb
3.7218506054870204e-09,5.62948869176072e-06,reb
1.3783191601612899e-05,8.385813743305714e-05,reb
0.00017788457348943965,3.7285367449624296e-05,reb
0.0002157059508175463,0.0004364789985128459,reb
0.0004240594992662716,1.072373242316793e-06,reb
0.00010104342258987487,1.5990962662359998e-05,reb
0.00015235477838793088,3.3252566359331936e-06,reb
3.481855202380757e-06,5.355710576027128e-06,reb
0.00019731545532597483,1.9333038320912266e-05,reb
0.0001611773212056855,0.00011018632609050005,reb
6.532225759181554e-05,5.294296927527142e-07,reb
0.00024364241179652968,0.00013679584645054366,reb
0.00011070798868917375,2.7348783556702116e-06,reb
3.5259740602811007e-06,5.299351085730208e-06,reb
1.6181890900579532e-06,1.1259282032161089e-05,reb
6.747131808482187e-06,0.00016506162884877273,reb
7.804750317030873e-06,8.627494240864841e-05,reb
2.1396550888841404e-05,0.00018870631974865493,reb
0.00012202327940924462,2.8537467943956507e-05,reb
1.0747178633918608e-05,0.00011117324211329382,reb
1.309627881362907e-06,1.1169059613513888e-05,reb
2.200133560670281e-05,1.234752542134121e-05,reb
2.2364221347381807e-05,2.0125606066678792e-05,reb
1.3921572634689738e-06,0.00022239161981330025,reb
5.771205256577261e-06,3.4931859899112183e-06,reb
1.6758413166173547e-05,0.00014024809118740045,reb
0.0001105868414505995,0.00016801421916501358,reb
0.00011583706688789164,1.181797727800582e-05,reb
4.8384671750945074e-05,5.248105161548278e-05,reb
0.00013788202522291293,2.6800127865933554e-05,reb
0.00019343094691270935,0.00031416309151766075,reb
6.128534796445706e-05,0.00015138429003247467,reb
5.899697180478114e-05,8.627083700929461e-05,reb
0.00021849590943923136,5.642781619086268e-05,reb
5.3816598736156074e-05,0.00030968397610686704,reb
4.680360942699302e-06,7.476213744750382e-06,reb
1.2257617719946268e-05,6.619692487674911e-05,reb
4.9921437359490284e-05,3.960670641500741e-05,reb
6.195628380889495e-06,2.5928379665529633e-08,reb
0.00014022469927343906,5.981473264693449e-06,reb
2.835014231861166e-05,3.073187783020348e-05,reb
5.514970624065363e-06,0.00010055055673574564,reb
3.256441073007377e-05,0.0001545142774932451,reb
3.170206690938926e-06,1.9022101729326835e-06,reb
1.5489956540770677e-06,1.9042706607463877e-05,reb
3.19110196588257e-05,3.606212210738313e-05,reb
0.00014621428515770862,1.8498871879768508e-05,reb
7.451709533801143e-05,3.7155384476905695e-06,reb
4.958320398706917e-08,3.767605987936573e-05,reb
9.962818210418334e-07,0.0002669333167064636,reb
7.689763372686897e-05,0.00010876016558014623,reb
4.8302802637456566e-05,8.499633864500478e-05,reb
7.1608208765949755e-06,3.442031639933063e-06,reb
2.228349674560093e-06,0.0001035320351265856,reb
4.553994198008837e-05,8.353000077621076e-06,reb
4.302806156453176e-05,0.00010996776084370996,reb
1.7472865745382649e-06,0.0001314563071524999,reb
6.795538726289685e-05,3.64175292366653e-07,reb
5.3417943530753575e-05,6.50092122449486e-05,reb
0.0002181289382140461,2.0317628716681746e-05,reb
0.00023237453758373494,0.0001593189767545855,reb
2.9052111685579085e-05,9.8001649357915e-06,reb
9.732219209412918e-07,1.298783522851732e-05,reb
0.00019892574124602547,4.291691482516402e-05,reb
1.8992052917332636e-05,0.00010306142041416333,reb
8.03475002001397e-05,0.00010302910175941093,reb
7.568556376180702e-06,2.886183671613196e-05,reb
2.978946096465762e-07,7.011496683506646e-05,reb
5.288533993674793e-05,1.4316184335783078e-06,reb
7.26645930915204e-05,9.387212821843072e-06,reb
9.696784430968108e-08,0.0002161978258198305,reb
8.61502298388217e-08,0.00018409949691433614,reb
4.45096801765521e-05,1.1972391760539658e-05,reb
0.00024133857148578297,0.00010232574370516723,reb
2.1769142823702126e-05,0.00010853379773023697,reb
8.283818494603246e-06,1.1300089136745406e-05,reb
1.0300947813846051e-05,2.3964704874424037e-05,reb
7.566049581564371e-05,8.860091290141536e-05,reb
8.231948837422731e-05,0.0002086669309486755,reb
3.8696235554747105e-05,9.669986000049313e-06,reb
2.1563205763075466e-05,3.269493711288707e-05,reb
2.7607069098545267e-06,6.150135109672661e-05,reb
6.850004268588172e-06,0.00034932770131990143,reb
2.826470556382965e-06,3.708512511357842e-05,reb
6.19638555936497e-05,0.00021159239307444455,reb
2.261551097015868e-05,0.00013366773847811597,reb
0.00031133266091720735,1.5812952992577678e-06,reb
1.4823283031595302e-05,3.302232769442082e-05,reb
2.355201011128294e-05,6.383029613188373e-05,reb
1.0666882321874738e-07,6.917035803577498e-05,reb
8.65370624590911e-05,1.4451644368973504e-06,reb
0.00022821460421462714,2.697225631287381e-06,reb
8.560470519580754e-05,0.00020535679871924728,reb
1.3198789809432121e-05,1.3928466272572493e-05,reb
1.0583574230893511e-05,1.50248148280685e-05,reb
5.6961526328724865e-05,0.0005374391183867733,reb
1.9598710199519864e-05,2.845412241814227e-05,reb
4.0830860859042417e-07,2.0659123019073355e-05,reb
2.9235424298779122e-05,8.390882668796174e-05,reb
5.936888896052039e-06,1.956740298814097e-05,reb
2.630646922097135e-05,0.00011298728740005703,reb
1.645203035793852e-05,9.036580660604088e-05,reb
6.453635953462822e-05,2.9155767262589727e-05,reb
5.980120293225255e-05,0.00021369491427747356,reb
8.895217541371458e-05,3.223094252968739e-05,reb
3.6807309997999305e-05,6.501443579676192e-05,reb
2.237225982437696e-05,5.4304584176878556e-05,reb
1.832706113580329e-05,2.2354945680813643e-05,reb
2.3607687640314623e-06,0.00012036290162353858,reb
1.6438447296818204e-05,1.980265418310978e-08,reb
0.0002135037656234573,6.4955597729454695e-06,reb
1.7636700861078936e-05,0.000306443052980776,reb
3.7274006103871216e-10,8.096368727672498e-07,reb
4.639804934980507e-05,2.9364501926698594e-06,reb
6.302627470022859e-05,2.6017223168306458e-05,reb
1.965791900038205e-06,0.00019619032416806625,reb
0.0001024333690696766,2.501571373159095e-05,reb
0.00011091391416018226,0.00032352491317100274,reb
2.028456713532023e-05,2.7878138542103414e-07,reb
7.943125364118231e-07,5.857741031956021e-05,reb
2.033664403200408e-05,0.00038461631735076107,reb
1.8445758509511023e-07,4.3411565502027294e-05,reb
6.338516386195092e-05,3.179994798996333e-05,reb
7.907285361929972e-06,0.00012446439722568758,reb
9.017601786787122e-05,0.00011900492809002738,reb
2.4994779838638514e-05,2.2335031489073565e-05,reb
0.00017574637777106883,9.676272469893998e-05,reb
3.732825560476272e-05,1.0015156284959303e-05,reb
1.0697421386041128e-05,8.819602760334888e-06,reb
0.00013276303124887257,1.0615764930332894e-05,reb
3.755244943393077e-05,6.133115029383074e-05,reb
3.6065125072148874e-05,8.056315946081138e-05,reb
2.9698286229784543e-05,1.6442455238907527e-05,reb
5.407888217345835e-06,0.00011190092793744721,reb
1.6765493220494143e-05,9.91867914301725e-06,reb
0.0004592551283392199,0.00012768269432195112,reb
2.6873088138423817e-05,4.899376064848582e-07,reb
2.9757634905314134e-05,6.4165857930342796e-06,reb
0.00021300347093855532,0.00023186143958464633,reb
4.022684082249928e-05,3.9382414949051814e-05,reb
0.00014894071957327615,7.757465487867599e-06,reb
0.00016867193161795857,1.0974448383382907e-07,reb
2.6299535067053625e-05,5.3808106470487616e-05,reb
1.574816508864707e-06,4.777545743239742e-06,reb
0.0002605517567816351,7.111288071570687e-05,reb
8.840849157210062e-05,4.7015821894591525e-06,reb
3.2041386019976414e-06,1.5876827715977093e-05,reb
5.0530405694138025e-05,6.052305531056845e-05,reb
0.00013433462022871545,3.336796840192058e-05,reb
2.5746530248893507e-06,0.00013566776379525525,reb
0.0002407401678987675,0.00027342441121591676,reb
1.2908794653987421e-05,1.562055390380568e-05,reb
1.4876115772888276e-05,1.6333762050901868e-05,reb
1.631352708175715e-05,1.9472963279532074e-05,reb
0.00019436505805492388,1.300471076159937e-06,reb
2.985145372558229e-06,9.745812845407542e-06,reb
0.00013759053365824947,0.00010575014635216817,reb
7.560590883248786e-06,1.0847142730696646e-05,reb
5.410305740860544e-06,6.183249318303385e-05,reb
0.00016493578357779093,0.00040976210909227095,reb
2.1778872793976056e-05,6.34235996160859e-05,reb
2.615809806683078e-05,6.732100071926705e-05,reb
1.1513528415330043e-05,2.3335919829836627e-07,reb
5.285442309377331e-07,0.00014427828245711094,reb
8.8593281103444e-06,0.0002516010915424305,reb
