game_id,season,game_date,team_id,opp_team_id,player_id,minutes,possessions,y,own_pre,def_pre,e,pair_n,M_pair
1022100036,2021,2021-05-30,1611661325,1611661319,202658,17.25,34.0,2.941176470588235,5.574585975302877,4.352967308276164,-2.3588002379794237,1.0,1.0962142537299553
1022100036,2021,2021-05-30,1611661319,1611661325,203833,30.783333333333335,63.0,7.936507936507937,7.30771897285594,4.859955759238928,0.17957402693951074,1.0,3.495266272270944
1022100036,2021,2021-05-30,1611661325,1611661319,1628909,20.4,42.0,4.761904761904762,4.022563108169931,4.385298598209342,0.9090913763769364,1.0,0.6654927934850065
1022100036,2021,2021-05-30,1611661319,1611661325,1628932,27.0,55.0,7.2727272727272725,4.4986297556612485,5.1529434176208895,2.2096848902929755,1.0,-0.6070720796211887
1022100036,2021,2021-05-30,1611661325,1611661319,1629479,33.166666666666664,68.0,1.4705882352941175,3.644862226166942,4.486581515157351,-2.101092384185507,1.0,-0.7893083452521017
1022100036,2021,2021-05-30,1611661319,1611661325,1629498,32.53333333333333,67.0,4.477611940298507,4.054125766918763,5.135072802643987,-0.06933367846737681,1.0,-0.045784360268457114
1022100043,2021,2021-06-03,1611661329,1611661317,202664,39.416666666666664,77.0,11.688311688311687,8.180628327305891,4.086290223401328,4.397406019036074,1.0,2.5778471831418113
1022100043,2021,2021-06-03,1611661317,1611661329,203398,38.11666666666667,73.0,4.109589041095891,3.886814606081954,4.3292075220284465,0.4395740395791252,1.0,-0.6711696669063832
1022100043,2021,2021-06-03,1611661317,1611661329,203400,38.11666666666667,73.0,2.73972602739726,6.513948111571279,4.228909797425695,-3.268390200230304,1.0,0.2944007370334634
1022100043,2021,2021-06-03,1611661329,1611661317,203838,19.783333333333335,38.0,0.0,2.9096227562041035,4.383351127769161,-2.7816888830330866,1.0,-0.9672893864160343
1022100043,2021,2021-06-03,1611661329,1611661317,1627674,34.43333333333333,68.0,5.88235294117647,3.502982824250608,4.333273198932581,2.5716540169639046,1.0,-0.07548707924746578
1022100043,2021,2021-06-03,1611661329,1611661317,1628890,34.11666666666667,68.0,2.941176470588235,4.510515939536,4.365826482301983,-1.3537754033976284,1.0,-0.9677562650536508
1022100043,2021,2021-06-03,1611661317,1611661329,1628915,40.81666666666667,78.0,1.282051282051282,3.977760678562479,4.284769284274674,-2.4352837235476343,1.0,0.195656170218142
1022100043,2021,2021-06-03,1611661317,1611661329,1629488,39.13333333333333,75.0,8.0,4.230949864975931,4.297639127187058,4.034176032056706,1.0,-0.16232285802999957
1022100043,2021,2021-06-03,1611661329,1611661317,1630113,27.833333333333332,52.0,0.0,3.6583043064198404,4.354956077117291,-3.4747952287529684,1.0,-0.6070306546241521
1022100048,2021,2021-06-05,1611661329,1611661320,202664,33.13333333333333,64.0,7.8125,8.455196935018527,3.9236134476273072,0.637301824767607,1.0,0.8989396390311853
1022100048,2021,2021-06-05,1611661329,1611661320,1627674,34.43333333333333,66.0,3.0303030303030303,3.6730305816990882,4.269852297031303,-0.3617400176926031,1.0,-0.2866036944250114
1022100048,2021,2021-06-05,1611661329,1611661320,1628890,33.1,65.0,3.0769230769230766,4.428362377358579,4.169308423988034,-0.9163695321729612,1.0,0.5703199914164676
1022100050,2021,2021-06-06,1611661324,1611661330,201480,22.916666666666668,47.0,4.25531914893617,3.7939490298510603,4.675599971868826,0.4192277838202787,1.0,-0.308715823556446
1022100050,2021,2021-06-06,1611661330,1611661324,203026,21.966666666666665,43.0,0.0,4.37108100900556,4.959712065297327,-4.688192358317729,1.0,-1.138598322807251
1022100050,2021,2021-06-06,1611661324,1611661330,203825,23.283333333333335,43.0,9.30232558139535,3.867970818347991,4.699164493640573,5.37167951605408,1.0,-0.8278353936760077
1022100050,2021,2021-06-06,1611661330,1611661324,1627675,33.15,66.0,7.575757575757575,5.05540009996118,4.872169181714082,2.249305841434487,1.0,-0.037806319204303364
1022100050,2021,2021-06-06,1611661330,1611661324,1628881,20.3,42.0,0.0,3.4943358504176047,4.96841805612376,-3.7544202036441767,1.0,-1.3200303364941834
1022100051,2021,2021-06-06,1611661328,1611661321,100720,28.783333333333335,57.0,8.771929824561404,7.609976902525644,4.501673369991057,1.3636492499348112,1.0,2.494094308706113
1022100051,2021,2021-06-06,1611661328,1611661321,204319,31.55,64.0,3.125,6.015119608874274,4.602379772485716,-2.861690724049901,1.0,1.1048380347630171
1022100051,2021,2021-06-06,1611661321,1611661328,204330,27.05,53.0,3.773584905660377,3.798299888830248,4.969664823226963,-0.30844754308081557,1.0,-0.19121447917890944
1022100051,2021,2021-06-06,1611661328,1611661321,1627668,33.5,67.0,1.4925373134328357,3.7864802053959266,4.751237230486772,-2.397936613728914,1.0,1.0250366620769302
1022100051,2021,2021-06-06,1611661321,1611661328,1629481,32.93333333333333,67.0,4.477611940298507,4.759714649555531,4.761341004435772,-0.42322560371677387,1.0,1.4802381121785706
1022100051,2021,2021-06-06,1611661321,1611661328,1629497,29.1,57.0,3.5087719298245617,5.022615033803657,4.914791450899163,-1.8294311235726548,1.0,-0.6085067324844252
1022100055,2021,2021-06-08,1611661317,1611661321,203398,36.166666666666664,68.0,5.88235294117647,3.9181013941055784,4.648451507744716,1.9370786010587606,1.0,0.7339526324716624
1022100055,2021,2021-06-08,1611661317,1611661321,203400,37.583333333333336,72.0,6.944444444444445,6.263924664263722,4.5725300930190675,0.7400938532904062,1.0,1.3809729927566934
1022100055,2021,2021-06-08,1611661317,1611661321,1629488,28.7,55.0,5.454545454545454,4.530872086603022,4.678674389755782,0.8625879986898424,1.0,-0.03571910235311767
1022100057,2021,2021-06-11,1611661328,1611661330,100720,27.266666666666666,55.0,12.727272727272727,7.902047803716244,4.925804436936047,4.332730010266072,1.0,1.5797602668233572
1022100057,2021,2021-06-11,1611661328,1611661330,200676,19.05,38.0,0.0,3.473426389420153,5.037080414889071,-3.7732641466509786,1.0,-0.43407820749441406
