dR2_M,dR2_OxM,target
0.000164586686892787,0.00012492505406780374,pts
0.00010848738537694302,9.340114811118294e-05,pts
0.00017345383416145221,1.3873175647827196e-05,pts
0.00011989875882190137,0.00014937158965300235,pts
5.5369458648590886e-05,4.510832741222437e-05,pts
9.052259341668645e-06,4.7959682122344915e-06,pts
2.819791867558763e-05,1.945262173563833e-09,pts
1.8970962711195583e-05,2.145317069324193e-06,pts
0.00017695267887263277,7.904940372538416e-05,pts
5.4825742265118826e-05,3.9174785637641207e-10,pts
7.86046594427603e-05,2.973967957053958e-05,pts
1.3004910266456449e-06,1.6517160144613463e-05,pts
0.00040832245496724706,4.950014942017855e-05,pts
0.00021009382127146203,0.00014348318836199248,pts
2.1116831070533415e-05,0.0002563562335928804,pts
0.00010181059656322322,0.00011068362628319228,pts
0.0007721811801919554,4.289369380239272e-06,pts
0.0001166261245634237,0.00020487978367422777,pts
2.7197653174826364e-05,4.08224995929185e-06,pts
1.1112569580973286e-05,0.00021303461766808418,pts
2.313040412338374e-05,0.00011617746761682923,pts
0.00024285278839586422,5.952231999206692e-05,pts
2.3360383243797855e-05,2.2685276870437754e-05,pts
6.942695951062117e-05,1.1095897629154194e-05,pts
0.00013829309098900566,5.624997357234207e-06,pts
5.804979884704853e-05,2.203883188944822e-06,pts
0.00030859770065216896,0.000283622514527071,pts
0.0002948173619173877,0.0005382827065990581,pts
5.7864352718595136e-05,2.3606752364013772e-06,pts
7.853379392686044e-06,0.00011693001062262898,pts
1.2178373886784222e-05,8.735155847394704e-05,pts
1.000717332388934e-05,1.5110246097460589e-05,pts
2.852312137680002e-05,6.38954684309967e-05,pts
0.00012923442180845512,3.8673689809365364e-05,pts
7.861224114080745e-05,3.4478854294306416e-05,pts
5.51481256889641e-05,3.650140318667283e-06,pts
1.6600801512001162e-05,1.7816159290084954e-05,pts
4.232060890296818e-05,5.107206323118341e-05,pts
2.4975485013456478e-09,0.0001597246521176654,pts
4.273323240544524e-05,3.0485904345511905e-05,pts
1.7900190539821281e-06,0.00019702103952712324,pts
0.00028501160755534105,0.0003201784139021946,pts
7.424624149598991e-06,3.9370745487765646e-05,pts
4.408032793334904e-05,9.03866879164994e-06,pts
4.554287310076788e-05,0.00014925518638508883,pts
1.350785600218174e-05,4.6677080094204015e-05,pts
0.00012216931507325057,3.1938025673139414e-05,pts
9.717381005935888e-05,2.482366945133485e-05,pts
1.4209267431231076e-05,7.89200359541109e-06,pts
0.0002671548393887724,2.1292065999212184e-07,pts
3.329496199522275e-06,9.659647099591329e-05,pts
5.972442749091478e-05,4.467839809740859e-05,pts
2.8737587821958677e-05,1.3569750867414854e-07,pts
1.2832701145604197e-05,8.740403729556867e-06,pts
0.00014623426582982546,2.0604547548153107e-06,pts
1.6854567995272518e-05,7.222074053103711e-05,pts
4.7358024912735885e-07,0.00022789729481331733,pts
8.890922442716942e-10,3.1565443670111826e-05,pts
1.505760776510101e-06,2.420790342849699e-06,pts
5.989716083087959e-05,5.586496162335308e-06,pts
5.630518273846974e-11,1.1387607063872984e-05,pts
7.673207796810022e-05,0.00029963975858127156,pts
0.0002676215038611707,8.994613363011439e-07,pts
9.264067688175004e-05,5.2673055953578185e-06,pts
6.0863050032056165e-05,0.000124932269602529,pts
0.00010568537333610628,4.769276895633112e-07,pts
1.2202158196417123e-05,0.00030626717358350763,pts
3.711801407801918e-05,1.2696256887934076e-05,pts
5.511408143676899e-05,1.1066152862615475e-05,pts
0.0001803270032967319,0.00011390022172219627,pts
7.950920563049024e-07,0.00013112564343586985,pts
1.5769180784941383e-05,0.00014188093507783162,pts
3.977985086556224e-05,0.00040475700171360707,pts
0.0002721366626922128,0.00020086258934226553,pts
0.0001323780890167825,1.1683741061307984e-06,pts
3.3275405353361265e-07,6.686291999846716e-06,pts
0.00018224599385507911,7.2930727877951185e-06,pts
4.720725571460971e-05,3.8445317786517386e-05,pts
1.0808036354781336e-08,6.606806335374138e-05,pts
8.81920467100672e-05,6.166743518898343e-05,pts
0.0002895350385238027,0.00022699902837741703,pts
8.809390438069276e-05,0.0003481467365037405,pts
6.997783368878352e-06,2.8999798098894303e-05,pts
9.719283009101964e-05,0.00012390603090506325,pts
1.6379477508876583e-05,5.16182172390911e-05,pts
1.1599681450258359e-05,7.072853410727831e-07,pts
1.5255639067346394e-05,1.8612581126897787e-05,pts
6.797582845696759e-05,0.0002628169271532421,pts
0.0004986092466887637,1.5990237845708855e-05,pts
0.0001449905152209885,5.9191321071683234e-05,pts
1.1809198140144694e-05,7.191643269788273e-06,pts
1.1368408709744315e-05,0.00012697462123589798,pts
5.955384664280139e-05,3.014885413998858e-05,pts
4.1038259170900204e-05,0.0002656556479743166,pts
1.1451046313282198e-05,4.826850091843582e-07,pts
9.809038680197446e-07,8.403706422133173e-05,pts
4.586180319543498e-05,1.3517073976565541e-05,pts
9.263662946290552e-06,1.1678958125038719e-06,pts
0.00020752037424753844,9.723811700279583e-08,pts
5.122770790211284e-05,0.0002460240241003442,pts
0.00011504745163160024,5.534574874288545e-06,pts
0.0001037295198398347,2.2481773278570927e-06,pts
0.00027772974796436145,2.624363246050976e-06,pts
0.00014864150833304723,2.1540831074418065e-07,pts
5.685243525321848e-05,1.5216520242167242e-05,pts
