dR2_M,dR2_OxM,target
6.404214955790799e-06,2.3229788821521602e-05,pts
7.43954102698785e-05,8.82732822204968e-06,pts
1.6246314704870812e-05,1.6524295950448575e-06,pts
3.134812891014693e-05,3.584227302499965e-05,pts
5.055035172452094e-05,0.00015827172354232477,pts
1.1347178463516627e-06,0.00015632955265043602,pts
1.5501143428298114e-05,4.6941991973969976e-05,pts
0.00014918482184578252,3.63156779120688e-05,pts
5.947708774378668e-07,3.060025477452655e-08,pts
1.8780162536202738e-07,8.537480125414554e-06,pts
7.646723276399925e-05,0.00020752517605904242,pts
9.128475808806158e-06,2.2889236355183584e-05,pts
1.1362795732772213e-05,5.095590094761349e-06,pts
8.681541220878497e-05,0.00010877124653219106,pts
3.895294882805267e-05,1.2408911772565645e-05,pts
0.00017394142593940565,2.473574998373973e-05,pts
3.8319499607641916e-05,5.4514673109018474e-08,pts
0.0004728072430595365,7.911680022432144e-05,pts
0.0001630414068900521,4.1994300461034584e-05,pts
3.94666121451559e-05,1.3087805971867539e-05,pts
0.00013593416338342212,4.734110755533205e-05,pts
8.343087594120391e-07,2.0816671353784955e-05,pts
0.0001236931551447107,1.5560492417354688e-05,pts
3.277438506088526e-05,0.000362381141733481,pts
6.567740799157118e-05,2.246441556252865e-05,pts
7.963604351257647e-05,1.8458552404787554e-05,pts
1.0490584847255846e-05,2.578589277413279e-05,pts
2.7806568869692683e-07,3.5839796356351705e-05,pts
6.873687475505985e-05,5.7962036004166606e-05,pts
0.0003045409250193032,4.839774468967661e-07,pts
4.963306382843591e-05,0.00016351828718919048,pts
0.0002850684085203836,0.0007147645258347435,pts
6.758199424772293e-05,1.5470848681031768e-05,pts
6.303810665375664e-05,2.5074637414412848e-05,pts
0.00019397347207050775,0.00016825390686114883,pts
1.5946893349161329e-06,7.515921632061939e-06,pts
1.1535992666455996e-05,1.133139265985239e-05,pts
0.00015585144770335901,0.0006541654884922865,pts
3.067179963789357e-05,6.0835973408002175e-05,pts
0.00023498122629472817,1.272271180030593e-05,pts
1.8211551987779018e-05,0.00013338898289094736,pts
1.441533670210049e-09,0.00012113368844490768,pts
1.6433458387865585e-05,0.0004072656173383926,pts
2.059645035190627e-06,0.00012287199487848177,pts
7.801365374737745e-05,5.472956669105855e-05,pts
6.839387697121779e-05,2.7817670282148654e-05,pts
0.00018623443258924954,2.468791525434e-06,pts
2.721626420909562e-05,1.5520586217232513e-05,pts
3.740916978478559e-05,9.957534442550653e-07,pts
0.0001710971194794908,4.191835661793153e-05,pts
7.250815471848693e-05,9.831502265522651e-06,pts
0.0001923382418111963,0.00015194935845763702,pts
2.0947098466894687e-07,1.157596135248351e-05,pts
8.3375449970724e-06,1.6209632913710692e-07,pts
2.4765037021090563e-08,5.318586174285489e-05,pts
0.00020055034688748474,2.5106812240771603e-05,pts
0.00017204930094383286,2.043043983424031e-05,pts
1.3783447619930556e-06,2.8737265537426282e-05,pts
9.104794105541103e-06,4.985549365676967e-06,pts
0.00040651441613481776,3.5798894831629013e-05,pts
8.001204009799867e-05,2.5752285681801546e-05,pts
1.1847167358247646e-08,1.4953668413641985e-05,pts
1.3911860308191137e-07,1.941983232101041e-05,pts
4.301264844919217e-05,7.993362337255228e-06,pts
0.00027793665685382773,0.0002118881713983889,pts
1.7605512439011761e-06,4.3415172146232806e-07,pts
3.906862849367698e-05,0.0004867201371921981,pts
2.7606716909822637e-05,3.5641094690008757e-06,pts
0.000222891227125821,6.840446323708171e-06,pts
5.557656972299263e-06,1.067818738076376e-05,pts
1.1725497626069448e-05,4.906183570518863e-07,pts
3.2338486279148704e-05,0.00015469915944554824,pts
9.793559915871608e-05,7.169129336703772e-05,pts
3.009791922692351e-05,0.00018107026597202758,pts
3.7050336881838675e-06,1.0097413470910865e-06,pts
1.2240101248894852e-05,1.8864843240096185e-05,pts
5.86755096843028e-07,9.386639652109174e-06,pts
1.6504457236998782e-05,0.0001886547090813595,pts
9.411462748387667e-05,6.03112262544947e-05,pts
0.00013493682236342952,0.0001823239370514207,pts
1.518226133701006e-08,8.137348985859383e-06,pts
4.454579787682711e-05,1.0586012190505478e-05,pts
0.0001060234537700877,1.950590943633479e-05,pts
0.00013490508191094097,0.0002599266342540041,pts
2.6534530596089567e-06,2.488258909916219e-06,pts
0.00015863451677666784,0.0001300740554525115,pts
0.00012639497260635846,7.357485312109446e-07,pts
3.0274718972878034e-06,5.225455575019744e-06,pts
1.113541556896358e-05,0.00014026661459598522,pts
0.0002487155233283911,1.557325558232403e-05,pts
2.0757197438658892e-07,0.00036544325869025673,pts
0.0001979791806856479,4.312151285490451e-06,pts
1.8150634613189887e-05,2.1099129157486907e-05,pts
0.00017715112381622156,4.952637532573689e-05,pts
0.00016061210327578124,5.2019785537038565e-05,pts
7.345814820425289e-06,0.0001330623253364971,pts
4.203394063484467e-06,9.40277901095854e-08,pts
8.052079838238857e-05,2.393618702012379e-05,pts
2.8128458212650642e-05,1.5621897013762265e-06,pts
1.3529803420953002e-05,0.0001490135554641503,pts
5.335473516221434e-06,0.0001288327259482136,pts
1.9561480824048516e-06,6.30324236655655e-05,pts
0.00022606187989149262,1.1624619303929329e-05,pts
3.806533579453486e-07,0.00018277514995534982,pts
0.0002870867028337276,1.2957626959408941e-05,pts
4.168322716757711e-05,1.170630880342749e-05,pts
9.168343766741138e-06,8.55334633032001e-06,pts
