dR2_M,dR2_OxM,target
6.535192376277976e-05,5.694068860973012e-06,pts
3.6268259862026753e-06,2.1488336938380037e-05,pts
8.110629796664881e-07,4.760209491250222e-06,pts
6.565623167809065e-06,2.571575743837151e-05,pts
1.9665861546336316e-05,5.278608301295673e-05,pts
6.466383696668299e-05,0.0002192175973561028,pts
2.1813301794848527e-05,2.405564008101102e-05,pts
4.7506687517184787e-07,0.00016993536671394693,pts
1.2239940201497213e-05,0.00012949104790427324,pts
5.498117200852803e-06,2.0436440517301868e-05,pts
1.5174525398675698e-05,6.091854776513195e-06,pts
5.003859563923463e-06,0.00028349958190754254,pts
1.1688359825567929e-06,1.0824456157743079e-05,pts
1.5294920102104648e-05,4.6975139643690156e-05,pts
3.479438613174235e-05,2.4724384576346736e-06,pts
2.8384810828452345e-06,0.00036398950268856645,pts
5.9665815031806346e-05,3.3253221599638394e-06,pts
2.0057149744290292e-05,9.807821967033892e-05,pts
0.00019490906747376968,3.45860178745383e-05,pts
3.5624221987329285e-05,9.633989834556544e-06,pts
0.00012726194649570477,0.00013523574388485393,pts
0.0003820038271739046,0.00048339850814871355,pts
0.00011601281489048709,3.328064251650886e-05,pts
1.17325366189025e-06,4.6774763081791626e-05,pts
0.0001139105427397924,0.0002209181255444781,pts
2.952328702154894e-05,0.0002044020890746845,pts
0.0002197467305793399,3.276000486818198e-05,pts
2.6730883506798087e-05,5.327835577495499e-05,pts
1.0357343980471612e-05,1.4059751380357532e-05,pts
0.00022348582480746781,4.4621455211668604e-05,pts
3.4390619310986636e-05,6.002489950007739e-05,pts
1.0739352826250048e-05,0.00013284245903089076,pts
7.85729512446931e-05,4.117492488531216e-05,pts
0.00020072292613115827,0.00010748999929233172,pts
4.4189382088610785e-05,7.788953610743388e-05,pts
1.3773683322448882e-05,1.4024689631852993e-06,pts
0.0004876152569658343,6.220572560799997e-05,pts
6.121365808886559e-05,0.00017274486866858396,pts
5.427387702372499e-06,2.7461812199369717e-05,pts
7.966871091513728e-05,8.927940875480544e-08,pts
1.6527058717907828e-05,9.304638751594929e-06,pts
1.0109990936868485e-05,2.4618795401609717e-05,pts
1.5791617575811046e-06,2.6473858336317768e-05,pts
1.1571058678772062e-05,5.498163333506056e-07,pts
2.041947815545342e-05,0.00047057242096504304,pts
3.948570511413951e-05,2.479110196962342e-05,pts
7.615421163342795e-06,0.00021596173795190854,pts
1.6573288445842493e-05,1.1620374970156e-05,pts
5.474959330897811e-06,0.00014141865062866632,pts
5.461498686532007e-05,6.528769833646919e-06,pts
1.1781293525636727e-05,2.8342043081330814e-06,pts
7.793120599708381e-05,2.5357002232939685e-05,pts
6.170525141957484e-07,0.00034718835451863495,pts
8.815661810257502e-05,1.68161132632072e-05,pts
4.5198899469856e-06,7.30188563177192e-05,pts
1.3334823331101475e-06,5.873383538412824e-07,pts
5.919555378175456e-05,5.117691106226729e-06,pts
7.711809768773392e-06,7.990006417157858e-06,pts
2.004040014746966e-05,9.450517205467079e-07,pts
4.917573722162949e-05,0.0004214255226272501,pts
1.6530870375008888e-05,4.8260916929443454e-08,pts
0.00018976205153276027,2.0166018658063223e-05,pts
0.00022839476746416842,0.000154972602764758,pts
6.259160420718501e-05,0.00014429280359029573,pts
7.225877265248926e-05,3.857476973623264e-06,pts
0.00026122012390206173,5.119725125179997e-06,pts
1.8144369716699416e-06,2.339099611781137e-07,pts
2.7992065864346216e-05,3.9708204845112505e-05,pts
6.068667551406559e-05,5.515699444957889e-07,pts
3.241339734727511e-05,1.493426509546758e-05,pts
0.00020430733612597507,0.00014800935006975546,pts
3.682664816029302e-05,0.00034634732754612596,pts
2.4489159938800853e-06,3.591104752587171e-05,pts
4.234267335423425e-06,5.7694097283178536e-05,pts
0.00011300199690289503,5.5224028541189796e-06,pts
3.7104187990966153e-06,9.723135887407253e-05,pts
5.970391809584363e-05,5.0788647620869654e-08,pts
8.913692812417828e-06,0.000315809466238548,pts
1.6455964477080087e-05,0.0002258317956181921,pts
0.0002008320486083237,3.898235201937883e-05,pts
1.5394915245936502e-06,1.3412028244896845e-05,pts
5.6172421047939736e-08,2.8789050071309497e-05,pts
0.0001926625621927469,6.113410915742357e-05,pts
8.755158409257113e-06,0.00013657630581120905,pts
0.00025806519824622676,8.261684820487503e-06,pts
0.00019960207427027754,9.229389930087706e-08,pts
3.883388811076749e-06,1.0048294659670276e-06,pts
1.7037027513211456e-05,4.597668752159834e-06,pts
0.00010210696387957796,0.00016076618268523468,pts
2.7995922350032565e-05,3.387427674583776e-06,pts
1.4712724316634507e-07,3.736107560414759e-05,pts
1.861169221284431e-05,5.886212445471717e-05,pts
0.00022838825725690626,7.157009437319672e-07,pts
