dR2_M,dR2_OxM,target
2.6086242100875623e-06,1.047596827430386e-05,reb
6.858278611165947e-05,7.091916713664048e-06,reb
0.000141093950997484,0.00017315504573967022,reb
0.00010786840561594069,3.379355338894996e-07,reb
2.6643447926799624e-06,5.2918073478736005e-08,reb
1.666353687113098e-05,5.120860450458231e-06,reb
7.613317595689395e-05,4.223070326969669e-05,reb
0.00010013361467053894,3.5521609093369655e-05,reb
1.8703225367899812e-05,1.5803147913606708e-05,reb
4.922985171518235e-06,5.408756469704734e-06,reb
3.961881283420787e-05,7.819632284356004e-06,reb
2.7411294768131533e-05,5.245922003127568e-06,reb
1.8054973187631163e-06,2.8149841724056657e-05,reb
1.4814390107087405e-05,4.668860205114811e-07,reb
7.075100902209641e-05,3.6319086981317916e-05,reb
4.120869376067482e-05,1.5988837018587887e-05,reb
0.00011831264525274943,7.565722740221492e-05,reb
1.3592563429809523e-05,2.134235933537454e-07,reb
9.212477998021829e-05,4.492600016448023e-07,reb
6.0167859520232625e-06,1.8342846253016631e-07,reb
2.7397099134574e-05,3.2614043664613845e-06,reb
9.256015787162397e-08,2.657382795046015e-05,reb
1.766100299216422e-05,2.9560022619445903e-05,reb
0.0002743940128835387,8.683188850144852e-05,reb
0.00017134224233650297,1.787030003330692e-05,reb
5.321123418000617e-06,4.268389872219558e-06,reb
1.3318807732698446e-05,1.3959063441704167e-05,reb
0.00014424465018025856,8.212929677009484e-06,reb
2.6700877775454046e-07,5.3309591333983164e-05,reb
3.643939067599078e-06,0.000147006119405102,reb
6.821558504621628e-05,7.233477454049453e-05,reb
6.155598769264081e-06,7.473392761370157e-05,reb
4.1876337866009194e-05,6.455701354945997e-05,reb
2.7906462521709585e-05,3.273813820114935e-05,reb
5.333640837590359e-05,3.127967023486278e-05,reb
2.3624060975779848e-05,1.1424766299672484e-07,reb
6.138954500300997e-07,4.97793147147263e-06,reb
1.0466975494227704e-05,7.017755635430056e-05,reb
8.207609818533523e-05,5.284475179778703e-06,reb
0.0002167926656745367,0.000242961800651309,reb
2.2222955333495165e-05,0.00014540861995349097,reb
3.7474183284258444e-06,0.0001273698474959506,reb
5.810536683503731e-05,1.4047172667397412e-05,reb
2.8858039478607544e-05,0.00012280228815142458,reb
3.484781035290041e-06,1.2860172999840103e-05,reb
6.679757182825874e-06,2.1620090150387128e-05,reb
3.986724916971163e-05,4.4284103910552375e-06,reb
6.776285596765685e-05,2.1717121029718456e-05,reb
2.3281873670510933e-05,4.5004948017290936e-05,reb
0.0002961372774533677,8.523958127115705e-07,reb
7.673824088205716e-05,6.9637758189911025e-06,reb
0.0002927117966671222,2.8053940920869103e-05,reb
0.00012034578758512993,0.00011962834884848839,reb
3.405155262592441e-05,2.0530796217554936e-06,reb
