game_id,season,game_date,team_id,opp_team_id,player_id,minutes,possessions,y,own_pre,def_pre,dstrength,d3par,dtovf,dorebA,dpace,own_3par,own_tovr,own_orebr,own_usg,own_rest,opp_rest,rest_dif,own_b2b,own_travel,own_tz
1022100001,2021,2021-05-14,1611661313,1611661325,204334,11.783333333333333,24.0,0.0,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661313,1611661325,204335,38.45,81.0,2.4691358024691357,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661313,1611661325,1628244,27.083333333333332,57.0,3.5087719298245617,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661313,1611661325,1629477,36.93333333333333,76.0,14.473684210526315,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661313,1611661325,1630119,14.366666666666667,30.0,0.0,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661313,1611661325,1630131,25.9,57.0,5.2631578947368425,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661313,1611661325,1630446,28.716666666666665,63.0,1.5873015873015872,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661325,1611661313,202638,17.783333333333335,39.0,2.564102564102564,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661325,1611661313,202650,28.283333333333335,61.0,4.918032786885246,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661325,1611661313,202658,30.35,65.0,6.153846153846153,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661325,1611661313,1627676,19.916666666666668,45.0,2.2222222222222223,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661325,1611661313,1628909,29.7,64.0,3.125,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661325,1611661313,1628927,20.083333333333332,42.0,0.0,,,,,,,,,,,,,,,0.0,,
1022100001,2021,2021-05-14,1611661325,1611661313,1629479,31.416666666666668,66.0,1.5151515151515151,,,,,,,,,,,,,,,0.0,,
