scope,level,n,mean_proxy,mean_post_hoc_dnp,pearson_proxy_vs_post_hoc,spearman_proxy_vs_post_hoc,pearson_load_vs_post_hoc,corr_post_hoc_with_edge_BANNED_REFERENCE,corr_proxy_with_edge
all_team_games,team_game,2832,1.6853813559322033,1.817090395480226,0.09226164340024512,0.09551496065096483,0.08370701244549585,,
team_games_2021,team_game,394,1.6725888324873097,1.6522842639593909,0.11045544806490652,0.10844603031119429,0.12149987187886015,,
team_games_2022,team_game,454,1.645374449339207,1.5837004405286343,0.06915553235952406,0.03979992143700648,0.03138501403996785,,
team_games_2023,team_game,496,1.4818548387096775,1.6310483870967742,0.05772779776827864,0.06252537915793543,0.03531928410359371,,
team_games_2024,team_game,500,1.638,1.87,0.05477080810374024,0.0531604366371225,0.09287388673325028,,
team_games_2025,team_game,594,1.7138047138047139,1.9865319865319866,0.11131310469500597,0.12122339346885976,0.08721087933215227,,
team_games_2026,team_game,394,2.017766497461929,2.1624365482233503,0.06078425905737251,0.08974666272396424,0.0945418349235918,,
game_universe,game,551,3.5807622504537204,3.972776769509982,0.09235394976068087,0.10561101068866525,0.028295519035550304,0.0798440745097727,-0.010089008709664645
props_universe,player_game,5844,1.7919233401779604,2.0314852840520192,0.09052037694390484,0.10470102604241219,0.08497350722832014,-0.0016996339742718811,-0.00165212327253225
