era,cutoff,game_id,game_date,season,season_type,model_margin,market_margin,consensus_home_spread,n_books,edge,side,margin_true,cons_outcome,cons_profit_m110,be_book,be_line_margin,be_price,be_outcome,be_profit,clv_pts,TEAM_ABBREVIATION_h,TEAM_ABBREVIATION_a,str_margin_cal,raw_margin_cal,str_total_cal,model_abs_err,market_abs_err,edge_sign,profit_captured,profit_m110,outcome,line_mag,disagreement_abs,internal_spread,pred_total,line_disp,n_books_vintage,absence_proxy_home,absence_load_home,rest_days_home,gp_prior_home,post_hoc_dnp_home,absence_proxy_away,absence_load_away,rest_days_away,gp_prior_away,post_hoc_dnp_away,rest_diff,gp_min,absence_proxy_total,absence_load_total,post_hoc_dnp_total
old,T-64m,1022400044,2024-06-01,2024,Regular Season,-2.7327887020264985,-1.2307692307692308,1.2307692307692308,13,-1.5020194712572676,away,1.0,loss,-1.0,bovada,-1.0,-105.0,loss,-1.0,,IND,CHI,-2.7327887020264985,1.2173938533232282,165.09328927176352,3.7327887020264985,2.230769230769231,0,-1.0,-1.0,-1,1.2307692307692308,1.5020194712572676,3.950182555349727,165.09328927176352,0.2594372608313854,13,2.0,43.375,2.0,9,4,0.0,0.0,2.0,6,3,0.0,6,2.0,43.375,7
old,T-64m,1022400045,2024-06-02,2024,Regular Season,-0.4577349716066992,-3.0416666666666665,3.0416666666666665,12,-2.5839316950599684,home,-19.0,loss,-1.0,fanduel,-3.5,-112.0,loss,-1.0,,ATL,CON,-0.4577349716066992,1.5540424416138627,159.26895086678525,18.542265028393302,15.958333333333334,0,-1.0,-1.0,-1,3.0416666666666665,2.5839316950599676,2.011777413220562,159.26895086678525,0.25746432527221863,12,2.0,3.833333333333333,2.0,6,0,1.0,4.133333333333334,2.0,7,1,0.0,6,3.0,7.966666666666667,1
old,T-64m,1022400046,2024-06-02,2024,Regular Season,9.84972669807374,14.5,-14.5,12,-4.650273301926262,away,36.0,loss,-1.0,lowvig,15.0,-108.0,loss,-1.0,,NYL,IND,9.84972669807374,5.164467574732378,164.2872362309027,26.150273301926262,21.5,0,-1.0,-1.0,-1,14.5,4.65027330192626,4.685259123341361,164.2872362309027,0.3692744729379982,12,1.0,26.458333333333336,2.0,8,1,4.0,44.18888888888889,1.0,10,0,1.0,8,5.0,70.64722222222223,1
old,T-64m,1022400047,2024-06-02,2024,Regular Season,7.412069144197012,6.416666666666667,-6.416666666666667,12,0.9954024775303454,home,11.0,win,0.9090909090909092,wynnbet,6.0,-110.0,win,0.9090909090909092,,MIN,DAL,7.412069144197012,3.5847855841283494,168.84597704247415,3.5879308558029877,4.583333333333333,1,0.9090909090909092,0.9090909090909092,1,6.416666666666667,0.9954024775303454,3.827283560068663,168.84597704247415,0.2886751345948129,12,2.0,16.883333333333333,2.0,7,1,0.0,0.0,2.0,6,3,0.0,6,2.0,16.883333333333333,4
old,T-64m,1022400048,2024-06-02,2024,Regular Season,-1.2655683251477428,4.625,-4.625,12,-5.890568325147743,away,19.0,loss,-1.0,wynnbet,5.5,-110.0,loss,-1.0,,PHO,LAS,-1.2655683251477428,1.336825222767826,161.95616886609938,20.265568325147743,14.375,0,-1.0,-1.0,-1,4.625,5.8905683251477425,2.6023935479155687,161.95616886609938,0.4330127018922193,12,1.0,19.275,2.0,8,3,1.0,15.155555555555557,3.0,7,2,-1.0,7,2.0,34.43055555555556,5
old,T-64m,1022400049,2024-06-04,2024,Regular Season,10.654181263321204,13.083333333333334,-13.083333333333334,12,-2.4291520700121296,away,17.0,loss,-1.0,bovada,13.5,-110.0,loss,-1.0,,CON,WAS,10.654181263321204,5.338606807028812,154.71113500873372,6.345818736678796,3.916666666666666,0,-1.0,-1.0,-1,13.083333333333334,2.4291520700121296,5.315574456292392,154.71113500873372,0.19462473604038072,12,1.0,4.908333333333333,2.0,8,1,1.0,11.333333333333334,4.0,8,2,-2.0,8,2.0,16.241666666666667,3
old,T-64m,1022400050,2024-06-04,2024,Regular Season,-6.734076514214958,-8.458333333333334,8.458333333333334,12,-1.7242568191183762,home,-13.0,loss,-1.0,lowvig,-8.5,-108.0,loss,-1.0,,CHI,NYL,-6.734076514214958,-4.039725973722908,163.22092514279962,6.265923485785042,4.541666666666666,0,-1.0,-1.0,-1,8.458333333333334,1.7242568191183762,2.6943505404920494,163.22092514279962,0.14433756729740643,12,3.0,29.53055555555555,3.0,7,3,1.0,11.683333333333334,2.0,9,3,1.0,7,4.0,41.21388888888889,6
old,T-64m,1022400053,2024-06-05,2024,Regular Season,-7.750549227919842,-7.25,7.25,12,0.5005492279198407,away,-24.0,win,0.9090909090909092,draftkings,-7.0,-110.0,win,0.9090909090909092,,LAS,MIN,-7.750549227919842,-5.090741422238437,163.2292043746238,16.24945077208016,16.75,1,0.9090909090909092,0.9090909090909092,1,7.25,0.5005492279198416,2.659807805681405,163.2292043746238,0.26111648393354675,12,1.0,14.058333333333334,3.0,8,0,0.0,0.0,3.0,8,0,0.0,8,1.0,14.058333333333334,0
old,T-64m,1022400054,2024-06-06,2024,Regular Season,-2.759837160036808,-3.5,3.5,12,-0.7401628399631921,home,-8.0,loss,-1.0,wynnbet,-3.5,-110.0,loss,-1.0,,WAS,CHI,-2.759837160036808,-3.0389107252476126,157.3724962240197,5.240162839963192,4.5,0,-1.0,-1.0,-1,3.5,0.7401628399631921,0.27907356521080473,157.3724962240197,0.0,12,1.0,22.28888888888889,2.0,9,3,3.0,17.156944444444445,2.0,8,0,0.0,8,4.0,39.44583333333334,3
old,T-64m,1022400055,2024-06-06,2024,Regular Season,-8.11426090044792,-5.958333333333333,5.958333333333333,12,2.1559275671145883,away,-17.0,win,0.9090909090909092,betmgm,-5.5,-115.0,win,0.8695652173913043,,ATL,NYL,-8.11426090044792,-6.160817692902141,159.7600561206529,8.88573909955208,11.041666666666668,1,0.8695652173913043,0.9090909090909092,1,5.958333333333333,2.1559275671145874,1.9534432075457797,159.7600561206529,0.14433756729740643,12,0.0,0.0,4.0,7,0,3.0,17.488888888888887,2.0,10,0,2.0,7,3.0,17.488888888888887,0
old,T-64m,1022400056,2024-06-07,2024,Regular Season,0.1895397695723113,-3.9583333333333335,3.9583333333333335,12,-0.23120643623897763,home,-2.0,win,0.9090909090909092,lowvig,-4.5,-108.0,win,0.925925925925926,,WAS,IND,0.1895397695723113,-2.251370886960668,158.66189440737855,2.189539769572311,1.9583333333333335,0,0.925925925925926,0.9090909090909092,1,3.9583333333333335,4.147873102905645,2.4409106565329792,158.66189440737855,0.33427896171076077,12,2.0,29.183333333333334,1.0,10,2,1.0,28.875,5.0,11,5,-4.0,10,3.0,58.05833333333334,7
old,T-64m,1022400057,2024-06-07,2024,Regular Season,6.481105238602707,7.454545454545454,-7.454545454545454,11,0.9734402159427447,away,-13.0,win,0.9090909090909092,betmgm,7.5,-110.0,win,0.9090909090909092,,LVA,SEA,6.481105238602707,3.973034475717117,165.44619772617986,19.48110523860271,20.454545454545453,1,0.9090909090909092,0.9090909090909092,1,7.454545454545454,0.9734402159427473,2.50807076288559,165.44619772617986,0.15075567228888181,11,1.0,3.9333333333333336,2.0,7,2,2.0,34.97361111111111,3.0,9,2,-1.0,7,3.0,38.90694444444445,4
old,T-64m,1022400058,2024-06-07,2024,Regular Season,-1.0658200724457485,-4.0,4.0,12,2.9341799275542506,home,9.0,win,0.9090909090909092,williamhill_us,-4.5,-110.0,win,0.9090909090909092,,LAS,DAL,-1.0658200724457485,-3.501583107980328,161.7576612094993,10.06582007244575,13.0,1,0.9090909090909092,0.9090909090909092,1,4.0,2.9341799275542515,2.4357630355345794,161.7576612094993,0.21320071635561044,12,0.0,0.0,2.0,9,0,0.0,0.0,2.0,8,1,0.0,8,0.0,0.0,1
