unit,slice,arm,curve_type,x,x_label,n,coverage_share,realised_edge_mean,realised_edge_ci90_low,realised_edge_ci90_high,roi_captured,roi_captured_ci90_low,roi_captured_ci90_high,roi_m110,pred_score_mean,mean_abs_disagreement,hit_rate,starrable
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.05,top_5pct,88,0.04954954954954955,-0.23554918558762258,-0.591000933913165,0.11990256273791985,-0.041773901401053526,-0.2101099592583942,0.12656215645628716,-0.023760330578512397,4.681818181818182,1.7754969216126002,0.5113636363636364,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.1,top_10pct,177,0.09966216216216216,-0.3514758167512688,-0.6375995903816899,-0.06535204312084775,-0.0689350666972403,-0.19164667545379255,0.05377654205931194,-0.04006163328197227,4.338983050847458,1.7708174234224034,0.5028248587570622,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.15,top_15pct,266,0.14977477477477477,-0.4056846994065322,-0.5702377324898532,-0.24113166632321112,-0.11609439835723029,-0.19168659878620264,-0.04050219792825793,-0.08851674641148324,3.917293233082707,1.7186756150809406,0.4774436090225564,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.2,top_20pct,355,0.1998873873873874,-0.3901578249568018,-0.5219463490516465,-0.2583693008619571,-0.11492095614436638,-0.18095688003097085,-0.04888503225776192,-0.08578745198463508,3.687323943661972,1.7594351958823193,0.4788732394366197,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.25,top_25pct,444,0.25,-0.2514176170358024,-0.3817214708790862,-0.1211137631925186,-0.04517196266918264,-0.12086060003265123,0.03051667469428595,-0.015356265356265345,3.5495495495495497,1.7611019093950075,0.5157657657657657,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.3,top_30pct,532,0.29954954954954954,-0.28133405261834515,-0.3881089396700298,-0.17455916556666048,-0.0615421519740492,-0.12524767273698675,0.002163368788888363,-0.031100478468899524,3.4586466165413534,1.8194872536323379,0.5075187969924813,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.4,top_40pct,710,0.3997747747747748,-0.28577571017561176,-0.4082808800466028,-0.16327054030462074,-0.05489141519075885,-0.11136399677093077,0.0015811663894130662,-0.023943661971830985,3.191549295774648,1.8324712655524114,0.5112676056338028,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.5,top_50pct,888,0.5,-0.2797350221602465,-0.3781720530102856,-0.18129799131020735,-0.030403958379217125,-0.07908141431671178,0.018273497558277542,0.001842751842751849,2.9527027027027026,1.8057985559182557,0.5247747747747747,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.6,top_60pct,1065,0.5996621621621622,-0.30894677376158297,-0.40503918463902067,-0.21285436288414528,-0.03240959206176691,-0.07764348470299537,0.012824300579461552,0.00025608194622279355,2.7943661971830984,1.8050478238640202,0.523943661971831,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.7,top_70pct,1243,0.6998873873873874,-0.32870096075518496,-0.4105903231047436,-0.24681159840562633,-0.03829543624723761,-0.0827878476505334,0.0061969751560581945,-0.006289768156220284,2.604987932421561,1.8280676768706092,0.5205148833467418,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.8,top_80pct,1420,0.7995495495495496,-0.32376316306709757,-0.3988985328727951,-0.24862779326140005,-0.04173157857363089,-0.08252698255744492,-0.0009361745898168669,-0.010499359795134442,2.4049295774647885,1.8152660421240436,0.5183098591549296,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,0.9,top_90pct,1598,0.8997747747747747,-0.3268912462219027,-0.3994719449107877,-0.2543105475330177,-0.041461531388710005,-0.0810917699989687,-0.0018312927784513086,-0.010808965752645347,2.248435544430538,1.8209605902983814,0.5181476846057572,True
props_regular,2026_retrospective_descriptive,comparator_absence_proxy_only,coverage,1.0,top_100pct,1776,1.0,-0.3115517416777547,-0.37924900091100344,-0.24385448244450592,-0.030629721085316943,-0.06660982508005679,0.005350382909422902,-0.0013820638820638794,2.0315315315315314,1.8195252505320056,0.5230855855855856,True
props_playoff,2025_development,selector_ridge,decile,1.0,decile_1,25,0.09765625,0.09262708062323792,0.0277890553284047,0.15746510591807114,0.3879410025983993,0.22879393036935303,0.5470880748274456,0.37454545454545446,0.5306826104977175,0.2427960902733793,0.72,False
props_playoff,2025_development,selector_ridge,decile,2.0,decile_2,26,0.1015625,0.0684899751171835,-0.07673258702656413,0.21371253726093112,0.10882372704112807,-0.17569155520001145,0.3933390092822676,0.1013986013986014,0.3768107458668839,0.48762202736249505,0.5769230769230769,False
props_playoff,2025_development,selector_ridge,decile,3.0,decile_3,25,0.09765625,-0.1805276924771265,-0.2906030454376661,-0.0704523395165869,-0.24156812122319224,-0.3424636868273043,-0.14067255561908018,-0.23636363636363636,0.2792785453122615,0.6517970448967608,0.4,False
