capture_id,cycle_id,page,kind,reason,raw_text,retrieval_ts_utc
cap_20260815T192248860548,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:22:58.892691+00:00
cap_20260815T192259145360,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:23:09.178353+00:00
cap_20260815T192309616710,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:23:19.664210+00:00
cap_20260815T192320102115,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:23:30.152251+00:00
cap_20260815T192331771063,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:23:41.802910+00:00
cap_20260815T192342975882,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:23:53.035698+00:00
cap_20260815T192353970011,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:24:04.003635+00:00
cap_20260815T192405224781,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:24:15.271220+00:00
cap_20260815T192415524846,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:24:25.558390+00:00
cap_20260815T192425813007,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:24:35.850960+00:00
cap_20260815T192436102148,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:24:46.144151+00:00
cap_20260815T192446449974,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:24:56.496101+00:00
cap_20260815T192456807301,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:25:06.848241+00:00
cap_20260815T192507300436,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:25:17.350136+00:00
cap_20260815T192517616398,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:25:27.655404+00:00
cap_20260815T192527940575,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:25:37.982740+00:00
cap_20260815T192538276591,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:25:48.306873+00:00
cap_20260815T192548641198,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:25:58.680897+00:00
cap_20260815T192558941625,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:26:08.971090+00:00
cap_20260815T192609229721,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:26:19.262954+00:00
cap_20260815T192619563222,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:26:29.592721+00:00
cap_20260815T192629858806,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:26:39.898975+00:00
cap_20260815T192640163482,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:26:50.202574+00:00
cap_20260815T192650471875,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:27:00.522861+00:00
cap_20260815T192700790572,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:27:10.836819+00:00
cap_20260815T192711097481,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:27:21.131610+00:00
cap_20260815T192721409351,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:27:31.445665+00:00
cap_20260815T192731711395,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:27:41.748221+00:00
cap_20260815T192742001879,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:27:52.033336+00:00
cap_20260815T192752313167,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:28:02.356414+00:00
cap_20260815T192802622094,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:28:12.666326+00:00
cap_20260815T192813043267,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:28:23.102029+00:00
cap_20260815T192823380335,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:28:33.410668+00:00
cap_20260815T192833705464,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:28:43.744220+00:00
cap_20260815T192844012623,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:28:54.061538+00:00
cap_20260815T192854350536,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:29:04.389179+00:00
cap_20260815T192904651310,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:29:14.689743+00:00
cap_20260815T192914982246,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:29:25.009684+00:00
cap_20260815T192925388489,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:29:35.416101+00:00
cap_20260815T192935824687,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:29:45.861873+00:00
cap_20260815T192946430398,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:29:56.475016+00:00
cap_20260815T192956918508,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:30:06.959250+00:00
cap_20260815T193007709288,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:30:17.751836+00:00
cap_20260815T193018034281,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:30:28.075259+00:00
cap_20260815T193028371272,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:30:38.401943+00:00
cap_20260815T193038673355,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:30:48.714877+00:00
cap_20260815T194202370002,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:42:15.775582+00:00
cap_20260815T195703226787,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:57:16.012759+00:00
cap_20260815T201202442802,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T20:12:16.431283+00:00
cap_20260815T202702174095,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T20:27:15.109673+00:00
cap_20260815T204202347247,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T20:42:16.477570+00:00
cap_20260815T205702133381,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T20:57:16.083262+00:00
cap_20260815T211201927826,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T21:12:15.300457+00:00
cap_20260815T212702182908,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T21:27:15.181502+00:00
cap_20260815T215702091729,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T21:57:15.234093+00:00
cap_20260815T215716904699,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T21:57:26.939139+00:00
cap_20260815T221202302384,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T22:12:14.868556+00:00
cap_20260815T222702127529,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T22:27:15.145129+00:00
cap_20260815T224202271683,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T22:42:15.046221+00:00
cap_20260815T225702137323,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T22:57:14.900324+00:00
cap_20260815T231202270522,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T23:12:14.823188+00:00
cap_20260815T232702153035,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T23:27:14.674967+00:00
cap_20260815T234202301439,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T23:42:16.128180+00:00
cap_20260815T235702135107,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T23:57:14.767389+00:00
cap_20260816T001202540386,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T00:12:14.676317+00:00
cap_20260816T002702248438,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T00:27:14.721465+00:00
cap_20260816T004202449571,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T00:42:14.507506+00:00
cap_20260816T005702117998,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T00:57:14.102636+00:00
cap_20260816T011202250550,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T01:12:14.310749+00:00
cap_20260816T012702042579,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T01:27:14.084678+00:00
cap_20260816T014202245416,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T01:42:14.280292+00:00
cap_20260816T015702339503,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T01:57:14.352526+00:00
cap_20260816T021202136739,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T02:12:14.164145+00:00
cap_20260816T022702079330,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T02:27:14.091298+00:00
cap_20260816T024202367886,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T02:42:14.379376+00:00
cap_20260816T025702032025,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T02:57:14.087968+00:00
cap_20260816T031202405534,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T03:12:14.323728+00:00
cap_20260816T032702322208,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T03:27:14.358498+00:00
cap_20260816T034202249440,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T03:42:14.246648+00:00
cap_20260816T035702143648,cycle_20260816,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-16T03:57:14.114516+00:00
cap_20260818T041202115156,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T04:12:14.569541+00:00
cap_20260818T042702341580,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T04:27:14.971265+00:00
cap_20260818T044202112409,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T04:42:15.332484+00:00
cap_20260818T045702187962,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T04:57:14.786651+00:00
cap_20260818T051202242494,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T05:12:15.221082+00:00
cap_20260818T052702334969,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T05:27:16.409948+00:00
cap_20260818T054202308649,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T05:42:15.428625+00:00
cap_20260818T055702316394,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T05:57:15.311924+00:00
cap_20260818T061202192752,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T06:12:16.220726+00:00
cap_20260818T062702216832,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T06:27:14.652450+00:00
cap_20260818T064202175731,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T06:42:15.231514+00:00
cap_20260818T065702195155,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T06:57:14.737754+00:00
cap_20260818T071202149450,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T07:12:14.643638+00:00
cap_20260818T072702173657,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T07:27:14.610748+00:00
cap_20260818T074202190318,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T07:42:14.588994+00:00
cap_20260818T075702200540,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T07:57:14.868820+00:00
cap_20260818T081202149004,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T08:12:15.537771+00:00
cap_20260818T082702259397,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T08:27:14.937219+00:00
cap_20260818T084202171693,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T08:42:14.608338+00:00
cap_20260818T085702226514,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T08:57:14.675552+00:00
cap_20260818T091202187206,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T09:12:14.711753+00:00
cap_20260818T092702206801,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T09:27:14.775866+00:00
cap_20260818T094202143003,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T09:42:14.389874+00:00
cap_20260818T095702306136,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T09:57:16.693528+00:00
cap_20260818T101202170851,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T10:12:15.262453+00:00
cap_20260818T102702177329,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T10:27:14.805817+00:00
cap_20260818T104202186257,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T10:42:14.517565+00:00
cap_20260818T105702186379,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T10:57:14.731781+00:00
cap_20260818T111202140139,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T11:12:14.659684+00:00
cap_20260818T131202283747,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T13:12:15.496574+00:00
cap_20260818T131216794798,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T13:12:26.823939+00:00
cap_20260818T131227158023,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T13:12:37.207023+00:00
cap_20260818T131237524388,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T13:12:47.554963+00:00
cap_20260818T131247883600,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T13:12:57.929255+00:00
cap_20260818T131258259360,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T13:13:08.287030+00:00
cap_20260818T131308597214,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T13:13:18.636325+00:00
cap_20260818T131318966442,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T13:13:29.014835+00:00
cap_20260818T132702469148,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T13:27:21.569987+00:00
cap_20260818T135702362062,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T13:57:15.615718+00:00
cap_20260818T135716849574,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T13:57:26.920895+00:00
cap_20260818T141202526416,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T14:12:15.187878+00:00
cap_20260818T142702395667,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T14:27:15.554829+00:00
cap_20260818T151202392101,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T15:12:17.163179+00:00
cap_20260818T151218492169,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T15:12:28.565374+00:00
cap_20260818T151229054510,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T15:12:39.146264+00:00
cap_20260818T152702884572,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T15:27:16.232828+00:00
cap_20260818T154202376364,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T15:42:15.482908+00:00
cap_20260818T155703184685,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T15:57:22.967575+00:00
cap_20260818T161202872024,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T16:12:15.419522+00:00
cap_20260818T162702816627,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T16:27:15.840689+00:00
cap_20260818T165702498263,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T16:57:15.614790+00:00
cap_20260818T165718039658,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T16:57:28.105081+00:00
cap_20260818T171202478285,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T17:12:16.364207+00:00
cap_20260818T172702378756,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T17:27:15.252529+00:00
cap_20260818T174202351937,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T17:42:16.396871+00:00
cap_20260818T175702342200,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T17:57:15.243685+00:00
cap_20260818T181202356827,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T18:12:16.424763+00:00
cap_20260818T182702825324,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T18:27:18.688749+00:00
cap_20260818T184202755362,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T18:42:17.805533+00:00
cap_20260818T185702612149,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T18:57:15.861137+00:00
cap_20260818T191202619949,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T19:12:15.497421+00:00
cap_20260818T192702466284,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T19:27:15.625474+00:00
cap_20260818T194202485931,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T19:42:15.932990+00:00
cap_20260818T195702576928,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T19:57:19.230565+00:00
cap_20260818T201203827063,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T20:12:20.210745+00:00
cap_20260818T202706569770,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T20:27:35.455929+00:00
cap_20260818T204203890623,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T20:42:19.184915+00:00
cap_20260818T205702413528,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T20:57:14.648528+00:00
cap_20260818T211202113734,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T21:12:14.435001+00:00
cap_20260818T212702543591,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T21:27:18.576108+00:00
cap_20260818T214203160269,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T21:42:16.884517+00:00
cap_20260818T215702386134,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T21:57:16.162954+00:00
cap_20260818T221202410236,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T22:12:15.670410+00:00
cap_20260818T222702474991,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T22:27:15.727149+00:00
cap_20260818T224202386139,cycle_20260818,0,ROW,unplaceable_row_fragment,Injury/Illness - Right Lower Leg; right,2026-08-18T22:42:16.631719+00:00
