capture_id,cycle_id,page,kind,reason,raw_text,retrieval_ts_utc
cap_20260815T191756978010,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:19:50.282695+00:00
cap_20260815T192008669329,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:20:18.747924+00:00
cap_20260815T192020894608,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:20:30.928904+00:00
cap_20260815T192031929504,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:20:41.975913+00:00
cap_20260815T192042907553,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:20:52.955798+00:00
cap_20260815T192053612645,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:21:03.654166+00:00
cap_20260815T192104191043,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:21:14.223102+00:00
cap_20260815T192114730128,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:21:24.793930+00:00
cap_20260815T192125481281,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:21:35.517475+00:00
cap_20260815T192136396535,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:21:46.447721+00:00
cap_20260815T192146971881,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:21:57.001667+00:00
cap_20260815T192157427337,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:22:07.457928+00:00
cap_20260815T192207704117,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:22:17.731324+00:00
cap_20260815T192217979479,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:22:28.025286+00:00
cap_20260815T192228271657,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:22:38.301554+00:00
cap_20260815T192238572960,cycle_20260815,0,ROW,unplaceable_row_fragment,Injury/Illness - Left Foot; Not With,2026-08-15T19:22:48.610693+00:00
