capture_id,cycle_id,game_date,game_time_et,matchup,team_raw,coverage_status,retrieval_ts_utc
cap_20260807T095702553136,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T09:57:15.929030+00:00
cap_20260807T095702553136,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T09:57:15.929030+00:00
cap_20260807T095702553136,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T09:57:15.929030+00:00
cap_20260807T095702553136,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T09:57:15.929030+00:00
cap_20260807T095702553136,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T09:57:15.929030+00:00
cap_20260807T095702553136,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T09:57:15.929030+00:00
cap_20260807T101202614489,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T10:12:16.047574+00:00
cap_20260807T101202614489,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T10:12:16.047574+00:00
cap_20260807T101202614489,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T10:12:16.047574+00:00
cap_20260807T101202614489,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T10:12:16.047574+00:00
cap_20260807T101202614489,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T10:12:16.047574+00:00
cap_20260807T101202614489,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T10:12:16.047574+00:00
cap_20260807T102702475293,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T10:27:14.493841+00:00
cap_20260807T102702475293,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T10:27:14.493841+00:00
cap_20260807T102702475293,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T10:27:14.493841+00:00
cap_20260807T102702475293,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T10:27:14.493841+00:00
cap_20260807T102702475293,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T10:27:14.493841+00:00
cap_20260807T102702475293,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T10:27:14.493841+00:00
cap_20260807T104202910940,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T10:42:15.021723+00:00
cap_20260807T104202910940,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T10:42:15.021723+00:00
cap_20260807T104202910940,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T10:42:15.021723+00:00
cap_20260807T104202910940,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T10:42:15.021723+00:00
cap_20260807T104202910940,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T10:42:15.021723+00:00
cap_20260807T104202910940,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T10:42:15.021723+00:00
cap_20260807T105702527946,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T10:57:16.022592+00:00
cap_20260807T105702527946,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T10:57:16.022592+00:00
cap_20260807T105702527946,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T10:57:16.022592+00:00
cap_20260807T105702527946,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T10:57:16.022592+00:00
cap_20260807T105702527946,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T10:57:16.022592+00:00
cap_20260807T105702527946,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T10:57:16.022592+00:00
cap_20260807T111202559971,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T11:12:14.778245+00:00
cap_20260807T111202559971,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T11:12:14.778245+00:00
cap_20260807T111202559971,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T11:12:14.778245+00:00
cap_20260807T111202559971,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T11:12:14.778245+00:00
cap_20260807T111202559971,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T11:12:14.778245+00:00
cap_20260807T111202559971,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T11:12:14.778245+00:00
cap_20260807T112702488801,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T11:27:14.873885+00:00
cap_20260807T112702488801,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T11:27:14.873885+00:00
cap_20260807T112702488801,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T11:27:14.873885+00:00
cap_20260807T112702488801,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T11:27:14.873885+00:00
cap_20260807T112702488801,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T11:27:14.873885+00:00
cap_20260807T112702488801,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T11:27:14.873885+00:00
cap_20260807T114202595368,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T11:42:14.886681+00:00
cap_20260807T114202595368,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T11:42:14.886681+00:00
cap_20260807T114202595368,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T11:42:14.886681+00:00
cap_20260807T114202595368,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T11:42:14.886681+00:00
cap_20260807T114202595368,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T11:42:14.886681+00:00
cap_20260807T114202595368,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T11:42:14.886681+00:00
cap_20260807T115702555385,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T11:57:16.485362+00:00
cap_20260807T115702555385,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T11:57:16.485362+00:00
cap_20260807T115702555385,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T11:57:16.485362+00:00
cap_20260807T115702555385,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T11:57:16.485362+00:00
cap_20260807T115702555385,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T11:57:16.485362+00:00
cap_20260807T115702555385,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T11:57:16.485362+00:00
cap_20260807T121202743816,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T12:12:14.662439+00:00
cap_20260807T121202743816,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T12:12:14.662439+00:00
cap_20260807T121202743816,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T12:12:14.662439+00:00
cap_20260807T121202743816,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T12:12:14.662439+00:00
cap_20260807T121202743816,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T12:12:14.662439+00:00
cap_20260807T121202743816,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T12:12:14.662439+00:00
cap_20260807T122702639003,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T12:27:16.177605+00:00
cap_20260807T122702639003,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T12:27:16.177605+00:00
cap_20260807T122702639003,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T12:27:16.177605+00:00
cap_20260807T122702639003,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T12:27:16.177605+00:00
cap_20260807T122702639003,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T12:27:16.177605+00:00
cap_20260807T122702639003,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T12:27:16.177605+00:00
cap_20260807T124202617529,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T12:42:14.648652+00:00
cap_20260807T124202617529,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T12:42:14.648652+00:00
cap_20260807T124202617529,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T12:42:14.648652+00:00
cap_20260807T124202617529,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T12:42:14.648652+00:00
cap_20260807T124202617529,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T12:42:14.648652+00:00
cap_20260807T124202617529,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T12:42:14.648652+00:00
cap_20260807T125703328020,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T12:57:23.190629+00:00
cap_20260807T125703328020,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T12:57:23.190629+00:00
cap_20260807T125703328020,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T12:57:23.190629+00:00
cap_20260807T125703328020,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T12:57:23.190629+00:00
cap_20260807T125703328020,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T12:57:23.190629+00:00
cap_20260807T125703328020,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T12:57:23.190629+00:00
cap_20260807T131203193845,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T13:12:19.794158+00:00
cap_20260807T131203193845,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T13:12:19.794158+00:00
cap_20260807T131203193845,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T13:12:19.794158+00:00
cap_20260807T131203193845,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T13:12:19.794158+00:00
cap_20260807T131203193845,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T13:12:19.794158+00:00
cap_20260807T131203193845,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T13:12:19.794158+00:00
cap_20260807T132702610604,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T13:27:18.995621+00:00
cap_20260807T132702610604,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T13:27:18.995621+00:00
cap_20260807T132702610604,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T13:27:18.995621+00:00
cap_20260807T132702610604,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T13:27:18.995621+00:00
cap_20260807T132702610604,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T13:27:18.995621+00:00
cap_20260807T132702610604,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T13:27:18.995621+00:00
cap_20260807T134203598375,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T13:42:17.613566+00:00
cap_20260807T134203598375,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T13:42:17.613566+00:00
cap_20260807T134203598375,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T13:42:17.613566+00:00
cap_20260807T134203598375,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T13:42:17.613566+00:00
cap_20260807T134203598375,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T13:42:17.613566+00:00
cap_20260807T134203598375,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T13:42:17.613566+00:00
cap_20260807T135703547131,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T13:57:28.097538+00:00
cap_20260807T135703547131,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T13:57:28.097538+00:00
cap_20260807T135703547131,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T13:57:28.097538+00:00
cap_20260807T135703547131,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T13:57:28.097538+00:00
cap_20260807T135703547131,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T13:57:28.097538+00:00
cap_20260807T135703547131,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T13:57:28.097538+00:00
cap_20260807T141203947530,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T14:12:18.621410+00:00
cap_20260807T141203947530,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T14:12:18.621410+00:00
cap_20260807T141203947530,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T14:12:18.621410+00:00
cap_20260807T141203947530,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T14:12:18.621410+00:00
cap_20260807T141203947530,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T14:12:18.621410+00:00
cap_20260807T141203947530,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T14:12:18.621410+00:00
cap_20260807T142703119896,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T14:27:20.161004+00:00
cap_20260807T142703119896,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T14:27:20.161004+00:00
cap_20260807T142703119896,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T14:27:20.161004+00:00
cap_20260807T142703119896,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T14:27:20.161004+00:00
cap_20260807T142703119896,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T14:27:20.161004+00:00
cap_20260807T142703119896,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T14:27:20.161004+00:00
cap_20260807T144204093691,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T14:42:23.758057+00:00
cap_20260807T144204093691,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T14:42:23.758057+00:00
cap_20260807T144204093691,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T14:42:23.758057+00:00
cap_20260807T144204093691,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T14:42:23.758057+00:00
cap_20260807T144204093691,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T14:42:23.758057+00:00
cap_20260807T144204093691,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T14:42:23.758057+00:00
cap_20260807T145702965223,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T14:57:16.891481+00:00
cap_20260807T145702965223,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T14:57:16.891481+00:00
cap_20260807T145702965223,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T14:57:16.891481+00:00
cap_20260807T145702965223,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T14:57:16.891481+00:00
cap_20260807T145702965223,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T14:57:16.891481+00:00
cap_20260807T145702965223,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T14:57:16.891481+00:00
cap_20260807T151203350919,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Las Vegas Aces,NOT_YET_SUBMITTED,2026-08-07T15:12:17.319187+00:00
cap_20260807T151203350919,cycle_20260807,08/08/2026,01:00 (ET),LVA@MIN,Minnesota Lynx,NOT_YET_SUBMITTED,2026-08-07T15:12:17.319187+00:00
cap_20260807T151203350919,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Indiana Fever,NOT_YET_SUBMITTED,2026-08-07T15:12:17.319187+00:00
cap_20260807T151203350919,cycle_20260807,08/08/2026,03:30 (ET),IND@CHI,Chicago Sky,NOT_YET_SUBMITTED,2026-08-07T15:12:17.319187+00:00
cap_20260807T151203350919,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Seattle Storm,NOT_YET_SUBMITTED,2026-08-07T15:12:17.319187+00:00
cap_20260807T151203350919,cycle_20260807,08/08/2026,08:30 (ET),SEA@PDX,Portland Fire,NOT_YET_SUBMITTED,2026-08-07T15:12:17.319187+00:00
