candidate,dependent,direction,coverage,skill_gain,scheme,p_correct_level,p_row_level_NAIVE,null_sd_correct,null_sd_row_NAIVE,inflation_sd_correct_over_row,familywise_p_correct
pl_min_sd5,level_points,abstain on HIGH,0.75,0.0004075899204031286,WITHIN-block,0.11221945137157108,0.3940149625935162,0.0016661446794947528,0.001961333264604494,0.8494959574505221,1.0
pl_min_sd5,level_points,abstain on LOW,0.75,0.0011518790100557563,WITHIN-block,0.8029925187032418,0.30673316708229426,0.0017993822780590742,0.0019220335606467676,0.9361867112526271,1.0
pl_min_sd5,level_minutes,abstain on HIGH,0.75,-0.006826199589572535,WITHIN-block,0.5361596009975063,0.9950124688279302,0.0029300301416304055,0.0028754550031044055,1.0189796531217075,1.0
pl_min_sd5,level_minutes,abstain on LOW,0.75,0.0013483893689764104,WITHIN-block,0.9800498753117207,0.33665835411471323,0.0023382730670555066,0.003121379475384487,0.7491152823600474,1.0
pl_min_mean5,rate_ppm_refA,abstain on HIGH,0.75,0.00032733027647235957,BETWEEN-block,0.3915211970074813,0.46633416458852867,0.0010496905105719526,0.0014534537660942269,0.7222042661822802,1.0
pl_min_mean5,rate_ppm_refA,abstain on LOW,0.75,-0.00010674350846251457,BETWEEN-block,0.516209476309227,0.5511221945137157,0.0011619780557836138,0.001555198125932007,0.7471575720214154,1.0
pl_min_mean5,rate_ppm_refB,abstain on HIGH,0.75,0.0012969366502068036,BETWEEN-block,0.2169576059850374,0.2119700748129676,0.001745332477735417,0.0017021117293608851,1.025392427317777,1.0
pl_min_mean5,rate_ppm_refB,abstain on LOW,0.75,-0.003960682115032865,BETWEEN-block,0.9850374064837906,0.9850374064837906,0.0016876450139015774,0.0017686987058743262,0.9541732621256817,1.0
pl_min_mean5,rate_ppf_refA,abstain on HIGH,0.75,0.002161540073284396,BETWEEN-block,0.10473815461346633,0.1172069825436409,0.0017605172139578058,0.0018765265349583785,0.9381786940715199,1.0
pl_min_mean5,rate_ppf_refA,abstain on LOW,0.75,2.6448525073607954e-05,BETWEEN-block,0.4339152119700748,0.4912718204488778,0.001773544348231102,0.0018394397163951823,0.9641763915518701,1.0
pl_min_mean5,level_points,abstain on HIGH,0.75,0.0081686514338426,BETWEEN-block,0.0024937655860349127,0.0024937655860349127,0.001940936105982715,0.001991632547377155,0.9745452837365991,1.0
