candidate,dependent,direction,coverage,skill_gain,scheme,p_correct_level,p_row_level_NAIVE,null_sd_correct,null_sd_row_NAIVE,inflation_sd_correct_over_row,familywise_p_correct
pl_is_rookie_window,rate_ppf_refA,abstain on HIGH,0.75,-0.00033428731225515484,BETWEEN-block,0.5561097256857855,0.6907730673316709,0.0017540243974123848,0.0014747167221795987,1.1893975100655096,1.0
pl_is_rookie_window,rate_ppf_refA,abstain on LOW,0.75,-0.000814928535486148,BETWEEN-block,0.341645885286783,0.18952618453865336,0.0008456132016283572,0.0007586192926965318,1.1146740002124165,1.0
pl_is_rookie_window,level_points,abstain on HIGH,0.75,0.004227009004864946,BETWEEN-block,0.017456359102244388,0.014962593516209476,0.0020281913720964083,0.0015409266797906578,1.316215364881571,1.0
pl_is_rookie_window,level_points,abstain on LOW,0.75,0.0022041126653813414,BETWEEN-block,0.5012468827930174,0.3167082294264339,0.001198524887574397,0.0008790269092276663,1.3634678017166155,1.0
pl_is_rookie_window,level_minutes,abstain on HIGH,0.75,-0.007002051265566744,BETWEEN-block,0.942643391521197,0.8952618453865336,0.004244783615916078,0.002167192703618727,1.9586553649928031,1.0
pl_is_rookie_window,level_minutes,abstain on LOW,0.75,-0.004087023380231147,BETWEEN-block,0.4014962593516209,0.26683291770573564,0.002952019308860198,0.001435769962393876,2.056053118661336,1.0
pl_min_sd5,rate_ppm_refA,abstain on HIGH,0.75,0.0003316427920384557,WITHIN-block,0.38403990024937656,0.3740648379052369,0.0012321114582733825,0.0016383081060565687,0.752063335167823,1.0
pl_min_sd5,rate_ppm_refA,abstain on LOW,0.75,-0.0004085212211846212,WITHIN-block,0.8728179551122195,0.6807980049875312,0.0013331381892445209,0.001581527088462922,0.8429436327519315,1.0
pl_min_sd5,rate_ppm_refB,abstain on HIGH,0.75,-0.00031747549284244503,WITHIN-block,0.5960099750623441,0.5187032418952618,0.0014613864324581982,0.0018854156785949548,0.7751003924753873,1.0
pl_min_sd5,rate_ppm_refB,abstain on LOW,0.75,-0.0009264552834016282,WITHIN-block,0.9027431421446384,0.7231920199501247,0.0014799274391231966,0.0018127581572884692,0.8163954100401776,1.0
pl_min_sd5,rate_ppf_refA,abstain on HIGH,0.75,0.0026368969720415025,WITHIN-block,0.022443890274314215,0.07231920199501247,0.0017869649118135618,0.0017668378559509495,1.0113915692913311,1.0
pl_min_sd5,rate_ppf_refA,abstain on LOW,0.75,7.611821687059095e-05,WITHIN-block,0.6633416458852868,0.513715710723192,0.0014870322153227827,0.00191182774118538,0.7778065896254787,1.0
