naive_rate_variant,cell,n,points_mae,skill_vs_ref_pts
A,G1_model_fga_x_model_ppf,13870,4.192368452690463,-0.0022318871087871894
A,G2_model_fga_x_naive_ppf,13870,4.250973162005163,-0.016241988814480468
A,G3_naive_fga_x_model_ppf,13870,4.160293865681762,0.005435896443332533
A,G4_naive_fga_x_naive_ppf,13870,4.199066066179024,-0.0038330254346559123
B,G1_model_fga_x_model_ppf,13870,4.192368452690463,-0.0022318871087871894
B,G2_model_fga_x_naive_ppf,13870,4.231943819275889,-0.011692814692687792
B,G3_naive_fga_x_model_ppf,13870,4.160293865681762,0.005435896443332533
B,G4_naive_fga_x_naive_ppf,13870,4.1810311099970034,0.00047842962283817236
