lambda_toward_reference,points_mae,skill_vs_ref
0.0,4.190919667572693,-0.0022218316796525084
0.1,4.171525213698703,0.002416182557751112
0.2,4.156387220658891,0.006036301365970109
0.25,4.150261854083747,0.007501129278599805
0.3,4.144814425526305,0.00880383423594533
0.4,4.137183445947038,0.010628716347291789
0.5,4.1339293072363885,0.01140691519571202
0.6,4.134738987856542,0.011213287147795792
0.75,4.144501428578562,0.008878684722034236
1.0,4.181628792249526,0.0
