component,skill_thin,skill_adequate,skill_pooled
minutes,-0.1287075674085547,0.08887961824311053,0.035549460412317546
fga,-0.09842815567195085,0.033148100684668,0.0011516133985177701
points,-0.05588529083287086,0.014429829827406149,-0.0022218316796525084
fga_per_min,0.02875102115410677,0.007718933444771592,0.013453784501652244
pts_per_fga,0.0763426851914657,0.0017436026048782693,0.02126771341978151
pts_per_min,0.025834799656461405,-0.001680838397175588,0.005590773577162533
