splice_threshold_prior_games,n_spliced,pct_spliced,pooled_points_mae,pooled_skill_vs_ref,skill_on_UNspliced_rows,p_vs_champion_blockflip
0,0,0.0,4.190919667572693,-0.0022218316796525084,-0.0022218316796525084,1.0
3,999,7.197924922544852,4.124763578417677,0.013598819181952826,0.014916215128442212,0.000999000999000999
5,1899,13.682541969882555,4.129410995979053,0.012487429866385291,0.014695668374000381,0.000999000999000999
8,3213,23.150082858995606,4.135578051078965,0.011012632507197861,0.014429829827406149,0.000999000999000999
10,4063,29.274443403703437,4.136817370272708,0.010716260147212053,0.015210208537871472,0.000999000999000999
15,6060,43.663088118740546,4.137809419299778,0.010479020287732288,0.018525056983146992,0.000999000999000999
20,7922,57.079040276677,4.150086966237848,0.007542952179337314,0.017213559264470435,0.001998001998001998
