subset,target,stage,denominator,exposure,n,rung,kind,mae,rmse,r2,sd_y,coverage
ALL incl 2021 (power sensitivity),y_any_fta,A,FULL_STRATUM,minutes,17041,H3   prior rate(floored) x prior exposure,honest,0.37002352173405373,0.45805827432030977,0.15344379455964074,0.49785809940715836,0.9357017351197013
ALL incl 2021 (power sensitivity),y_any_fta,A,FULL_STRATUM,minutes,13402,H4   walk-forward OLS on B_COMPLETE,honest,0.388677193468425,0.44011383382247915,0.21725693018707792,0.4974753970295204,0.7358884252141445
ALL incl 2021 (power sensitivity),y_any_fta,A,FULL_STRATUM,minutes,18212,O1   SEASON-MEAN target,ORACLE,0.35768990217273733,0.4229006397327494,0.2808995624201246,0.4987185120948324,1.0
ALL incl 2021 (power sensitivity),y_any_fta,A,FULL_STRATUM,minutes,18212,O2   ACTUAL exposure x SEASON-MEAN rate,ORACLE,0.32863074661939673,0.4075238689069372,0.33224219919326137,0.4987185120948324,1.0
ALL incl 2021 (power sensitivity),y_any_fta,A,FULL_STRATUM,minutes,17041,O4   ACTUAL exposure x prior rate(floored),ORACLE,0.3508543238275982,0.4485269361625624,0.18830776464179155,0.49785809940715836,0.9357017351197013
ALL incl 2021 (power sensitivity),y_any_fta,A,FULL_STRATUM,minutes,17578,O5   prior exposure x SEASON-MEAN rate,ORACLE,0.36155688894275206,0.4300587960665741,0.25612912447225167,0.4986449336377734,0.9651877882714693
ALL incl 2021 (power sensitivity),y_any_fta,A,FULL_STRATUM,minutes,18212,O3   within-player-season OLS on ACTUAL exposure,ORACLE,0.3184168426698868,0.3957164644984299,0.37037623893128935,0.4987185120948324,1.0
ALL incl 2021 (power sensitivity),y_fta_given,B,CONDITIONAL_SUBSET(fta>0),minutes,9166,REF  expanding prior mean (MATCHED),honest,1.6730289127261784,2.2518546335542986,0.08667173587848709,2.3564085755501654,0.9390431308267595
ALL incl 2021 (power sensitivity),y_fta_given,B,CONDITIONAL_SUBSET(fta>0),minutes,9166,H1   EWMA prior (hl=5),honest,1.6819499475505362,2.2662743030998804,0.07493735656224543,2.3564085755501654,0.9390431308267595
ALL incl 2021 (power sensitivity),y_fta_given,B,CONDITIONAL_SUBSET(fta>0),minutes,9166,H2   trailing-5 prior mean,honest,1.7239326496472471,2.334645241781909,0.01827920838416508,2.3564085755501654,0.9390431308267595
ALL incl 2021 (power sensitivity),y_fta_given,B,CONDITIONAL_SUBSET(fta>0),minutes,9064,H3   prior rate(floored) x prior exposure,honest,1.689295371780661,2.2669391042235656,0.08032903425416649,2.364000556799744,0.9285933818256327
ALL incl 2021 (power sensitivity),y_fta_given,B,CONDITIONAL_SUBSET(fta>0),minutes,7193,H4   walk-forward OLS on B_COMPLETE,honest,1.6193393649983594,2.178283491340879,0.16191041805087258,2.3795748480864236,0.7369122016186866
ALL incl 2021 (power sensitivity),y_fta_given,B,CONDITIONAL_SUBSET(fta>0),minutes,9761,O1   SEASON-MEAN target,ORACLE,1.507863885703358,2.031145384259497,0.24078115498518815,2.3312012540874867,1.0
ALL incl 2021 (power sensitivity),y_fta_given,B,CONDITIONAL_SUBSET(fta>0),minutes,9761,O2   ACTUAL exposure x SEASON-MEAN rate,ORACLE,1.516370859149773,2.024789957749666,0.24552489286047108,2.3312012540874867,1.0
ALL incl 2021 (power sensitivity),y_fta_given,B,CONDITIONAL_SUBSET(fta>0),minutes,9064,O4   ACTUAL exposure x prior rate(floored),ORACLE,1.7121103603497543,2.2733410068704134,0.07512734408201005,2.364000556799744,0.9285933818256327
ALL incl 2021 (power sensitivity),y_fta_given,B,CONDITIONAL_SUBSET(fta>0),minutes,9166,O5   prior exposure x SEASON-MEAN rate,ORACLE,1.5650563412340468,2.09635305128241,0.20845603082410724,2.3564085755501654,0.9390431308267595
ALL incl 2021 (power sensitivity),y_fta_given,B,CONDITIONAL_SUBSET(fta>0),minutes,9761,O3   within-player-season OLS on ACTUAL exposure,ORACLE,1.4194568820303217,1.9405156425337127,0.3070223069756981,2.3312012540874867,1.0
ALL incl 2021 (power sensitivity),y_ftm_given,C,CONDITIONAL_SUBSET(fta>0),fta,9166,REF  expanding prior mean (MATCHED),honest,1.5218232362601647,2.025569489216058,0.08453383097292799,2.1171405418314313,0.9390431308267595
ALL incl 2021 (power sensitivity),y_ftm_given,C,CONDITIONAL_SUBSET(fta>0),fta,9166,H1   EWMA prior (hl=5),honest,1.5311985080453183,2.0393252254262406,0.07205766491779975,2.1171405418314313,0.9390431308267595
ALL incl 2021 (power sensitivity),y_ftm_given,C,CONDITIONAL_SUBSET(fta>0),fta,9166,H2   trailing-5 prior mean,honest,1.571423376245545,2.0984804941940283,0.017442715756874505,2.1171405418314313,0.9390431308267595
ALL incl 2021 (power sensitivity),y_ftm_given,C,CONDITIONAL_SUBSET(fta>0),fta,9166,H3   prior rate(floored) x prior exposure,honest,1.5218232362601647,2.0255694892160574,0.08453383097292821,2.1171405418314313,0.9390431308267595
ALL incl 2021 (power sensitivity),y_ftm_given,C,CONDITIONAL_SUBSET(fta>0),fta,7282,H4   walk-forward OLS on B_COMPLETE,honest,1.458518234176068,1.9557905700578397,0.15281812132155048,2.125024007204831,0.746030119864768
ALL incl 2021 (power sensitivity),y_ftm_given,C,CONDITIONAL_SUBSET(fta>0),fta,9761,O1   SEASON-MEAN target,ORACLE,1.3551751983900446,1.826402868613379,0.2410888629454665,2.0966375764993335,1.0
ALL incl 2021 (power sensitivity),y_ftm_given,C,CONDITIONAL_SUBSET(fta>0),fta,9761,O2   ACTUAL exposure x SEASON-MEAN rate,ORACLE,0.5790692882870114,0.7348420143500856,0.8771470122293211,2.0966375764993335,1.0
ALL incl 2021 (power sensitivity),y_ftm_given,C,CONDITIONAL_SUBSET(fta>0),fta,9166,O4   ACTUAL exposure x prior rate(floored),ORACLE,0.6522843335873441,0.8579364827007097,0.83576781218465,2.1171405418314313,0.9390431308267595
ALL incl 2021 (power sensitivity),y_ftm_given,C,CONDITIONAL_SUBSET(fta>0),fta,9166,O5   prior exposure x SEASON-MEAN rate,ORACLE,1.492683813893318,1.9904751586257592,0.11598114094393586,2.1171405418314313,0.9390431308267595
ALL incl 2021 (power sensitivity),y_ftm_given,C,CONDITIONAL_SUBSET(fta>0),fta,9761,O3   within-player-season OLS on ACTUAL exposure,ORACLE,0.5593841699479256,0.7122877226728398,0.884572661375055,2.0966375764993335,1.0
ALL incl 2021 (power sensitivity),y_fta,AB,FULL_STRATUM,minutes,17578,REF  expanding prior mean (MATCHED),honest,1.5526902691042042,2.1254654442619487,0.25802160536918284,2.467577335400571,0.9651877882714693
ALL incl 2021 (power sensitivity),y_fta,AB,FULL_STRATUM,minutes,17578,H1   EWMA prior (hl=5),honest,1.5494786200550894,2.134903059829584,0.2514178251604584,2.467577335400571,0.9651877882714693
ALL incl 2021 (power sensitivity),y_fta,AB,FULL_STRATUM,minutes,17578,H2   trailing-5 prior mean,honest,1.583711647134676,2.210124614214407,0.19773714467688264,2.467577335400571,0.9651877882714693
ALL incl 2021 (power sensitivity),y_fta,AB,FULL_STRATUM,minutes,17041,H3   prior rate(floored) x prior exposure,honest,1.5864072588749558,2.1523054777656045,0.25048286632672545,2.486141662320004,0.9357017351197013
ALL incl 2021 (power sensitivity),y_fta,AB,FULL_STRATUM,minutes,13402,H4   walk-forward OLS on B_COMPLETE,honest,1.5453297653517708,2.0950937595724213,0.29715896020803156,2.499143018334083,0.7358884252141445
ALL incl 2021 (power sensitivity),y_fta,AB,FULL_STRATUM,minutes,18212,O1   SEASON-MEAN target,ORACLE,1.449991890618132,1.9697738594706193,0.35776164014850775,2.457990344097941,1.0
ALL incl 2021 (power sensitivity),y_fta,AB,FULL_STRATUM,minutes,18212,O2   ACTUAL exposure x SEASON-MEAN rate,ORACLE,1.353348253174025,1.8801475299589907,0.41487674457461887,2.457990344097941,1.0
ALL incl 2021 (power sensitivity),y_fta,AB,FULL_STRATUM,minutes,17041,O4   ACTUAL exposure x prior rate(floored),ORACLE,1.4996104236551493,2.077008617214786,0.3020081690240036,2.486141662320004,0.9357017351197013
ALL incl 2021 (power sensitivity),y_fta,AB,FULL_STRATUM,minutes,17578,O5   prior exposure x SEASON-MEAN rate,ORACLE,1.4623267895060712,1.9911283180567758,0.34884907750332683,2.467577335400571,0.9651877882714693
ALL incl 2021 (power sensitivity),y_fta,AB,FULL_STRATUM,minutes,18212,O3   within-player-season OLS on ACTUAL exposure,ORACLE,1.3308029654326792,1.8494756006108992,0.43381192933288004,2.457990344097941,1.0
ALL incl 2021 (power sensitivity),y_ftm,ABC,FULL_STRATUM,minutes,17578,REF  expanding prior mean (MATCHED),honest,1.2995608476287381,1.8158160037261626,0.24714336026839068,2.092801561401428,0.9651877882714693
ALL incl 2021 (power sensitivity),y_ftm,ABC,FULL_STRATUM,minutes,17578,H1   EWMA prior (hl=5),honest,1.2975372416574749,1.8252701319488698,0.23928338739411126,2.092801561401428,0.9651877882714693
ALL incl 2021 (power sensitivity),y_ftm,ABC,FULL_STRATUM,minutes,17578,H2   trailing-5 prior mean,honest,1.3267920127432018,1.8900427221725107,0.1843349608528786,2.092801561401428,0.9651877882714693
ALL incl 2021 (power sensitivity),y_ftm,ABC,FULL_STRATUM,minutes,17041,H3   prior rate(floored) x prior exposure,honest,1.3308857863193067,1.840359660280854,0.23915743987883664,2.1099300092082545,0.9357017351197013
ALL incl 2021 (power sensitivity),y_ftm,ABC,FULL_STRATUM,minutes,13402,H4   walk-forward OLS on B_COMPLETE,honest,1.2969664508369043,1.7863240192697658,0.2867591218135155,2.1152335586986744,0.7358884252141445
ALL incl 2021 (power sensitivity),y_ftm,ABC,FULL_STRATUM,minutes,18212,O1   SEASON-MEAN target,ORACLE,1.2125572252446821,1.6840259972229736,0.3467646453978199,2.0836552970423363,1.0
ALL incl 2021 (power sensitivity),y_ftm,ABC,FULL_STRATUM,minutes,18212,O2   ACTUAL exposure x SEASON-MEAN rate,ORACLE,1.142200220851452,1.6184434894131303,0.3966529714216229,2.0836552970423363,1.0
ALL incl 2021 (power sensitivity),y_ftm,ABC,FULL_STRATUM,minutes,17041,O4   ACTUAL exposure x prior rate(floored),ORACLE,1.2659354398521545,1.786675423585977,0.28289836124422274,2.1099300092082545,0.9357017351197013
ALL incl 2021 (power sensitivity),y_ftm,ABC,FULL_STRATUM,minutes,17578,O5   prior exposure x SEASON-MEAN rate,ORACLE,1.2231512443678043,1.70154138315093,0.3389205788672295,2.092801561401428,0.9651877882714693
ALL incl 2021 (power sensitivity),y_ftm,ABC,FULL_STRATUM,minutes,18212,O3   within-player-season OLS on ACTUAL exposure,ORACLE,1.1229680628289171,1.592674136198122,0.4157133635506448,2.0836552970423363,1.0
ALL incl 2021 (power sensitivity),y_pts,ANCHOR,FULL_STRATUM,minutes,17578,REF  expanding prior mean (MATCHED),honest,4.124750575764825,5.429410591859611,0.478279649547553,7.517027704506716,0.9651877882714693
ALL incl 2021 (power sensitivity),y_pts,ANCHOR,FULL_STRATUM,minutes,17578,H1   EWMA prior (hl=5),honest,4.094324537479957,5.402979708810403,0.48334685342500827,7.517027704506716,0.9651877882714693
ALL incl 2021 (power sensitivity),y_pts,ANCHOR,FULL_STRATUM,minutes,17578,H2   trailing-5 prior mean,honest,4.22244567072477,5.590414422914591,0.4468786614601873,7.517027704506716,0.9651877882714693
ALL incl 2021 (power sensitivity),y_pts,ANCHOR,FULL_STRATUM,minutes,17041,H3   prior rate(floored) x prior exposure,honest,4.206076150803161,5.488652165856493,0.46694882517719416,7.517855943583925,0.9357017351197013
ALL incl 2021 (power sensitivity),y_pts,ANCHOR,FULL_STRATUM,minutes,13402,H4   walk-forward OLS on B_COMPLETE,honest,4.130613037416263,5.383476121447668,0.4960754435968455,7.583963482796347,0.7358884252141445
ALL incl 2021 (power sensitivity),y_pts,ANCHOR,FULL_STRATUM,minutes,18212,O1   SEASON-MEAN target,ORACLE,3.855209597845246,5.053766885794129,0.5459813348590552,7.500501034849229,1.0
ALL incl 2021 (power sensitivity),y_pts,ANCHOR,FULL_STRATUM,minutes,18212,O2   ACTUAL exposure x SEASON-MEAN rate,ORACLE,3.175239621583722,4.298239971070199,0.6715837682448886,7.500501034849229,1.0
ALL incl 2021 (power sensitivity),y_pts,ANCHOR,FULL_STRATUM,minutes,17041,O4   ACTUAL exposure x prior rate(floored),ORACLE,3.5100717159149246,4.719376763659514,0.6058996806919041,7.517855943583925,0.9357017351197013
ALL incl 2021 (power sensitivity),y_pts,ANCHOR,FULL_STRATUM,minutes,17578,O5   prior exposure x SEASON-MEAN rate,ORACLE,3.947704386154378,5.174631480675905,0.5260950355458905,7.517027704506716,0.9651877882714693
ALL incl 2021 (power sensitivity),y_pts,ANCHOR,FULL_STRATUM,minutes,18212,O3   within-player-season OLS on ACTUAL exposure,ORACLE,3.0966217819909834,4.209789543749043,0.6849611838525331,7.500501034849229,1.0
