stratum,target,stage,candidate,family,level,n,denominator_SST,dR2_single,p_correct_single,p_fw_single,r2base_single,inflation_single,dR2_complete,p_correct_complete,p_fw_complete,r2base_complete,inflation_complete,dR2_plus_M02,p_correct_plus_M02,p_fw_plus_M02,r2base_plus_M02,inflation_plus_M02,shrink_single_to_complete_x,shrink_complete_to_plusM02_x,dR2_matchup,p_correct_matchup,p_fw_matchup,r2base_matchup,inflation_matchup,D085_interaction_dR2_over_own_main_effects,D085_shrink_x,dR2_matchup2,p_correct_matchup2,p_fw_matchup2,r2base_matchup2,inflation_matchup2
DECISION,y_ftm_given,C,M05_opp_allowed_hurdle_rate,M,opp_team_season,3733,20027.356549691936,0.0055225778755648,0.0016638935108153,0.0099833610648918,0.1330106376158448,2.262476148830011,0.0051036469545936,0.0016638935108153,0.0099833610648918,0.1393291498378683,2.2374535117680763,0.0002543382426393,0.3011647254575707,0.9983361064891848,0.1470727531957065,1.19891497670578,1.082084620017483,20.066376576453518,,,,,,,,,,,,
DECISION,y_ftm_given,C,M06_opp_pace,M,opp_team_season,3733,20027.356549691936,0.0034503410623342,0.0116472545757071,0.21630615640599,0.1330106376158448,2.2648837608815424,0.0033745285562195,0.0116472545757071,0.2063227953410981,0.1393291498378683,2.1760907417631787,0.0009713126975919,0.0199667221297836,0.3527454242928453,0.1470727531957065,0.7490905550774615,1.0224661029982904,3.4741938045139387,,,,,,,,,,,,
DECISION,y_ftm_given,C,X01_fd_x_oppfoul,X,opp_team_season,3733,20027.356549691936,,,,,,0.0025237272799855,0.0116472545757071,0.1880199667221297,0.1393291498378683,1.666363290251818,,,,,,,,0.0011205870126539,0.0515806988352745,0.5940099833610649,0.1528907592921364,1.2910532798781835,0.0011205870126539,2.2521475365027883,,,,,
DECISION,y_ftm_given,C,X02_ftr_x_oppftrate,X,opp_team_season,3733,20027.356549691936,,,,,,0.0009323341806327,0.0682196339434276,0.6089850249584027,0.1393291498378683,0.9847092650697228,,,,,,,,,,,,,0.000598274640219,1.5583715537255878,0.000598274640219,0.1347753743760399,0.8885191347753744,0.1459404913382472,0.9952315777214212
DECISION,y_fta,AB,M01_opp_pf_pg,M,opp_team_season,5111,41428.53022891802,0.0090072140827569,0.0016638935108153,0.0016638935108153,0.2189557002641331,2.8003233965974044,0.0088614574542748,0.0016638935108153,0.0016638935108153,0.2283537505789797,2.716966345872533,0.000196638189018,0.259567387687188,0.9933444259567388,0.238041815612831,0.7469028411480999,1.0164483810066465,45.06478369501071,,,,,,,,,,,,
DECISION,y_fta,AB,M02_opp_allowed_fta_pg,M,opp_team_season,5111,41428.53022891802,0.0098564838872691,0.0016638935108153,0.0016638935108153,0.2189557002641331,2.923184795303457,0.0096880650338514,0.0016638935108153,0.0016638935108153,0.2283537505789797,2.921524579186272,,,,,,1.0173841580159941,,,,,,,,,,,,,
DECISION,y_fta,AB,M03_opp_allowed_ftm_pg,M,opp_team_season,5111,41428.53022891802,0.0101332789341064,0.0016638935108153,0.0016638935108153,0.2189557002641331,2.8189820333181577,0.0099865165170788,0.0016638935108153,0.0016638935108153,0.2283537505789797,2.8092585866062243,0.0003024191376044,0.1530782029950083,0.9267886855241264,0.238041815612831,0.8398693913776836,1.0146960571062602,33.02210500362694,,,,,,,,,,,,
DECISION,y_fta,AB,M04_opp_allowed_ft_rate,M,opp_team_season,5111,41428.53022891802,0.0087298287218171,0.0016638935108153,0.0016638935108153,0.2189557002641331,2.763450870602566,0.0084318112951346,0.0016638935108153,0.0016638935108153,0.2283537505789797,2.739769636165364,0.0001522214792958,0.3011647254575707,1.0,0.238041815612831,0.79667496416528,1.0353444137031937,55.39173140440795,,,,,,,,,,,,
DECISION,y_fta,AB,M05_opp_allowed_hurdle_rate,M,opp_team_season,5111,41428.53022891802,0.0057713583708148,0.0016638935108153,0.0033277870216306,0.2189557002641331,2.249515259415256,0.0052183107210566,0.0016638935108153,0.0049916805324459,0.2283537505789797,2.2883220526050123,4.983104036899297e-05,0.5723793677204659,1.0,0.238041815612831,0.8308680449113094,1.1059821232044647,104.72008375533855,,,,,,,,,,,,
DECISION,y_fta,AB,M06_opp_pace,M,opp_team_season,5111,41428.53022891802,0.003493200093515,0.0116472545757071,0.232945091514143,0.2189557002641331,3.8330121418061904,0.0033321795605137,0.0133111480865224,0.2445923460898502,0.2283537505789797,3.828324043830904,0.0007160867112446,0.0582362728785357,0.6772046589018302,0.238041815612831,1.4229987316186647,1.0483228859901166,4.65331852719649,,,,,,,,,,,,
DECISION,y_fta,AB,X01_fd_x_oppfoul,X,opp_team_season,5111,41428.53022891802,,,,,,0.0020955227592532,0.0049916805324459,0.0249584026622296,0.2283537505789797,1.329382332481321,,,,,,,,0.0006972064265323,0.0615640599001663,0.670549084858569,0.2389681343904759,1.2124254122955511,0.0006972064265323,3.0055987430806037,,,,,
DECISION,y_fta,AB,X02_ftr_x_oppftrate,X,opp_team_season,5111,41428.53022891802,,,,,,7.96215354796944e-05,0.5440931780366056,1.0,0.2283537505789797,1.421291285826734,,,,,,,,,,,,,0.0003192654644331,0.2493897535114656,0.0003192654644331,0.2046589018302828,0.9850249584026622,0.2369147679591843,1.3917514442370218
DECISION,y_ftm,ABC,M01_opp_pf_pg,M,opp_team_season,5111,30826.67149285854,0.0083007393839996,0.0016638935108153,0.0016638935108153,0.2128961670252331,3.448712963241126,0.0085787323291131,0.0016638935108153,0.0016638935108153,0.2212464528947673,3.469247588753139,0.0001088660231173,0.3610648918469218,1.0,0.2309589664012314,0.9501627994760916,0.967595102114319,78.80082401714779,,,,,,,,,,,,
DECISION,y_ftm,ABC,M02_opp_allowed_fta_pg,M,opp_team_season,5111,30826.67149285854,0.0095603708418686,0.0016638935108153,0.0016638935108153,0.2128961670252331,3.845402647787047,0.0097125135064641,0.0016638935108153,0.0016638935108153,0.2212464528947673,3.878835064699867,,,,,,0.9843353973722411,,,,,,,,,,,,,
DECISION,y_ftm,ABC,M03_opp_allowed_ftm_pg,M,opp_team_season,5111,30826.67149285854,0.0094181563108033,0.0016638935108153,0.0016638935108153,0.2128961670252331,3.916074766644437,0.0096059909742776,0.0016638935108153,0.0016638935108153,0.2212464528947673,3.958904501089305,4.665313927365639e-05,0.6006655574043261,1.0,0.2309589664012314,1.0719004217889447,0.9804460920297268,205.90234920593673,,,,,,,,,,,,
DECISION,y_ftm,ABC,M04_opp_allowed_ft_rate,M,opp_team_season,5111,30826.67149285854,0.0083977802681118,0.0016638935108153,0.0016638935108153,0.2128961670252331,3.876008157887489,0.008384766989199,0.0016638935108153,0.0016638935108153,0.2212464528947673,3.907708666320168,0.0001897462296233,0.2529118136439268,0.9983361064891848,0.2309589664012314,1.056571464754282,1.0015520143767338,44.189373384889585,,,,,,,,,,,,
DECISION,y_ftm,ABC,M05_opp_allowed_hurdle_rate,M,opp_team_season,5111,30826.67149285854,0.006193449168665,0.0016638935108153,0.0049916805324459,0.2128961670252331,3.479688540555808,0.005939559577744,0.0016638935108153,0.0049916805324459,0.2212464528947673,3.455381336420205,0.0001835791468346,0.3128119800332778,1.0,0.2309589664012314,1.1345062224219271,1.0427455247477178,32.35421713281731,,,,,,,,,,,,
DECISION,y_ftm,ABC,M06_opp_pace,M,opp_team_season,5111,30826.67149285854,0.0032672007134285,0.0133111480865224,0.2262895174708818,0.2128961670252331,3.76527171265173,0.0032372373830238,0.0149750415973377,0.2362728785357737,0.2212464528947673,3.7373655101209926,0.0006691001608838,0.0715474209650582,0.7204658901830283,0.2309589664012314,1.371171385750852,1.009255833557906,4.838195493403862,,,,,,,,,,,,
DECISION,y_ftm,ABC,X01_fd_x_oppfoul,X,opp_team_season,5111,30826.67149285854,,,,,,0.0025749922846983,0.0016638935108153,0.0049916805324459,0.2212464528947673,1.2785300526236658,,,,,,,,0.001067944064229,0.0099833610648918,0.1530782029950083,0.2313149199187371,1.0104791456799915,0.001067944064229,2.4111677483383085,,,,,
DECISION,y_ftm,ABC,X02_ftr_x_oppftrate,X,opp_team_season,5111,30826.67149285854,,,,,,0.0001827913769017,0.3211314475873544,1.0,0.2212464528947673,1.0885156298596668,,,,,,,,,,,,,0.0004897041123908,0.3732690256761137,0.0004897041123908,0.0981697171381031,0.8602329450915142,0.229749434483258,1.1070013296152994
DECISION,y_pts,ANCHOR,M01_opp_pf_pg,M,opp_team_season,5111,293888.6362747016,0.0014646306907239,0.0083194675540765,0.1580698835274542,0.3070271359837012,1.5985145027064736,0.0019898693865886,0.0033277870216306,0.0349417637271214,0.3162374312016147,1.6049543973648353,4.31991620541506e-06,0.8768718801996672,1.0,0.318633648953161,1.212822730407288,0.736043632107351,460.6268482926308,,,,,,,,,,,,
DECISION,y_pts,ANCHOR,M02_opp_allowed_fta_pg,M,opp_team_season,5111,293888.6362747016,0.0020282220847872,0.0016638935108153,0.0266222961730449,0.3070271359837012,1.5097962548106827,0.0023962177515465,0.0016638935108153,0.0133111480865224,0.3162374312016147,1.5476585505262128,,,,,,0.8464264499660774,,,,,,,,,,,,,
DECISION,y_pts,ANCHOR,M03_opp_allowed_ftm_pg,M,opp_team_season,5111,293888.6362747016,0.0025289515749904,0.0016638935108153,0.0099833610648918,0.3070271359837012,1.5068091403942172,0.0029506420684771,0.0016638935108153,0.0049916805324459,0.3162374312016147,1.5217138801060557,0.0010573703147002,0.0066555740432612,0.2146422628951747,0.318633648953161,1.1520211742446147,0.8570851754634051,2.790547481289662,,,,,,,,,,,,
DECISION,y_pts,ANCHOR,M04_opp_allowed_ft_rate,M,opp_team_season,5111,293888.6362747016,0.0013181156089492,0.0133111480865224,0.2562396006655574,0.3070271359837012,1.5765096786681112,0.0015657674848832,0.0049916805324459,0.1430948419301164,0.3162374312016147,1.6420561832754788,0.0008715469030893,0.0266222961730449,0.3560732113144759,0.318633648953161,1.2195079556521895,0.8418335555406722,1.7965384069786192,,,,,,,,,,,,
DECISION,y_pts,ANCHOR,M05_opp_allowed_hurdle_rate,M,opp_team_season,5111,293888.6362747016,0.0007265758433985,0.0632279534109817,0.653910149750416,0.3070271359837012,1.2982982894440316,0.0009174351644516,0.0449251247920133,0.5141430948419301,0.3162374312016147,1.3943011737066826,1.7393379310013274e-05,0.78369384359401,1.0,0.318633648953161,1.134766911194102,0.7919642406913989,52.74622878622773,,,,,,,,,,,,
DECISION,y_pts,ANCHOR,M06_opp_pace,M,opp_team_season,5111,293888.6362747016,0.0003575783534306,0.1364392678868552,0.8535773710482529,0.3070271359837012,1.0285161142784598,0.0003587292795208,0.1214642262895174,0.8552412645590682,0.3162374312016147,1.061168073960015,8.959942330352038e-06,0.7603993344425957,1.0,0.318633648953161,0.9913140850420789,0.9967916583454313,40.03700763849732,,,,,,,,,,,,
DECISION,y_pts,ANCHOR,X01_fd_x_oppfoul,X,opp_team_season,5111,293888.6362747016,,,,,,0.0008114273497042,0.0332778702163061,0.3743760399334442,0.3162374312016147,1.101541491799521,,,,,,,,0.000648913193138,0.0482529118136439,0.5391014975041597,0.3194454320770431,1.0550848014371097,0.000648913193138,1.250440518523468,,,,,
DECISION,y_pts,ANCHOR,X02_ftr_x_oppftrate,X,opp_team_season,5111,293888.6362747016,,,,,,8.931907675111906e-06,0.8202995008319468,1.0,0.3162374312016147,1.1015943982271252,,,,,,,,,,,,,7.383743245839312e-05,0.12096720291763902,7.383743245839312e-05,0.4958402662229617,1.0,0.3179075527226839,1.0951560005421408
