stratum,rowset,n,denominator_SST,target,stage,base,candidate,family,level,r2_base,dR2,beta,sd_candidate,sd_candidate_resid,sd_y,p_N_ROW,nullmean_N_ROW,nullsd_N_ROW,z_N_ROW,p_N_CYCLIC,nullmean_N_CYCLIC,nullsd_N_CYCLIC,z_N_CYCLIC,p_correct_level,correct_null_used,sd_inflation_correct_over_row,p_N_ENTITY,nullmean_N_ENTITY,nullsd_N_ENTITY,z_N_ENTITY,t_stat,p_family_wise,z_normal_orientation_only,p_normal_ORIENTATION_ONLY
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_COMPLETE,F06_prior_fg3a_share,F,player_season,0.2221879216229955,0.005159328018248737,-0.18153593698365644,0.210683023805812,0.19646238804788813,0.49652996150444634,0.0016638935108153079,6.392562752268937e-05,8.679041863619904e-05,58.70927310633835,0.47088186356073214,0.005147484370455571,0.0002471058900257183,0.047929443494583494,0.47088186356073214,N_CYCLIC,2.8471563325615064,,,,,0.047929443494583494,1.0,0.047929443494583494,0.4808861961616519
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_SINGLE,F09_prior_starter_rate,F,player_season,0.19748359082193978,0.00784920331307803,0.1292200436675904,0.4365199051585703,0.3404304238447023,0.49652996150444634,0.0016638935108153079,6.432016222970349e-05,9.019516681239606e-05,86.31153337784396,0.49584026622296173,0.007835920541629973,0.0004813491806988719,0.027594877026218413,0.49584026622296173,N_CYCLIC,5.336751377156022,,,,,0.027594877026218413,1.0,0.027594877026218413,0.48899260363579633
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_COMPLETE,F09_prior_starter_rate,F,player_season,0.2221879216229955,0.00031519072401329953,0.04206382026104577,0.4365199051585703,0.20956727225427052,0.49652996150444634,0.021630615640599003,6.212686709797e-05,8.709430351430501e-05,2.905630410991971,1.0,0.0008389373703421056,0.00021823087512265073,-2.3999658436710596,1.0,N_CYCLIC,2.505684830315072,,,,,-2.3999658436710596,1.0,-2.3999658436710596,0.9918016997158751
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_SINGLE,F10_prior_pf_pm,F,player_season,0.19748359082193978,0.00015259409031879526,-0.16512274260813317,0.037971729215242396,0.03714560391902722,0.49652996150444634,0.11314475873544093,6.252309412902564e-05,8.490014019718306e-05,1.060905152577806,0.2129783693843594,0.00010379389252164004,7.170997172580543e-05,0.6805217827131574,0.2129783693843594,N_CYCLIC,0.8446390260281893,,,,,0.6805217827131574,0.9816971713810316,0.6805217827131574,0.24808704958460756
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_COMPLETE,F10_prior_pf_pm,F,player_season,0.2221879216229955,0.0009242645818342917,0.46091905242381326,0.037971729215242396,0.03275057692966397,0.49652996150444634,0.0016638935108153079,6.152341450427993e-05,8.438021162612637e-05,10.22444896384787,0.2562396006655574,0.0007924709098988995,0.0002075370665132517,0.635036787160991,0.2562396006655574,N_CYCLIC,2.459546646230414,,,,,0.635036787160991,0.9866888519134775,0.635036787160991,0.2627021902107066
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_SINGLE,M01_opp_pf_pg,M,opp_team_season,0.19748359082193978,0.00041549445635061596,0.006108517127520465,1.6574663463642783,1.6568846734475329,0.49652996150444634,0.011647254575707155,6.843719408285223e-05,9.525482386239972e-05,3.6434612778152315,,,,,0.036605657237936774,N_ENTITY,1.4003626973554517,0.036605657237936774,9.466683129801907e-05,0.00013339130208006852,2.4051615064078105,2.4051615064078105,0.4209650582362729,2.4051615064078105,0.00808265934079825
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_COMPLETE,M01_opp_pf_pg,M,opp_team_season,0.2221879216229955,0.0007538200575692938,0.008705144017021667,1.6574663463642783,1.5660417780370868,0.49652996150444634,0.0016638935108153079,6.442385119337435e-05,8.892565375038046e-05,7.75250085100409,,,,,0.0066555740432612314,N_ENTITY,1.459217170510859,0.0066555740432612314,9.460259094490874e-05,0.00012976184085145852,5.080210501783857,5.080210501783857,0.04492512479201331,5.080210501783857,1.8850843101673391e-07
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_COMPLETE_PLUS_M02,M01_opp_pf_pg,M,opp_team_season,0.22304078753960055,2.3437045945614517e-05,0.002948936315159975,1.6574663463642783,0.8151386799157401,0.49652996150444634,0.5457570715474209,6.461227825799642e-05,8.888198451765453e-05,-0.4632573466471523,,,,,0.5307820299500832,N_ENTITY,1.057656421243242,0.5307820299500832,6.660259120126077e-05,9.400660165793973e-05,-0.4591756801582086,-0.4591756801582086,1.0,-0.4591756801582086,0.6769460109243581
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_SINGLE,M02_opp_allowed_fta_pg,M,opp_team_season,0.19748359082193978,0.0008214064964828904,0.005644129424219352,2.521427728291484,2.521317641168891,0.49652996150444634,0.0016638935108153079,6.406287064925184e-05,8.825447178091792e-05,8.58136262730869,,,,,0.0066555740432612314,N_ENTITY,1.5473366694785593,0.0066555740432612314,0.00010004716248118279,0.00013655938043207502,5.282385814283286,5.282385814283286,0.03494176372712146,5.282385814283286,6.375615283288571e-08
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_COMPLETE,M02_opp_allowed_fta_pg,M,opp_team_season,0.2221879216229955,0.0008528659166047922,0.005833138644646811,2.521427728291484,2.4858993461279257,0.49652996150444634,0.0016638935108153079,6.0500949779742735e-05,8.274318861409818e-05,9.57619569775732,,,,,0.0033277870216306157,N_ENTITY,1.6002238517986356,0.0033277870216306157,9.877226126019147e-05,0.0001324076239941532,5.69524346557189,5.69524346557189,0.021630615640599003,5.69524346557189,6.159799217878683e-09
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_SINGLE,M03_opp_allowed_ftm_pg,M,opp_team_season,0.19748359082193978,0.0007799147508949583,0.006407862949387777,2.1640621696999585,2.16399280472208,0.49652996150444634,0.0016638935108153079,6.43870102668584e-05,8.747864154051805e-05,8.179456471059673,,,,,0.009983361064891847,N_ENTITY,1.6312788180267412,0.009983361064891847,0.00010208319439161608,0.00014270205497480127,4.749977543231846,4.749977543231846,0.04991680532445923,4.749977543231846,1.0171962101370815e-06
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_COMPLETE,M03_opp_allowed_ftm_pg,M,opp_team_season,0.2221879216229955,0.0008007572470082332,0.006601120927141087,2.1640621696999585,2.1285223262258737,0.49652996150444634,0.0016638935108153079,6.035808088482572e-05,8.10682761662866e-05,9.133032070457581,,,,,0.004991680532445923,N_ENTITY,1.6890126385339548,0.004991680532445923,9.910121290632972e-05,0.00013692534302901907,5.124369372243962,5.124369372243962,0.04159733777038269,5.124369372243962,1.4926761294159918e-07
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_COMPLETE_PLUS_M02,M03_opp_allowed_ftm_pg,M,opp_team_season,0.22304078753960055,5.333795461661646e-08,0.00021131167115953306,2.1640621696999585,0.5426754234829343,0.49652996150444634,0.978369384359401,6.061709612085605e-05,8.147566835053167e-05,-0.7433355183498072,,,,,0.9700499168053245,N_ENTITY,1.112744843520323,0.9700499168053245,6.514853619799609e-05,9.066162982942611e-05,-0.7180016327287718,-0.7180016327287718,1.0,-0.7180016327287718,0.7636218738290338
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_SINGLE,M04_opp_allowed_ft_rate,M,opp_team_season,0.19748359082193978,0.0008993914633241881,0.37433697986003395,0.03978291910229766,0.039779297397433466,0.49652996150444634,0.0016638935108153079,6.55583606733205e-05,8.89946950202861e-05,9.369469747166363,,,,,0.004991680532445923,N_ENTITY,1.5602008235230869,0.004991680532445923,9.916092448423242e-05,0.00013884959645983633,5.763290346122329,5.763290346122329,0.021630615640599003,5.763290346122329,4.124484974382147e-09
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_COMPLETE,M04_opp_allowed_ft_rate,M,opp_team_season,0.2221879216229955,0.000877623992754998,0.37438327823188483,0.03978291910229766,0.03929011144932886,0.49652996150444634,0.0016638935108153079,6.209927953396385e-05,8.280391950685941e-05,9.848866069117378,,,,,0.004991680532445923,N_ENTITY,1.6000045406536243,0.004991680532445923,9.6108017315765e-05,0.00013248664719489226,5.898828236551243,5.898828236551243,0.019966722129783693,5.898828236551243,1.8304602966837957e-09
POOLED,MAIN,12795,3154.2583821805397,y_any_fta,A,B_COMPLETE_PLUS_M02,M04_opp_allowed_ft_rate,M,opp_team_season,0.22304078753960055,3.253048607239643e-05,0.2548820421665994,0.03978291910229766,0.011110957794059793,0.49652996150444634,0.4891846921797005,6.245749422494153e-05,8.304488990953624e-05,-0.36037145916077024,,,,,0.4891846921797005,N_ENTITY,1.0959979408833054,0.4891846921797005,6.592278710475026e-05,9.10170283417325e-05,-0.3668797107611457,-0.3668797107611457,1.0,-0.3668797107611457,0.6431456278970433
