game_id,season,game_date,team_id,opp_team_id,player_id,player_name,pos_group,minutes,possessions,unit,s,y,allow_loo,allow_naive,allow_pre,def_pre,own_loo,own_pre,lg_rate
1022100007,2021,2021-05-16,1611661313,1611661325,204335,Betnijah Laney-Hamilton,F,32.916666666666664,72.0,0.72,2.0,2.7777777777777777,9.233840778637385,9.14272144383757,,,6.0856864654333,,
1022100007,2021,2021-05-16,1611661313,1611661325,1628244,Sami Whitcomb,G,22.583333333333332,51.0,0.51,6.0,11.76470588235294,5.502028397565923,5.634824667472793,,,8.599508599508601,,
1022100007,2021,2021-05-16,1611661313,1611661325,1629477,Sabrina Ionescu,G,31.483333333333334,69.0,0.69,5.0,7.246376811594203,5.489801057668094,5.634824667472793,,,9.445100354191265,,
1022100007,2021,2021-05-16,1611661313,1611661325,1630131,Kylee Shook,C,28.116666666666667,63.0,0.63,7.0,11.11111111111111,13.68198626518753,13.545816733067728,,,10.451977401129945,,
1022100007,2021,2021-05-16,1611661313,1611661325,1630446,Michaela Onyenwere,F,25.05,56.0,0.56,5.0,8.928571428571427,9.239130434782608,9.14272144383757,,,6.109090909090909,,
1022100007,2021,2021-05-16,1611661325,1611661313,202650,Jantel Lavender,F,27.333333333333332,60.0,0.6,15.0,25.0,9.808153477218225,10.109226121310714,,,8.146639511201629,,
1022100007,2021,2021-05-16,1611661325,1611661313,202658,Danielle Robinson,G,29.716666666666665,64.0,0.64,0.0,0.0,5.320353180892008,5.192557334487235,,,6.9282136894824715,,
1022100007,2021,2021-05-16,1611661325,1611661313,1628909,Kelsey Mitchell,G,33.983333333333334,73.0,0.73,2.0,2.73972602739726,5.296514259846084,5.192557334487235,,,3.9735099337748347,,
1022100007,2021,2021-05-16,1611661325,1611661313,1628927,Victoria Vivians,F,15.566666666666666,34.0,0.34,5.0,14.705882352941176,9.859824186267522,10.109226121310714,,,7.056936647955092,,
1022100007,2021,2021-05-16,1611661325,1611661313,1629479,Teaira McCowan,C,26.55,59.0,0.59,10.0,16.949152542372882,14.061433447098977,14.340344168260039,,,18.205293737895413,,
1022100008,2021,2021-05-16,1611661317,1611661323,100940,Diana Taurasi,G,28.966666666666665,55.0,0.55,4.0,7.2727272727272725,5.741626794258374,5.636070853462158,,,7.283950617283951,,
1022100008,2021,2021-05-16,1611661317,1611661323,203398,Brittney Griner,C,35.86666666666667,68.0,0.68,4.0,5.88235294117647,9.411764705882353,9.565217391304348,,,15.107102593010145,,
1022100008,2021,2021-05-16,1611661317,1611661323,203400,Skylar Diggins-Smith,G,36.96666666666667,72.0,0.72,1.0,1.3888888888888888,5.7299164987042905,5.636070853462158,,,5.09453781512605,,
1022100008,2021,2021-05-16,1611661317,1611661323,1628915,Kia Nurse,F,25.366666666666667,49.0,0.49,4.0,8.16326530612245,7.266355140186916,7.327971403038427,,,6.697009102730819,,
1022100008,2021,2021-05-16,1611661317,1611661323,1629488,Brianna Turner,F,35.4,69.0,0.69,8.0,11.594202898550726,7.126002831524304,7.327971403038427,,,15.553121577217965,,
1022100008,2021,2021-05-16,1611661323,1611661317,201886,DeWanna Bonner,F,36.56666666666667,71.0,0.71,5.0,7.042253521126761,9.567142154451549,9.590940605500347,,,10.674778761061948,,
1022100008,2021,2021-05-16,1611661323,1611661317,201896,Briann January,G,36.96666666666667,71.0,0.71,1.0,1.4084507042253522,5.883919062832801,5.668016194331983,,,2.396373056994819,,
1022100008,2021,2021-05-16,1611661323,1611661317,1627673,Jonquel Jones,C,33.266666666666666,64.0,0.64,13.0,20.3125,12.373333333333333,12.844957350727547,,,18.71267418712674,,
1022100008,2021,2021-05-16,1611661323,1611661317,1628280,Brionna Jones,F,35.266666666666666,68.0,0.68,9.0,13.235294117647058,9.519207538052669,9.590940605500347,,,12.69296740994854,,
1022100008,2021,2021-05-16,1611661323,1611661317,1629567,Natisha Hiedeman,G,34.93333333333333,68.0,0.68,2.0,2.941176470588235,5.822377247115642,5.668016194331983,,,4.308797127468582,,
1022100009,2021,2021-05-18,1611661313,1611661324,204335,Betnijah Laney-Hamilton,F,31.766666666666666,66.0,0.66,2.0,3.0303030303030303,8.764845605700714,8.441268423403304,,,6.067961165048543,,11.064718162839249
1022100009,2021,2021-05-18,1611661313,1611661324,1628244,Sami Whitcomb,G,35.43333333333333,73.0,0.73,8.0,10.95890410958904,4.717214126944925,5.021018215787016,,,8.592777085927771,,4.015296367112811
1022100009,2021,2021-05-18,1611661313,1611661324,1629477,Sabrina Ionescu,G,37.46666666666667,77.0,0.77,10.0,12.987012987012987,4.574999999999999,5.021018215787016,,,9.193357058125741,,4.015296367112811
1022100009,2021,2021-05-18,1611661313,1611661324,1630131,Kylee Shook,C,27.916666666666668,56.0,0.56,6.0,10.714285714285714,12.126068376068375,12.091836734693876,,,10.47708138447147,,13.385826771653543
1022100009,2021,2021-05-18,1611661313,1611661324,1630446,Michaela Onyenwere,F,30.066666666666666,62.0,0.62,2.0,3.2258064516129035,8.516159471573484,8.441268423403304,,,6.355003652300949,,11.064718162839249
1022100009,2021,2021-05-18,1611661324,1611661313,201480,Sylvia Fowles,C,31.016666666666666,68.0,0.68,11.0,16.176470588235293,14.087439278278973,14.340344168260039,,,16.60939289805269,,13.385826771653543
1022100009,2021,2021-05-18,1611661324,1611661313,203024,Damiris Dantas,F,30.266666666666666,63.0,0.63,4.0,6.349206349206349,10.387710314557426,10.109226121310714,,,8.382066276803119,,11.064718162839249
1022100009,2021,2021-05-18,1611661324,1611661313,203825,Kayla McBride,F,31.833333333333332,68.0,0.68,2.0,2.941176470588235,10.282837967401726,10.109226121310714,,,5.700586041555674,,11.064718162839249
1022100009,2021,2021-05-18,1611661324,1611661313,1627672,Aerial Powers,G,26.683333333333334,60.0,0.6,4.0,6.666666666666667,5.0892857142857135,5.192557334487235,,,7.7946768060836495,,4.015296367112811
1022100009,2021,2021-05-18,1611661324,1611661313,1630101,Crystal Dangerfield,G,21.366666666666667,45.0,0.45,3.0,6.666666666666666,5.132227700582698,5.192557334487235,,,4.947916666666666,,4.015296367112811
1022100010,2021,2021-05-18,1611661317,1611661322,100940,Diana Taurasi,G,27.183333333333334,56.0,0.56,1.0,1.7857142857142856,6.011976047904191,6.091370558375634,,,7.663782447466008,,4.015296367112811
1022100010,2021,2021-05-18,1611661317,1611661322,203398,Brittney Griner,C,26.516666666666666,51.0,0.51,10.0,19.607843137254903,12.811791383219955,13.191489361702127,,,14.628699050809603,,13.385826771653543
1022100010,2021,2021-05-18,1611661317,1611661322,203400,Skylar Diggins-Smith,G,26.833333333333332,54.0,0.54,5.0,9.25925925925926,6.14498319731157,6.091370558375634,,,4.838709677419354,,4.015296367112811
1022100010,2021,2021-05-18,1611661317,1611661322,1628915,Kia Nurse,F,22.95,45.0,0.45,1.0,2.2222222222222223,10.28230433784714,10.297381269418553,,,6.874189364461738,,11.064718162839249
1022100010,2021,2021-05-18,1611661317,1611661322,1629488,Brianna Turner,F,31.533333333333335,66.0,0.66,14.0,21.21212121212121,10.020732550103663,10.297381269418553,,,15.199562602515035,,11.064718162839249
1022100010,2021,2021-05-18,1611661322,1611661317,201507,Leilani Mitchell,G,20.966666666666665,43.0,0.43,2.0,4.651162790697675,5.777777777777777,5.668016194331983,,8.669077265231401,4.175665946724262,,4.015296367112811
1022100010,2021,2021-05-18,1611661322,1611661317,202250,Tina Charles,C,33.11666666666667,66.0,0.66,12.0,18.18181818181818,12.747723620782004,12.844957350727547,,8.669077265231401,14.277215942891138,,13.385826771653543
1022100010,2021,2021-05-18,1611661322,1611661317,203849,Theresa Plaisance,F,23.116666666666667,43.0,0.43,6.0,13.953488372093023,9.523809523809522,9.590940605500347,,8.669077265231401,11.674641148325358,,11.064718162839249
1022100010,2021,2021-05-18,1611661322,1611661317,204333,Natasha Cloud,G,31.183333333333334,61.0,0.61,1.0,1.639344262295082,5.751978891820579,5.668016194331983,,8.669077265231401,5.678233438485804,,4.015296367112811
1022100010,2021,2021-05-18,1611661322,1611661317,1628878,Ariel Atkins,F,29.933333333333334,58.0,0.58,5.0,8.620689655172415,9.559867486985327,9.590940605500347,,8.669077265231401,4.126074498567335,,11.064718162839249
1022100011,2021,2021-05-18,1611661319,1611661328,202633,Liz Cambage,C,22.0,49.0,0.49,8.0,16.3265306122449,14.948453608247421,14.846691769768693,,,16.523972602739725,,13.385826771653543
1022100011,2021,2021-05-18,1611661319,1611661328,203029,Riquna Williams,F,25.633333333333333,55.0,0.55,0.0,0.0,8.394403730846102,8.40354288183193,,,4.802955665024631,,11.064718162839249
1022100011,2021,2021-05-18,1611661319,1611661328,203833,Chelsea Gray,G,28.483333333333334,60.0,0.6,1.0,1.6666666666666667,5.313634007257646,5.382157778323913,,,4.944444444444445,,4.015296367112811
1022100011,2021,2021-05-18,1611661319,1611661328,1628932,A'ja Wilson,F,34.7,71.0,0.71,11.0,15.492957746478874,8.299412030755315,8.40354288183193,,,14.439324116743471,,11.064718162839249
1022100011,2021,2021-05-18,1611661319,1611661328,1629498,Jackie Young,G,37.016666666666666,77.0,0.77,11.0,14.285714285714285,5.272727272727272,5.382157778323913,,,5.924050632911392,,4.015296367112811
1022100011,2021,2021-05-18,1611661328,1611661319,100720,Sue Bird,G,25.333333333333332,53.0,0.53,0.0,0.0,5.4640307523338825,5.235738473560823,,,4.606525911708253,,4.015296367112811
1022100011,2021,2021-05-18,1611661328,1611661319,200676,Candice Dupree,C,15.133333333333333,35.0,0.35,1.0,2.857142857142857,13.148788927335639,12.91566265060241,,,8.664259927797833,,13.385826771653543
1022100011,2021,2021-05-18,1611661328,1611661319,204319,Jewell Loyd,G,34.266666666666666,72.0,0.72,2.0,2.7777777777777777,5.3512623490669595,5.235738473560823,,,6.560088202866593,,4.015296367112811
1022100011,2021,2021-05-18,1611661328,1611661319,1627668,Breanna Stewart,F,36.13333333333333,75.0,0.75,11.0,14.666666666666666,8.433985839233653,8.579409417398244,,,14.021927293710327,,11.064718162839249
1022100011,2021,2021-05-18,1611661328,1611661319,1629478,Katie Lou Samuelson,F,27.666666666666668,57.0,0.57,3.0,5.2631578947368425,8.516825924387204,8.579409417398244,,,8.034026465028356,,11.064718162839249
1022100012,2021,2021-05-19,1611661329,1611661330,202664,Courtney Vandersloot,G,30.916666666666668,75.0,0.75,6.0,8.0,6.050338818973862,6.0798548094373865,,,5.353319057815846,,5.502392344497608
