game_id,season,game_date,team_id,opp_team_id,player_id,player_name,pos_group,minutes,possessions,unit,s,y,allow_loo,allow_naive,allow_pre,def_pre,own_loo,own_pre,lg_rate
1022100007,2021,2021-05-16,1611661313,1611661325,204335,Betnijah Laney-Hamilton,F,32.916666666666664,72.0,0.72,4.0,5.555555555555555,4.117793860743698,4.108287817620518,,,7.83836416747809,,
1022100007,2021,2021-05-16,1611661313,1611661325,1628244,Sami Whitcomb,G,22.583333333333332,51.0,0.51,4.0,7.8431372549019605,7.200811359026369,7.085852478839177,,,4.606879606879607,,
1022100007,2021,2021-05-16,1611661313,1611661325,1629477,Sabrina Ionescu,G,31.483333333333334,69.0,0.69,4.0,5.797101449275363,7.076303198186856,7.085852478839177,,,9.917355371900827,,
1022100007,2021,2021-05-16,1611661313,1611661325,1630131,Kylee Shook,C,28.116666666666667,63.0,0.63,1.0,1.5873015873015872,3.222398309561542,3.286852589641434,,,3.483992467043315,,
1022100007,2021,2021-05-16,1611661313,1611661325,1630446,Michaela Onyenwere,F,25.05,56.0,0.56,0.0,0.0,4.174901185770751,4.108287817620518,,,1.2363636363636363,,
1022100007,2021,2021-05-16,1611661325,1611661313,202650,Jantel Lavender,F,27.333333333333332,60.0,0.6,1.0,1.6666666666666667,3.980815347721822,3.9042528468510342,,,3.7678207739307537,,
1022100007,2021,2021-05-16,1611661325,1611661313,202658,Danielle Robinson,G,29.716666666666665,64.0,0.64,5.0,7.8125,6.8824994340049805,6.815231501514496,,,6.677796327212021,,
1022100007,2021,2021-05-16,1611661325,1611661313,1628909,Kelsey Mitchell,G,33.983333333333334,73.0,0.73,1.0,1.36986301369863,6.880941602535084,6.815231501514496,,,3.922567498726439,,
1022100007,2021,2021-05-16,1611661325,1611661313,1628927,Victoria Vivians,F,15.566666666666666,34.0,0.34,1.0,2.941176470588235,3.9439296745070083,3.9042528468510342,,,3.127506014434643,,
1022100007,2021,2021-05-16,1611661325,1611661313,1629479,Teaira McCowan,C,26.55,59.0,0.59,0.0,0.0,3.48122866894198,3.2504780114722753,,,2.130406714009038,,
1022100008,2021,2021-05-16,1611661317,1611661323,100940,Diana Taurasi,G,28.966666666666665,55.0,0.55,5.0,9.09090909090909,5.96678862932733,6.038647342995169,,,8.518518518518519,,
1022100008,2021,2021-05-16,1611661317,1611661323,203398,Brittney Griner,C,35.86666666666667,68.0,0.68,1.0,1.4705882352941175,3.1372549019607843,3.130434782608696,,,4.284103720405862,,
1022100008,2021,2021-05-16,1611661317,1611661323,203400,Skylar Diggins-Smith,G,36.96666666666667,72.0,0.72,4.0,5.555555555555555,5.989058450906997,6.038647342995169,,,8.350840336134453,,
1022100008,2021,2021-05-16,1611661317,1611661323,1628915,Kia Nurse,F,25.366666666666667,49.0,0.49,0.0,0.0,3.6448598130841123,3.6639857015192137,,,3.5110533159947983,,
1022100008,2021,2021-05-16,1611661317,1611661323,1629488,Brianna Turner,F,35.4,69.0,0.69,4.0,5.797101449275363,3.680981595092025,3.6639857015192137,,,2.7929901423877332,,
1022100008,2021,2021-05-16,1611661323,1611661317,201886,DeWanna Bonner,F,36.56666666666667,71.0,0.71,4.0,5.633802816901409,4.008853910477127,4.090593944996533,,,5.586283185840709,,
1022100008,2021,2021-05-16,1611661323,1611661317,201896,Briann January,G,36.96666666666667,71.0,0.71,6.0,8.450704225352114,6.123535676251331,6.123481781376518,,,5.181347150259068,,
1022100008,2021,2021-05-16,1611661323,1611661317,1627673,Jonquel Jones,C,33.266666666666666,64.0,0.64,1.0,1.5625,2.026666666666667,2.1575514300050176,,,4.71134704711347,,
1022100008,2021,2021-05-16,1611661323,1611661317,1628280,Brionna Jones,F,35.266666666666666,68.0,0.68,3.0,4.411764705882352,4.083111862768785,4.090593944996533,,,2.915951972555746,,
1022100008,2021,2021-05-16,1611661323,1611661317,1629567,Natisha Hiedeman,G,34.93333333333333,68.0,0.68,1.0,1.4705882352941175,6.224845720418567,6.123481781376518,,,5.026929982046679,,
