target,contrast,protocol,k_folds,mean_gap_pct,sd_gap_pct,min_gap_pct,max_gap_pct,n_folds_positive
reb,FROZEN_SPLIT_vs_NAIVE,P2_WALKFWD,3,1.9296136022140231,0.5705206835382826,1.3713921150285222,2.5116854469044143,3
reb,FROZEN_SPLIT_vs_NAIVE,P3_HALF,4,2.5120705466919393,0.5831549102152385,1.8622740352892257,3.1398985189180815,4
reb,FROZEN_SPLIT_vs_SINGLE_tuned,P1_LOSO,4,0.8541977363584472,0.3286842811387183,0.565318334329219,1.3220615901299864,4
reb,FROZEN_SPLIT_vs_SINGLE_tuned,P2_WALKFWD,3,0.9348874487138156,0.3786786784763215,0.565318334329219,1.3220615901299864,3
reb,FROZEN_SPLIT_vs_SINGLE_tuned,P3_HALF,4,1.1898239608889623,0.4181261992670351,0.761833429298739,1.6958097525030722,4
ast,SPLIT_tuned_vs_SINGLE_tuned,P1_LOSO,4,0.7774787877844426,0.5256772849841154,0.2165210514978609,1.3671382929333689,4
ast,SPLIT_tuned_vs_SINGLE_tuned,P2_WALKFWD,3,0.850020940700546,0.5840707836006014,0.2165210514978609,1.3671382929333689,3
ast,SPLIT_tuned_vs_SINGLE_tuned,P3_HALF,4,0.6773449513590774,0.8973626520559638,-0.35133153223496166,1.7189462268309355,3
ast,SPLIT_tuned_vs_INCUMBENT,P1_LOSO,4,3.171971491881542,0.9215671839349564,2.2770976786872774,4.016671531753021,4
ast,SPLIT_tuned_vs_INCUMBENT,P2_WALKFWD,3,3.4001750702990967,0.9741650151115202,2.2770976786872774,4.016671531753021,3
ast,SPLIT_tuned_vs_INCUMBENT,P3_HALF,4,3.575580275034588,1.5934200004621057,2.035328538975334,5.006944483721837,4
ast,SPLIT_tuned_vs_NAIVE,P1_LOSO,4,1.3789059748277317,0.7390574975040684,0.28385303733630945,1.8267258990879505,4
ast,SPLIT_tuned_vs_NAIVE,P2_WALKFWD,3,1.7409495975184652,0.13854388447554855,1.5811160428378461,1.8267258990879505,3
ast,SPLIT_tuned_vs_NAIVE,P3_HALF,4,1.7616608702337144,0.8312498875383878,0.6052288420615198,2.5781818294214363,4
ast,SPLITFORM_vs_SINGLE_tuned,P1_LOSO,4,1.0727591780485544,0.4488513216306095,0.4296048982635863,1.4340323744400232,4
ast,SPLITFORM_vs_SINGLE_tuned,P2_WALKFWD,3,0.9775169401033598,0.5237614481975384,0.4296048982635863,1.4732168457714183,3
ast,SPLITFORM_vs_SINGLE_tuned,P3_HALF,4,0.8052006612611002,0.8458458160401385,-0.1377775199603885,1.9034086086792856,3
ast,SPLITFORM_vs_NAIVE,P1_LOSO,4,1.6735743977339785,0.3987657235860651,1.1255930514113461,2.0363712142789008,4
ast,SPLITFORM_vs_NAIVE,P2_WALKFWD,3,1.8670418337834593,0.17495116048554665,1.6869644649704032,2.0363712142789008,3
ast,SPLITFORM_vs_NAIVE,P3_HALF,4,1.8886509941518792,0.682089295640955,0.890510831566431,2.408120084881186,4
ast,SINGLE_tuned_vs_INCUMBENT,P1_LOSO,4,2.4147901085449894,0.44245038812386983,2.0133542301038565,2.8945002115012017,4
ast,SINGLE_tuned_vs_INCUMBENT,P2_WALKFWD,3,2.5734504913830105,0.4624360267969925,2.0650478905960696,2.9690454815741325,3
ast,SINGLE_tuned_vs_INCUMBENT,P3_HALF,4,2.921667746708338,0.9252181000242611,1.7388718003322492,3.8933595925022986,4
ast,SINGLE_tuned_vs_NAIVE,P1_LOSO,4,0.6048665274187366,0.7818728241089756,-0.19189277361352972,1.6136988452979375,3
ast,SINGLE_tuned_vs_NAIVE,P2_WALKFWD,3,0.8958422827133422,0.6991920668848076,0.21694366988963354,1.6136988452979375,3
ast,SINGLE_tuned_vs_NAIVE,P3_HALF,4,1.08712741359162,1.051956905445334,0.1405275841110696,2.349252459686907,4
ast,FROZEN_SPLIT_vs_INCUMBENT,P1_LOSO,4,3.219932013999977,0.9457870811496228,2.334740515515762,4.150870783398278,4
ast,FROZEN_SPLIT_vs_INCUMBENT,P2_WALKFWD,3,3.4670330971881196,0.9876315772735115,2.334740515515762,4.150870783398278,3
ast,FROZEN_SPLIT_vs_INCUMBENT,P3_HALF,4,3.994894790866152,1.270545597396994,2.711587639932807,5.214456763720392,4
ast,FROZEN_SPLIT_vs_NAIVE,P1_LOSO,4,1.4277842300248806,0.7656947202704978,0.28385303733630945,1.8846343922404587,4
ast,FROZEN_SPLIT_vs_NAIVE,P2_WALKFWD,3,1.8090946275877375,0.08394576366862873,1.7187205704739337,1.8846343922404587,3
ast,FROZEN_SPLIT_vs_NAIVE,P3_HALF,4,2.187260948343693,0.40484431131844156,1.6885067170536672,2.637169636758152,4
ast,FROZEN_SPLIT_vs_SINGLE_tuned,P1_LOSO,4,0.8266692852002363,0.5592885850194943,0.275379340175116,1.5050419939192887,4
ast,FROZEN_SPLIT_vs_SINGLE_tuned,P2_WALKFWD,3,0.9186079979215619,0.6167955785393195,0.275379340175116,1.5050419939192887,3
ast,FROZEN_SPLIT_vs_SINGLE_tuned,P3_HALF,4,1.106159732789,0.812798232657109,0.002727636714462701,1.9336411372987437,4
