target,contrast,protocol,k_folds,mean_gap_pct,sd_gap_pct,min_gap_pct,max_gap_pct,n_folds_positive
pts,SPLIT_tuned_vs_SINGLE_tuned,P1_LOSO,4,0.329558533293671,0.27353834543677363,0.018185781786912728,0.6110949169588278,4
pts,SPLIT_tuned_vs_SINGLE_tuned,P2_WALKFWD,3,0.40867884884319583,0.19044727797445893,0.18986615945445073,0.537083112100644,3
pts,SPLIT_tuned_vs_SINGLE_tuned,P3_HALF,4,0.47692548177498184,0.4369730482270899,0.08428898623232041,1.064126750654782,4
pts,SPLIT_tuned_vs_INCUMBENT,P1_LOSO,4,2.6915322817377993,0.4948274475812598,1.9694977824524404,3.0632697132372706,4
pts,SPLIT_tuned_vs_INCUMBENT,P2_WALKFWD,3,2.9081485324705993,0.10955246207419927,2.7839582230287974,2.9910839661503106,3
pts,SPLIT_tuned_vs_INCUMBENT,P3_HALF,4,3.2201483957774912,0.44307283518516505,2.8544065914338006,3.8029086564460965,4
pts,SPLIT_tuned_vs_NAIVE,P1_LOSO,4,1.3199383023472575,0.5044508587973209,0.8387356598542406,1.825449088389332,4
pts,SPLIT_tuned_vs_NAIVE,P2_WALKFWD,3,1.4559337297537145,0.46320237930407226,0.9362876451540165,1.825449088389332,3
pts,SPLIT_tuned_vs_NAIVE,P3_HALF,4,2.2020568598309382,0.9888184217136708,1.1243500800688244,3.185154567241604,4
pts,SPLITFORM_vs_SINGLE_tuned,P1_LOSO,4,0.37976900282565706,0.23253822689907735,0.11325293668443095,0.5910228726776056,4
pts,SPLITFORM_vs_SINGLE_tuned,P2_WALKFWD,3,0.33413650164238434,0.4103277942800414,-0.13909059162178855,0.5910228726776056,2
pts,SPLITFORM_vs_SINGLE_tuned,P3_HALF,4,0.3391450959601258,0.5463303380446701,-0.33043377692518316,0.8177642753725423,3
pts,SPLITFORM_vs_NAIVE,P1_LOSO,4,1.3696653001653671,0.47937085089145254,0.9330225994399112,1.916159171041906,4
pts,SPLITFORM_vs_NAIVE,P2_WALKFWD,3,1.381754917873076,0.6848178055511981,0.6097909687958565,1.916159171041906,3
pts,SPLITFORM_vs_NAIVE,P3_HALF,4,2.065805230108748,1.1442532509319066,0.7139443257812177,3.082639320335913,4
pts,SINGLE_tuned_vs_INCUMBENT,P1_LOSO,4,2.3700093161944302,0.3394819781981833,1.951666926553998,2.7647866429944012,4
pts,SINGLE_tuned_vs_INCUMBENT,P2_WALKFWD,3,2.5094567794079072,0.23706212329679135,2.296331647096174,2.7647866429944012,3
pts,SINGLE_tuned_vs_INCUMBENT,P3_HALF,4,2.755874493349666,0.37946393444231474,2.321685034610445,3.2445791974398874,4
pts,SINGLE_tuned_vs_NAIVE,P1_LOSO,4,0.9940772240834099,0.2658817829376559,0.7478413834130633,1.3330147202571796,4
pts,SINGLE_tuned_vs_NAIVE,P2_WALKFWD,3,1.0518699225712178,0.2932570677002415,0.7478413834130633,1.3330147202571796,3
pts,SINGLE_tuned_vs_NAIVE,P3_HALF,4,1.7350092867014033,0.6151045907985928,1.0409384903373113,2.3495942200925573,4
pts,FROZEN_SPLIT_vs_INCUMBENT,P1_LOSO,4,2.6576012796007964,0.5473670110154627,1.8651810425981479,3.0977246348858722,4
pts,FROZEN_SPLIT_vs_INCUMBENT,P2_WALKFWD,3,2.921741358601679,0.17548811673286296,2.746752628751538,3.0977246348858722,3
pts,FROZEN_SPLIT_vs_INCUMBENT,P3_HALF,4,3.16333300839424,0.5812056779912809,2.6496691077922017,3.948464960581693,4
pts,FROZEN_SPLIT_vs_NAIVE,P1_LOSO,4,1.2855891488934392,0.5429678369432374,0.7332156473907923,1.7878766626578948,4
pts,FROZEN_SPLIT_vs_NAIVE,P2_WALKFWD,3,1.4697136493943213,0.48868202117944803,0.9070366267228829,1.7878766626578948,3
pts,FROZEN_SPLIT_vs_NAIVE,P3_HALF,4,2.144211933808613,1.1114840643895223,1.0434100815443716,3.331645598205563,4
pts,FROZEN_SPLIT_vs_SINGLE_tuned,P1_LOSO,4,0.294904003125989,0.324562205201713,-0.08820739858072395,0.6464214327928792,3
pts,FROZEN_SPLIT_vs_SINGLE_tuned,P2_WALKFWD,3,0.4226078036948933,0.24527815534540248,0.16039474156405406,0.6464214327928792,3
pts,FROZEN_SPLIT_vs_SINGLE_tuned,P3_HALF,4,0.41849848492679903,0.5838197316896492,-0.04041182249447802,1.2138271195066048,3
reb,SPLIT_tuned_vs_SINGLE_tuned,P1_LOSO,4,0.8468599821350976,0.323741040775539,0.565318334329219,1.3095887087071647,4
reb,SPLIT_tuned_vs_SINGLE_tuned,P2_WALKFWD,3,0.930729821572875,0.3723173672648589,0.565318334329219,1.3095887087071647,3
reb,SPLIT_tuned_vs_SINGLE_tuned,P3_HALF,4,1.1614591262960907,0.40133647804697464,0.761833429298739,1.680171137028084,4
reb,SPLIT_tuned_vs_INCUMBENT,P1_LOSO,4,2.712361613683906,0.27251797449176335,2.458081398023167,3.0822985251503927,4
reb,SPLIT_tuned_vs_INCUMBENT,P2_WALKFWD,3,2.801668529971391,0.2554312355842817,2.5827391541391798,3.0822985251503927,3
reb,SPLIT_tuned_vs_INCUMBENT,P3_HALF,4,3.0314746928274117,0.5972560204518188,2.4977138015693705,3.7043409092977164,4
reb,SPLIT_tuned_vs_NAIVE,P1_LOSO,4,1.756898602317579,0.5657673971109579,1.2648114402544093,2.4993629338166268,4
reb,SPLIT_tuned_vs_NAIVE,P2_WALKFWD,3,1.9255060978514276,0.5642445189782754,1.3713921150285222,2.4993629338166268,3
reb,SPLIT_tuned_vs_NAIVE,P3_HALF,4,2.4838892444352454,0.6147800325558819,1.7649577104424352,3.1244896347380955,4
reb,SPLITFORM_vs_SINGLE_tuned,P1_LOSO,4,1.000998922742268,0.23277528962329438,0.7728112761676096,1.3175485654329648,4
reb,SPLITFORM_vs_SINGLE_tuned,P2_WALKFWD,3,1.0716281990208998,0.2761941578700509,0.7728112761676096,1.3175485654329648,3
reb,SPLITFORM_vs_SINGLE_tuned,P3_HALF,4,1.470515445494594,0.44676579166179436,0.8334674336267994,1.848700599318061,4
reb,SPLITFORM_vs_NAIVE,P1_LOSO,4,1.909902281884585,0.4435375769172789,1.568211934351626,2.507226829524087,4
reb,SPLITFORM_vs_NAIVE,P2_WALKFWD,3,2.065122631342751,0.4667015860271953,1.577203001699698,2.507226829524087,3
reb,SPLITFORM_vs_NAIVE,P3_HALF,4,2.788822844554984,0.6403944510440859,2.197528457179492,3.3926047770950167,4
reb,SINGLE_tuned_vs_INCUMBENT,P1_LOSO,4,1.8811710232031902,0.20436227700973753,1.7623936538034077,2.187013162678195,4
reb,SINGLE_tuned_vs_INCUMBENT,P2_WALKFWD,3,1.8880404496885135,0.26526473209207185,1.680875104319292,2.187013162678195,3
reb,SINGLE_tuned_vs_INCUMBENT,P3_HALF,4,1.890661171801875,0.7429852522841778,1.2577102227813366,2.965096576933046,4
reb,SINGLE_tuned_vs_NAIVE,P1_LOSO,4,0.9183287455800415,0.29085840663338514,0.5606130649432856,1.2055621306488897,4
reb,SINGLE_tuned_vs_NAIVE,P2_WALKFWD,3,1.0046168756276415,0.1975454186352234,0.8106565709231764,1.2055621306488897,3
reb,SINGLE_tuned_vs_NAIVE,P3_HALF,4,1.337519270107485,0.5877680260155459,0.5156351688812927,1.9121819379521288,4
reb,FROZEN_SPLIT_vs_INCUMBENT,P1_LOSO,4,2.719568414514448,0.27483042066562857,2.4610192287432007,3.094547364550811,4
reb,FROZEN_SPLIT_vs_INCUMBENT,P2_WALKFWD,3,2.805751476438197,0.26216887536386335,2.5827391541391798,3.094547364550811,3
reb,FROZEN_SPLIT_vs_INCUMBENT,P3_HALF,4,3.059465007953121,0.5726187163817283,2.5601637186439192,3.7043409092977164,4
reb,FROZEN_SPLIT_vs_NAIVE,P1_LOSO,4,1.7641565043236107,0.5714018771401288,1.2677852106523735,2.5116854469044143,4
