target,protocol,fold,contrast,n_test,mae_hi,mae_lo,gap_pct
reb,P2_WALKFWD,test2024,FROZEN_SPLIT_vs_SINGLE_tuned,4447,1.757938286525643,1.7814906906788495,1.3220615901299864
reb,P2_WALKFWD,test2024,SINGLE_tuned_vs_INCUMBENT,4447,1.7814906906788495,1.814075718875047,1.796233082068054
reb,P2_WALKFWD,test2024,SINGLE_tuned_vs_NAIVE,4447,1.7814906906788495,1.8032297456206483,1.2055621306488897
reb,P3_HALF,test2021H2,SPLIT_tuned_vs_SINGLE_tuned,1890,1.8967617037538969,1.9208841258269167,1.2557978770653562
reb,P3_HALF,test2021H2,SPLIT_tuned_vs_INCUMBENT,1890,1.8967617037538969,1.945351004276684,2.4977138015693705
reb,P3_HALF,test2021H2,SPLIT_tuned_vs_NAIVE,1890,1.8967617037538969,1.9308402170408834,1.7649577104424352
reb,P3_HALF,test2021H2,SPLIT_tuned_vs_TOT_tuned,1890,1.8967617037538969,1.9183628860650606,1.126021696315861
reb,P3_HALF,test2021H2,SPLITFORM_vs_SINGLE_tuned,1890,1.8884094538087437,1.9208841258269167,1.6906106714892581
reb,P3_HALF,test2021H2,SPLITFORM_vs_INCUMBENT,1890,1.8884094538087437,1.945351004276684,2.927057911027842
reb,P3_HALF,test2021H2,SPLITFORM_vs_NAIVE,1890,1.8884094538087437,1.9308402170408834,2.197528457179492
reb,P3_HALF,test2021H2,FROZEN_SPLIT_vs_INCUMBENT,1890,1.8948826810160089,1.945351004276684,2.5943042232340017
reb,P3_HALF,test2021H2,FROZEN_SPLIT_vs_NAIVE,1890,1.8948826810160089,1.9308402170408834,1.8622740352892257
reb,P3_HALF,test2021H2,FROZEN_SPLIT_vs_SINGLE_tuned,1890,1.8948826810160089,1.9208841258269167,1.3536185999618549
reb,P3_HALF,test2021H2,SINGLE_tuned_vs_INCUMBENT,1890,1.9208841258269167,1.945351004276684,1.2577102227813366
reb,P3_HALF,test2021H2,SINGLE_tuned_vs_NAIVE,1890,1.9208841258269167,1.9308402170408834,0.5156351688812927
reb,P3_HALF,test2022H2,SPLIT_tuned_vs_SINGLE_tuned,2189,1.7516121305049799,1.7683769462967536,0.9480340617921834
reb,P3_HALF,test2022H2,SPLIT_tuned_vs_INCUMBENT,2189,1.7516121305049799,1.7976345172083683,2.5601637186439192
reb,P3_HALF,test2022H2,SPLIT_tuned_vs_NAIVE,2189,1.7516121305049799,1.8028507323693581,2.842087863649088
reb,P3_HALF,test2022H2,SPLIT_tuned_vs_TOT_tuned,2189,1.7516121305049799,1.7610419078130433,0.5354658095430441
reb,P3_HALF,test2022H2,SPLITFORM_vs_SINGLE_tuned,2189,1.7416871322991028,1.7683769462967536,1.5092830775442574
reb,P3_HALF,test2022H2,SPLITFORM_vs_INCUMBENT,2189,1.7416871322991028,1.7976345172083683,3.112278072861489
reb,P3_HALF,test2022H2,SPLITFORM_vs_NAIVE,2189,1.7416871322991028,1.8028507323693581,3.3926047770950167
reb,P3_HALF,test2022H2,FROZEN_SPLIT_vs_INCUMBENT,2189,1.7516121305049799,1.7976345172083683,2.5601637186439192
reb,P3_HALF,test2022H2,FROZEN_SPLIT_vs_NAIVE,2189,1.7516121305049799,1.8028507323693581,2.842087863649088
reb,P3_HALF,test2022H2,FROZEN_SPLIT_vs_SINGLE_tuned,2189,1.7516121305049799,1.7683769462967536,0.9480340617921834
reb,P3_HALF,test2022H2,SINGLE_tuned_vs_INCUMBENT,2189,1.7683769462967536,1.7976345172083683,1.6275594750511468
reb,P3_HALF,test2022H2,SINGLE_tuned_vs_NAIVE,2189,1.7683769462967536,1.8028507323693581,1.9121819379521288
reb,P3_HALF,test2023H2,SPLIT_tuned_vs_SINGLE_tuned,2391,1.7143853667572602,1.7275463926833665,0.761833429298739
reb,P3_HALF,test2023H2,SPLIT_tuned_vs_INCUMBENT,2391,1.7143853667572602,1.7803350461960654,3.7043409092977164
reb,P3_HALF,test2023H2,SPLIT_tuned_vs_NAIVE,2391,1.7143853667572602,1.7530223612122624,2.2040217689113626
reb,P3_HALF,test2023H2,SPLIT_tuned_vs_TOT_tuned,2391,1.7143853667572602,1.725201360200636,0.6269409294992635
reb,P3_HALF,test2023H2,SPLITFORM_vs_SINGLE_tuned,2391,1.713147856099556,1.7275463926833665,0.8334674336267994
reb,P3_HALF,test2023H2,SPLITFORM_vs_INCUMBENT,2391,1.713147856099556,1.7803350461960654,3.7738508962155257
reb,P3_HALF,test2023H2,SPLITFORM_vs_NAIVE,2391,1.713147856099556,1.7530223612122624,2.274614745081289
reb,P3_HALF,test2023H2,FROZEN_SPLIT_vs_INCUMBENT,2391,1.7143853667572602,1.7803350461960654,3.7043409092977164
reb,P3_HALF,test2023H2,FROZEN_SPLIT_vs_NAIVE,2391,1.7143853667572602,1.7530223612122624,2.2040217689113626
reb,P3_HALF,test2023H2,FROZEN_SPLIT_vs_SINGLE_tuned,2391,1.7143853667572602,1.7275463926833665,0.761833429298739
reb,P3_HALF,test2023H2,SINGLE_tuned_vs_INCUMBENT,2391,1.7275463926833665,1.7803350461960654,2.965096576933046
reb,P3_HALF,test2023H2,SINGLE_tuned_vs_NAIVE,2391,1.7275463926833665,1.7530223612122624,1.453259758265637
reb,P3_HALF,test2024H2,SPLIT_tuned_vs_SINGLE_tuned,2397,1.766135321743919,1.7963165133305685,1.680171137028084
reb,P3_HALF,test2024H2,SPLIT_tuned_vs_INCUMBENT,2397,1.766135321743919,1.8276102897861448,3.363680341798642
reb,P3_HALF,test2024H2,SPLIT_tuned_vs_NAIVE,2397,1.766135321743919,1.823097824295157,3.1244896347380955
reb,P3_HALF,test2024H2,SPLIT_tuned_vs_TOT_tuned,2397,1.766135321743919,1.7929062289861102,1.4931571327815665
reb,P3_HALF,test2024H2,SPLITFORM_vs_SINGLE_tuned,2397,1.763107999182977,1.7963165133305685,1.848700599318061
reb,P3_HALF,test2024H2,SPLITFORM_vs_INCUMBENT,2397,1.763107999182977,1.8276102897861448,3.529324110487223
reb,P3_HALF,test2024H2,SPLITFORM_vs_NAIVE,2397,1.763107999182977,1.823097824295157,3.290543398864137
reb,P3_HALF,test2024H2,FROZEN_SPLIT_vs_INCUMBENT,2397,1.7658544027116856,1.8276102897861448,3.379051180636847
reb,P3_HALF,test2024H2,FROZEN_SPLIT_vs_NAIVE,2397,1.7658544027116856,1.823097824295157,3.1398985189180815
reb,P3_HALF,test2024H2,FROZEN_SPLIT_vs_SINGLE_tuned,2397,1.7658544027116856,1.7963165133305685,1.6958097525030722
reb,P3_HALF,test2024H2,SINGLE_tuned_vs_INCUMBENT,2397,1.7963165133305685,1.8276102897861448,1.7122784124419703
reb,P3_HALF,test2024H2,SINGLE_tuned_vs_NAIVE,2397,1.7963165133305685,1.823097824295157,1.4690002153308812
ast,P1_LOSO,test2021,SPLIT_tuned_vs_SINGLE_tuned,3433,1.2196851108837101,1.2255042294503158,0.47483463759368294
ast,P1_LOSO,test2021,SPLIT_tuned_vs_INCUMBENT,3433,1.2196851108837101,1.2506849477511355,2.4786287644355487
ast,P1_LOSO,test2021,SPLIT_tuned_vs_NAIVE,3433,1.2196851108837101,1.2231570794049953,0.28385303733630945
ast,P1_LOSO,test2021,SPLIT_tuned_vs_TOT_tuned,3433,1.2196851108837101,1.2192634317644675,-0.034584742579574244
ast,P1_LOSO,test2021,SPLITFORM_vs_SINGLE_tuned,3433,1.2093893083113667,1.2255042294503158,1.314962506998219
ast,P1_LOSO,test2021,SPLITFORM_vs_INCUMBENT,3433,1.2093893083113667,1.2506849477511355,3.301841883843147
ast,P1_LOSO,test2021,SPLITFORM_vs_NAIVE,3433,1.2093893083113667,1.2231570794049953,1.1255930514113461
ast,P1_LOSO,test2021,FROZEN_SPLIT_vs_INCUMBENT,3433,1.2196851108837101,1.2506849477511355,2.4786287644355487
ast,P1_LOSO,test2021,FROZEN_SPLIT_vs_NAIVE,3433,1.2196851108837101,1.2231570794049953,0.28385303733630945
ast,P1_LOSO,test2021,FROZEN_SPLIT_vs_SINGLE_tuned,3433,1.2196851108837101,1.2255042294503158,0.47483463759368294
ast,P1_LOSO,test2021,SINGLE_tuned_vs_INCUMBENT,3433,1.2255042294503158,1.2506849477511355,2.0133542301038565
ast,P1_LOSO,test2021,SINGLE_tuned_vs_NAIVE,3433,1.2255042294503158,1.2231570794049953,-0.19189277361352972
ast,P1_LOSO,test2022,SPLIT_tuned_vs_SINGLE_tuned,4030,1.2259965204097973,1.242989911466758,1.3671382929333689
ast,P1_LOSO,test2022,SPLIT_tuned_vs_INCUMBENT,4030,1.2259965204097973,1.2773015272286365,4.016671531753021
ast,P1_LOSO,test2022,SPLIT_tuned_vs_NAIVE,4030,1.2259965204097973,1.245692362192834,1.5811160428378461
ast,P1_LOSO,test2022,SPLIT_tuned_vs_TOT_tuned,4030,1.2259965204097973,1.2419482491875014,1.2844117126570964
ast,P1_LOSO,test2022,SPLITFORM_vs_SINGLE_tuned,4030,1.2251650337253013,1.242989911466758,1.4340323744400232
ast,P1_LOSO,test2022,SPLITFORM_vs_INCUMBENT,4030,1.2251650337253013,1.2773015272286365,4.081768665575458
ast,P1_LOSO,test2022,SPLITFORM_vs_NAIVE,4030,1.2251650337253013,1.245692362192834,1.647865001869141
ast,P1_LOSO,test2022,FROZEN_SPLIT_vs_INCUMBENT,4030,1.224282391319003,1.2773015272286365,4.150870783398278
ast,P1_LOSO,test2022,FROZEN_SPLIT_vs_NAIVE,4030,1.224282391319003,1.245692362192834,1.7187205704739337
ast,P1_LOSO,test2022,FROZEN_SPLIT_vs_SINGLE_tuned,4030,1.224282391319003,1.242989911466758,1.5050419939192887
ast,P1_LOSO,test2022,SINGLE_tuned_vs_INCUMBENT,4030,1.242989911466758,1.2773015272286365,2.68625810197883
ast,P1_LOSO,test2022,SINGLE_tuned_vs_NAIVE,4030,1.242989911466758,1.245692362192834,0.21694366988963354
ast,P1_LOSO,test2023,SPLIT_tuned_vs_SINGLE_tuned,4435,1.2054400795413356,1.218249007498684,1.0514211691128577
ast,P1_LOSO,test2023,SPLIT_tuned_vs_INCUMBENT,4435,1.2054400795413356,1.2545623164003052,3.9154879926503194
ast,P1_LOSO,test2023,SPLIT_tuned_vs_NAIVE,4435,1.2054400795413356,1.2278349156584878,1.8239289200488207
ast,P1_LOSO,test2023,SPLIT_tuned_vs_TOT_tuned,4435,1.2054400795413356,1.2183627990656825,1.0606626806282027
ast,P1_LOSO,test2023,SPLITFORM_vs_SINGLE_tuned,4435,1.2046967556095467,1.218249007498684,1.112436932492389
ast,P1_LOSO,test2023,SPLITFORM_vs_INCUMBENT,4435,1.2046967556095467,1.2545623164003052,3.9747376546297812
ast,P1_LOSO,test2023,SPLITFORM_vs_NAIVE,4435,1.2046967556095467,1.2278349156584878,1.8844683233765265
ast,P1_LOSO,test2023,FROZEN_SPLIT_vs_INCUMBENT,4435,1.2054400795413356,1.2545623164003052,3.9154879926503194
ast,P1_LOSO,test2023,FROZEN_SPLIT_vs_NAIVE,4435,1.2054400795413356,1.2278349156584878,1.8239289200488207
ast,P1_LOSO,test2023,FROZEN_SPLIT_vs_SINGLE_tuned,4435,1.2054400795413356,1.218249007498684,1.0514211691128577
ast,P1_LOSO,test2023,SINGLE_tuned_vs_INCUMBENT,4435,1.218249007498684,1.2545623164003052,2.8945002115012017
ast,P1_LOSO,test2023,SINGLE_tuned_vs_NAIVE,4435,1.218249007498684,1.2278349156584878,0.7807163681009052
ast,P1_LOSO,test2024,SPLIT_tuned_vs_SINGLE_tuned,4447,1.2030803864743693,1.2056909612214206,0.2165210514978609
ast,P1_LOSO,test2024,SPLIT_tuned_vs_INCUMBENT,4447,1.2030803864743693,1.2311140560670653,2.2770976786872774
ast,P1_LOSO,test2024,SPLIT_tuned_vs_NAIVE,4447,1.2030803864743693,1.2254662967007968,1.8267258990879505
ast,P1_LOSO,test2024,SPLIT_tuned_vs_TOT_tuned,4447,1.2030803864743693,1.2054468307840707,0.19631262443670897
ast,P1_LOSO,test2024,SPLITFORM_vs_SINGLE_tuned,4447,1.200511253794092,1.2056909612214206,0.4296048982635863
ast,P1_LOSO,test2024,SPLITFORM_vs_INCUMBENT,4447,1.200511253794092,1.2311140560670653,2.4857812419701664
ast,P1_LOSO,test2024,SPLITFORM_vs_NAIVE,4447,1.200511253794092,1.2254662967007968,2.0363712142789008
ast,P1_LOSO,test2024,FROZEN_SPLIT_vs_INCUMBENT,4447,1.202370737407858,1.2311140560670653,2.334740515515762
ast,P1_LOSO,test2024,FROZEN_SPLIT_vs_NAIVE,4447,1.202370737407858,1.2254662967007968,1.8846343922404587
ast,P1_LOSO,test2024,FROZEN_SPLIT_vs_SINGLE_tuned,4447,1.202370737407858,1.2056909612214206,0.275379340175116
ast,P1_LOSO,test2024,SINGLE_tuned_vs_INCUMBENT,4447,1.2056909612214206,1.2311140560670653,2.0650478905960696
ast,P1_LOSO,test2024,SINGLE_tuned_vs_NAIVE,4447,1.2056909612214206,1.2254662967007968,1.6136988452979375
ast,P2_WALKFWD,test2022,SPLIT_tuned_vs_SINGLE_tuned,4030,1.2259965204097973,1.242989911466758,1.3671382929333689
ast,P2_WALKFWD,test2022,SPLIT_tuned_vs_INCUMBENT,4030,1.2259965204097973,1.2773015272286365,4.016671531753021
ast,P2_WALKFWD,test2022,SPLIT_tuned_vs_NAIVE,4030,1.2259965204097973,1.245692362192834,1.5811160428378461
ast,P2_WALKFWD,test2022,SPLIT_tuned_vs_TOT_tuned,4030,1.2259965204097973,1.2412193498816213,1.2264415208541348
ast,P2_WALKFWD,test2022,SPLITFORM_vs_SINGLE_tuned,4030,1.2246779746997905,1.242989911466758,1.4732168457714183
ast,P2_WALKFWD,test2022,SPLITFORM_vs_INCUMBENT,4030,1.2246779746997905,1.2773015272286365,4.119900540870996
ast,P2_WALKFWD,test2022,SPLITFORM_vs_NAIVE,4030,1.2246779746997905,1.245692362192834,1.6869644649704032
ast,P2_WALKFWD,test2022,FROZEN_SPLIT_vs_INCUMBENT,4030,1.224282391319003,1.2773015272286365,4.150870783398278
ast,P2_WALKFWD,test2022,FROZEN_SPLIT_vs_NAIVE,4030,1.224282391319003,1.245692362192834,1.7187205704739337
ast,P2_WALKFWD,test2022,FROZEN_SPLIT_vs_SINGLE_tuned,4030,1.224282391319003,1.242989911466758,1.5050419939192887
ast,P2_WALKFWD,test2022,SINGLE_tuned_vs_INCUMBENT,4030,1.242989911466758,1.2773015272286365,2.68625810197883
ast,P2_WALKFWD,test2022,SINGLE_tuned_vs_NAIVE,4030,1.242989911466758,1.245692362192834,0.21694366988963354
ast,P2_WALKFWD,test2023,SPLIT_tuned_vs_SINGLE_tuned,4435,1.205549627824864,1.2173137906316902,0.9664034776704084
ast,P2_WALKFWD,test2023,SPLIT_tuned_vs_INCUMBENT,4435,1.205549627824864,1.2545623164003052,3.906756000456993
ast,P2_WALKFWD,test2023,SPLIT_tuned_vs_NAIVE,4435,1.205549627824864,1.2278349156584878,1.815006850629599
ast,P2_WALKFWD,test2023,SPLIT_tuned_vs_TOT_tuned,4435,1.205549627824864,1.2179815594470416,1.020699494647647
ast,P2_WALKFWD,test2023,SPLITFORM_vs_SINGLE_tuned,4435,1.2047787565800494,1.2173137906316902,1.029729076275075
ast,P2_WALKFWD,test2023,SPLITFORM_vs_INCUMBENT,4435,1.2047787565800494,1.2545623164003052,3.9682014332376077
ast,P2_WALKFWD,test2023,SPLITFORM_vs_NAIVE,4435,1.2047787565800494,1.2278349156584878,1.8777898221010738
ast,P2_WALKFWD,test2023,FROZEN_SPLIT_vs_INCUMBENT,4435,1.2054400795413356,1.2545623164003052,3.9154879926503194
ast,P2_WALKFWD,test2023,FROZEN_SPLIT_vs_NAIVE,4435,1.2054400795413356,1.2278349156584878,1.8239289200488207
ast,P2_WALKFWD,test2023,FROZEN_SPLIT_vs_SINGLE_tuned,4435,1.2054400795413356,1.2173137906316902,0.975402659670281
ast,P2_WALKFWD,test2023,SINGLE_tuned_vs_INCUMBENT,4435,1.2173137906316902,1.2545623164003052,2.9690454815741325
ast,P2_WALKFWD,test2023,SINGLE_tuned_vs_NAIVE,4435,1.2173137906316902,1.2278349156584878,0.856884332952456
ast,P2_WALKFWD,test2024,SPLIT_tuned_vs_SINGLE_tuned,4447,1.2030803864743693,1.2056909612214206,0.2165210514978609
ast,P2_WALKFWD,test2024,SPLIT_tuned_vs_INCUMBENT,4447,1.2030803864743693,1.2311140560670653,2.2770976786872774
ast,P2_WALKFWD,test2024,SPLIT_tuned_vs_NAIVE,4447,1.2030803864743693,1.2254662967007968,1.8267258990879505
ast,P2_WALKFWD,test2024,SPLIT_tuned_vs_TOT_tuned,4447,1.2030803864743693,1.2054468307840707,0.19631262443670897
ast,P2_WALKFWD,test2024,SPLITFORM_vs_SINGLE_tuned,4447,1.200511253794092,1.2056909612214206,0.4296048982635863
ast,P2_WALKFWD,test2024,SPLITFORM_vs_INCUMBENT,4447,1.200511253794092,1.2311140560670653,2.4857812419701664
ast,P2_WALKFWD,test2024,SPLITFORM_vs_NAIVE,4447,1.200511253794092,1.2254662967007968,2.0363712142789008
ast,P2_WALKFWD,test2024,FROZEN_SPLIT_vs_INCUMBENT,4447,1.202370737407858,1.2311140560670653,2.334740515515762
ast,P2_WALKFWD,test2024,FROZEN_SPLIT_vs_NAIVE,4447,1.202370737407858,1.2254662967007968,1.8846343922404587
ast,P2_WALKFWD,test2024,FROZEN_SPLIT_vs_SINGLE_tuned,4447,1.202370737407858,1.2056909612214206,0.275379340175116
ast,P2_WALKFWD,test2024,SINGLE_tuned_vs_INCUMBENT,4447,1.2056909612214206,1.2311140560670653,2.0650478905960696
ast,P2_WALKFWD,test2024,SINGLE_tuned_vs_NAIVE,4447,1.2056909612214206,1.2254662967007968,1.6136988452979375
ast,P3_HALF,test2021H2,SPLIT_tuned_vs_SINGLE_tuned,1890,1.2150208905084317,1.2186977377352062,0.3017029664474045
ast,P3_HALF,test2021H2,SPLIT_tuned_vs_INCUMBENT,1890,1.2150208905084317,1.2402643446743236,2.035328538975334
ast,P3_HALF,test2021H2,SPLIT_tuned_vs_NAIVE,1890,1.2150208905084317,1.2224193248332562,0.6052288420615198
ast,P3_HALF,test2021H2,SPLIT_tuned_vs_TOT_tuned,1890,1.2150208905084317,1.2175129610972582,0.20468534368460226
ast,P3_HALF,test2021H2,SPLITFORM_vs_SINGLE_tuned,1890,1.2115335483384548,1.2186977377352062,0.5878561332250498
ast,P3_HALF,test2021H2,SPLITFORM_vs_INCUMBENT,1890,1.2115335483384548,1.2402643446743236,2.316505869030125
ast,P3_HALF,test2021H2,SPLITFORM_vs_NAIVE,1890,1.2115335483384548,1.2224193248332562,0.890510831566431
ast,P3_HALF,test2021H2,FROZEN_SPLIT_vs_INCUMBENT,1890,1.2017786924228846,1.2402643446743236,3.103020127660347
ast,P3_HALF,test2021H2,FROZEN_SPLIT_vs_NAIVE,1890,1.2017786924228846,1.2224193248332562,1.6885067170536672
ast,P3_HALF,test2021H2,FROZEN_SPLIT_vs_SINGLE_tuned,1890,1.2017786924228846,1.2186977377352062,1.3882888913672278
ast,P3_HALF,test2021H2,SINGLE_tuned_vs_INCUMBENT,1890,1.2186977377352062,1.2402643446743236,1.7388718003322492
ast,P3_HALF,test2021H2,SINGLE_tuned_vs_NAIVE,1890,1.2186977377352062,1.2224193248332562,0.30444439338012597
ast,P3_HALF,test2022H2,SPLIT_tuned_vs_SINGLE_tuned,2189,1.2453648502014703,1.2671464157026138,1.7189462268309355
ast,P3_HALF,test2022H2,SPLIT_tuned_vs_INCUMBENT,2189,1.2453648502014703,1.3110062029619234,5.006944483721837
ast,P3_HALF,test2022H2,SPLIT_tuned_vs_NAIVE,2189,1.2453648502014703,1.2689296118301887,1.8570582173372712
ast,P3_HALF,test2022H2,SPLIT_tuned_vs_TOT_tuned,2189,1.2453648502014703,1.2657183065705135,1.6080557785556047
ast,P3_HALF,test2022H2,SPLITFORM_vs_SINGLE_tuned,2189,1.2430274417415592,1.2671464157026138,1.9034086086792856
ast,P3_HALF,test2022H2,SPLITFORM_vs_INCUMBENT,2189,1.2430274417415592,1.3110062029619234,5.185235666069425
ast,P3_HALF,test2022H2,SPLITFORM_vs_NAIVE,2189,1.2430274417415592,1.2689296118301887,2.041261378656816
ast,P3_HALF,test2022H2,FROZEN_SPLIT_vs_INCUMBENT,2189,1.2426443513387815,1.3110062029619234,5.214456763720392
ast,P3_HALF,test2022H2,FROZEN_SPLIT_vs_NAIVE,2189,1.2426443513387815,1.2689296118301887,2.0714514222341895
ast,P3_HALF,test2022H2,FROZEN_SPLIT_vs_SINGLE_tuned,2189,1.2426443513387815,1.2671464157026138,1.9336411372987437
ast,P3_HALF,test2022H2,SINGLE_tuned_vs_INCUMBENT,2189,1.2671464157026138,1.3110062029619234,3.345505700905022
ast,P3_HALF,test2022H2,SINGLE_tuned_vs_NAIVE,2189,1.2671464157026138,1.2689296118301887,0.1405275841110696
ast,P3_HALF,test2023H2,SPLIT_tuned_vs_SINGLE_tuned,2391,1.1796346858709204,1.192032565331772,1.0400621443929308
ast,P3_HALF,test2023H2,SPLIT_tuned_vs_INCUMBENT,2391,1.1796346858709204,1.2403227917212434,4.892928377628522
ast,P3_HALF,test2023H2,SPLIT_tuned_vs_NAIVE,2391,1.1796346858709204,1.2108526693737796,2.5781818294214363
ast,P3_HALF,test2023H2,SPLIT_tuned_vs_TOT_tuned,2391,1.1796346858709204,1.194315658629554,1.2292372332687744
ast,P3_HALF,test2023H2,SPLITFORM_vs_SINGLE_tuned,2391,1.1816938830442696,1.192032565331772,0.867315423100454
ast,P3_HALF,test2023H2,SPLITFORM_vs_INCUMBENT,2391,1.1816938830442696,1.2403227917212434,4.726907307380219
ast,P3_HALF,test2023H2,SPLITFORM_vs_NAIVE,2391,1.1816938830442696,1.2108526693737796,2.408120084881186
ast,P3_HALF,test2023H2,FROZEN_SPLIT_vs_INCUMBENT,2391,1.1789204304311787,1.2403227917212434,4.950514632151063
ast,P3_HALF,test2023H2,FROZEN_SPLIT_vs_NAIVE,2391,1.1789204304311787,1.2108526693737796,2.637169636758152
ast,P3_HALF,test2023H2,FROZEN_SPLIT_vs_SINGLE_tuned,2391,1.1789204304311787,1.192032565331772,1.0999812657755659
ast,P3_HALF,test2023H2,SINGLE_tuned_vs_INCUMBENT,2391,1.192032565331772,1.2403227917212434,3.8933595925022986
ast,P3_HALF,test2023H2,SINGLE_tuned_vs_NAIVE,2391,1.192032565331772,1.2108526693737796,1.5542852171883772
ast,P3_HALF,test2024H2,SPLIT_tuned_vs_SINGLE_tuned,2397,1.2127486918976575,1.2085028403515474,-0.35133153223496166
ast,P3_HALF,test2024H2,SPLIT_tuned_vs_INCUMBENT,2397,1.2127486918976575,1.242151914569021,2.36711969981266
ast,P3_HALF,test2024H2,SPLIT_tuned_vs_NAIVE,2397,1.2127486918976575,1.2375766400074326,2.006174592114631
ast,P3_HALF,test2024H2,SPLIT_tuned_vs_TOT_tuned,2397,1.2127486918976575,1.207835981720217,-0.4067365314323481
ast,P3_HALF,test2024H2,SPLITFORM_vs_SINGLE_tuned,2397,1.2101678855936346,1.2085028403515474,-0.1377775199603885
ast,P3_HALF,test2024H2,SPLITFORM_vs_INCUMBENT,2397,1.2101678855936346,1.242151914569021,2.5748886750686655
ast,P3_HALF,test2024H2,SPLITFORM_vs_NAIVE,2397,1.2101678855936346,1.2375766400074326,2.2147116815030836
ast,P3_HALF,test2024H2,FROZEN_SPLIT_vs_INCUMBENT,2397,1.2084698767843787,1.242151914569021,2.711587639932807
ast,P3_HALF,test2024H2,FROZEN_SPLIT_vs_NAIVE,2397,1.2084698767843787,1.2375766400074326,2.351916017328764
ast,P3_HALF,test2024H2,FROZEN_SPLIT_vs_SINGLE_tuned,2397,1.2084698767843787,1.2085028403515474,0.002727636714462701
ast,P3_HALF,test2024H2,SINGLE_tuned_vs_INCUMBENT,2397,1.2085028403515474,1.242151914569021,2.708933893093783
ast,P3_HALF,test2024H2,SINGLE_tuned_vs_NAIVE,2397,1.2085028403515474,1.2375766400074326,2.349252459686907
