absence_game_id,n_playing,n_gainers,total_pos_delta,top1_share,top2_share,hhi,even_split_top1_baseline
1022200172,8.0,3.0,0.21897285714285689,0.49814393173322213,0.9571049249417738,0.4606325574738641,0.3333333333333333
1022200174,10.0,4.0,0.18880727939921468,0.6006124359232283,0.9482135974804694,0.4838675817502155,0.25
1022200175,18.0,9.0,0.2738896215780994,0.23732188034538326,0.44862963149906065,0.1620096203649039,0.1111111111111111
1022200176,9.0,3.0,0.30813970588235273,0.6827260362230655,0.9123774071157565,0.5265323114735088,0.3333333333333333
1022200177,18.0,9.0,0.6230598827098822,0.17518997640981457,0.3367581811044192,0.13230072382898617,0.1111111111111111
1022200178,9.0,5.0,0.18988679653679627,0.4014353505221274,0.7077582109185586,0.2899106851500563,0.2
1022200179,9.0,4.0,0.4245010752688171,0.5322214349763453,0.7794946412197278,0.3722701919030132,0.25
1022200180,18.0,9.0,0.5595897445469181,0.2099395157699321,0.4187978823481652,0.15222972128560566,0.1111111111111111
1022200182,9.0,5.0,0.3966476088617263,0.3758499904432051,0.6869870348843439,0.27791008200585743,0.2
1022200184,9.0,5.0,0.437293768115942,0.31637770781887414,0.5778342884281352,0.24023776775454825,0.2
1022200185,28.0,17.0,0.6592588828654994,0.16950852374453165,0.29351140353079985,0.09279714871818856,0.058823529411764705
1022200187,8.0,6.0,0.4809521456804063,0.37293447586118855,0.6262860849440797,0.25321338616157585,0.16666666666666666
1022200189,9.0,6.0,0.3778206228703828,0.2640141748806041,0.4643208691659586,0.2027687272665276,0.16666666666666666
1022200190,8.0,5.0,0.3341605392156859,0.40212707435591843,0.7293151187310906,0.30947639451438275,0.2
1022200191,8.0,4.0,0.4859592885375493,0.6016964937123672,0.8802458281041451,0.4474249809354646,0.25
1022200192,20.0,11.0,0.4807199900461853,0.22840739364604107,0.44583488011356415,0.1680408074597893,0.09090909090909091
1022200193,9.0,4.0,0.10465756302520988,0.4361161852379714,0.680365136399222,0.30262401903905684,0.25
1022200194,16.0,10.0,0.6822768751782683,0.17314149003180426,0.3392297541087211,0.12100001657284302,0.1
1022200195,8.0,5.0,0.2174811355311354,0.40074209627882335,0.7843550070024178,0.3273210403921654,0.2
1022200196,17.0,9.0,0.4807353754940709,0.2711470938997034,0.4390058708640132,0.17041111935953623,0.1111111111111111
1022200197,9.0,4.0,0.1756889393939392,0.4022260417214654,0.7316434780133965,0.31618611614550207,0.25
1022200198,16.0,10.0,0.5305632617382614,0.24942046100171983,0.4524636803424833,0.1690615848368332,0.1
1022200199,9.0,5.0,0.3792272058823527,0.3939590769928786,0.6040903617845118,0.26059541762606914,0.2
1022200200,17.0,5.0,0.2728415343915342,0.558670701542943,0.8245148791718746,0.39377644471941003,0.2
1022200202,9.0,5.0,0.17179997176736278,0.42693735821026807,0.8151542565472869,0.3585740709224523,0.2
1022200204,16.0,12.0,0.7735617730289555,0.24584794396433127,0.49160868052026624,0.16220128929989092,0.08333333333333333
1022200207,17.0,9.0,0.3284833336170681,0.2406316247174203,0.44036381487065873,0.15436450036016827,0.1111111111111111
1022200210,30.0,22.0,1.327154056811306,0.1434460445815955,0.2838467255553086,0.08321463063222205,0.045454545454545456
1022200212,7.0,3.0,0.1282166666666665,0.5492005719485248,0.893409593136618,0.43146263333115326,0.3333333333333333
1022200213,18.0,10.0,0.3554085197664072,0.22710284426308994,0.44542555090782265,0.1457543122619651,0.1
1022200214,26.0,17.0,1.3203416465783655,0.15729262235891578,0.312555467041012,0.09102369979466028,0.058823529411764705
1022200215,9.0,4.0,0.2176779629629628,0.42077108470634067,0.7210787937668709,0.32221019033761217,0.25
1022300004,8.0,4.0,0.2198520833333332,0.650437320546959,0.9112187171298888,0.49569226595516097,0.25
1022300007,17.0,9.0,0.34764918831168756,0.377638489315295,0.5228998668701988,0.20910778306711256,0.1111111111111111
1022300009,8.0,5.0,0.18566610841610812,0.5100254712735114,0.7628769278286968,0.351386618100571,0.2
1022300010,9.0,4.0,0.2039232954545453,0.6361154065839154,0.8246889845502295,0.4609355225133853,0.25
1022300012,21.0,11.0,0.6324514785276698,0.13983286149615787,0.26429893149927514,0.1064765337372267,0.09090909090909091
1022300014,10.0,6.0,0.3691952380952379,0.45310907894906577,0.7910513214069214,0.3407542279242476,0.16666666666666666
1022300018,10.0,3.0,0.1644333333333332,0.4879383742144741,0.9481046016622746,0.45252994628323623,0.3333333333333333
1022300025,18.0,12.0,0.5395966101222524,0.21377976908257879,0.4167091388115534,0.14282817978316606,0.08333333333333333
1022300027,7.0,3.0,0.1365681818181818,0.39407555333666155,0.7691171575969379,0.3492586335798349,0.3333333333333333
1022300029,8.0,5.0,0.19209939148073,0.33178290480967226,0.5920648329021698,0.25838963269303716,0.2
1022300031,8.0,3.0,0.1307187499999998,0.7038010996892193,0.8775998087497017,0.5405237860129543,0.3333333333333333
1022300033,8.0,5.0,0.3293115159694105,0.36359749446595535,0.7100140084241787,0.310298912034707,0.2
1022300034,8.0,3.0,0.055912298387096604,0.45495357432615297,0.7640313711349506,0.35819303308077416,0.3333333333333333
1022300035,8.0,3.0,0.10537499999999991,0.4890272835112697,0.9392052194543297,0.44550386336996173,0.3333333333333333
1022300036,9.0,5.0,0.1810634920634918,0.5504514771631459,0.75440518979574,0.36780285581618855,0.2
1022300038,26.0,19.0,1.1515689752142673,0.10919884323611816,0.21799450982864932,0.07128997753531602,0.05263157894736842
1022300043,28.0,14.0,0.9358198440065675,0.22814220212079794,0.3634958895617085,0.12302414796068081,0.07142857142857142
1022300045,10.0,7.0,0.4340280480613296,0.2338558543701713,0.41241574317498186,0.17022544997753408,0.14285714285714285
1022300049,9.0,3.0,0.173253846153846,0.7683997099261501,0.9171217570187515,0.6194251646656646,0.3333333333333333
1022300050,9.0,5.0,0.14132988267770868,0.2865636002285303,0.5456669612817222,0.22455241203866647,0.2
1022300051,18.0,11.0,0.40623155344084394,0.2403555291876619,0.4776586120808471,0.150255595051776,0.09090909090909091
1022300052,10.0,4.0,0.22753333333333312,0.6006445941986525,0.8114561968942282,0.42930273237854394,0.25
1022300053,9.0,4.0,0.163951894521249,0.4966051479701397,0.7790389416800017,0.3507976652145795,0.25
1022300057,17.0,8.0,0.30374568854568806,0.36988624230118716,0.6017658543860785,0.23616893240449235,0.125
1022300062,28.0,19.0,0.9283677711709276,0.12217472476453932,0.23117629884919735,0.07954099492221457,0.05263157894736842
1022300068,16.0,8.0,0.5102599489732857,0.23409952739496628,0.46622522074552447,0.17503390631867274,0.125
1022300072,17.0,14.0,0.6005951425607021,0.22552898500929136,0.4493810192951932,0.13439185930709946,0.07142857142857142
1022300081,17.0,7.0,0.2519687229437227,0.24296170288434266,0.45542193488420873,0.17154274852027135,0.14285714285714285
1022300083,8.0,5.0,0.1480884502923974,0.4481674358911077,0.7644198731396704,0.32664577824278634,0.2
1022300089,8.0,4.0,0.1799005847953215,0.7050190163508113,0.9687449208464717,0.567344243131934,0.25
1022300093,8.0,5.0,0.27143786549707577,0.285056028783256,0.5312756680769245,0.22487779728116267,0.2
1022300095,10.0,5.0,0.2378857142857141,0.30656978140763885,0.5567899751781571,0.233340414430581,0.2
1022300099,8.0,4.0,0.2744144736842104,0.44397560995101215,0.71880319340222,0.34620601414345903,0.25
1022300100,7.0,4.0,0.1404687499999999,0.4444938820912128,0.6974416017797558,0.3174009930697937,0.25
