event_key,top1_share,n_gainers,event_key_parts,player_id,team_id,season,game_id,is_starter_type,pos_simple,co_absent_count
1629483_1611661324_2023_1022300145,0.5090944400280052,4.0,"['1629483', '1611661324', '2023', '1022300145']",1629483,1611661324,2023,1022300145,True,F,2
1629483_1611661324_2023_1022300151,0.2567394979129856,5.0,"['1629483', '1611661324', '2023', '1022300151']",1629483,1611661324,2023,1022300151,True,F,2
1629483_1611661324_2024_1022400122,0.7142028313641063,7.0,"['1629483', '1611661324', '2024', '1022400122']",1629483,1611661324,2024,1022400122,True,F,1
1629483_1611661324_2024_1022400136,0.3279625427390148,6.0,"['1629483', '1611661324', '2024', '1022400136']",1629483,1611661324,2024,1022400136,True,F,1
1629483_1611661324_2024_1022400142,0.5306890614138017,4.0,"['1629483', '1611661324', '2024', '1022400142']",1629483,1611661324,2024,1022400142,True,F,3
1629483_1611661324_2024_1022400147,0.4135450585503851,4.0,"['1629483', '1611661324', '2024', '1022400147']",1629483,1611661324,2024,1022400147,True,F,2
1629483_1611661324_2024_1022400238,0.40333858892526053,4.0,"['1629483', '1611661324', '2024', '1022400238']",1629483,1611661324,2024,1022400238,True,F,2
1629484_1611661317_2023_1022300004,0.601605431244836,4.0,"['1629484', '1611661317', '2023', '1022300004']",1629484,1611661317,2023,1022300004,False,C,1
1629484_1611661317_2023_1022300009,0.7307773421279695,4.0,"['1629484', '1611661317', '2023', '1022300009']",1629484,1611661317,2023,1022300009,False,C,1
1629484_1611661317_2023_1022300013,0.3449002348765006,5.0,"['1629484', '1611661317', '2023', '1022300013']",1629484,1611661317,2023,1022300013,False,C,1
1629484_1611661317_2023_1022300088,0.3692099766826719,5.0,"['1629484', '1611661317', '2023', '1022300088']",1629484,1611661317,2023,1022300088,False,C,1
1629484_1611661317_2023_1022300186,0.46813156697654135,7.0,"['1629484', '1611661317', '2023', '1022300186']",1629484,1611661317,2023,1022300186,False,C,2
1629497_1611661329_2023_1022300009,0.648863982259964,5.0,"['1629497', '1611661329', '2023', '1022300009']",1629497,1611661329,2023,1022300009,True,G,1
1629566_1611661313_2022_1022200005,0.3490914797460187,4.0,"['1629566', '1611661313', '2022', '1022200005']",1629566,1611661313,2022,1022200005,False,C,1
1629566_1611661313_2022_1022200017,0.48902837979128105,5.0,"['1629566', '1611661313', '2022', '1022200017']",1629566,1611661313,2022,1022200017,False,C,1
1629566_1611661313_2022_1022200023,0.2801908934854981,5.0,"['1629566', '1611661313', '2022', '1022200023']",1629566,1611661313,2022,1022200023,False,C,1
1629566_1611661313_2022_1022200101,0.32900373780027525,5.0,"['1629566', '1611661313', '2022', '1022200101']",1629566,1611661313,2022,1022200101,False,C,1
1629568_1611661328_2021_1022100006,0.4855353043063651,5.0,"['1629568', '1611661328', '2021', '1022100006']",1629568,1611661328,2021,1022100006,False,Hybrid,1
1629568_1611661328_2021_1022100046,0.41896803991852316,5.0,"['1629568', '1611661328', '2021', '1022100046']",1629568,1611661328,2021,1022100046,False,Hybrid,1
1629568_1611661328_2021_1022100069,0.29678383844999034,5.0,"['1629568', '1611661328', '2021', '1022100069']",1629568,1611661328,2021,1022100069,False,Hybrid,1
1629568_1611661328_2021_1022100081,0.5741586800949041,5.0,"['1629568', '1611661328', '2021', '1022100081']",1629568,1611661328,2021,1022100081,False,Hybrid,1
1629568_1611661328_2021_1022100109,0.6441000522548297,4.0,"['1629568', '1611661328', '2021', '1022100109']",1629568,1611661328,2021,1022100109,False,Hybrid,1
1629568_1611661328_2021_1022100140,0.3549666259471983,5.0,"['1629568', '1611661328', '2021', '1022100140']",1629568,1611661328,2021,1022100140,False,Hybrid,1
1629568_1611661328_2021_1022100141,0.6335183876086209,4.0,"['1629568', '1611661328', '2021', '1022100141']",1629568,1611661328,2021,1022100141,False,Hybrid,1
1629568_1611661328_2021_1022100150,0.5054488904238696,4.0,"['1629568', '1611661328', '2021', '1022100150']",1629568,1611661328,2021,1022100150,False,Hybrid,1
1629568_1611661328_2021_1022100162,0.5869035088947975,2.0,"['1629568', '1611661328', '2021', '1022100162']",1629568,1611661328,2021,1022100162,False,Hybrid,1
1629574_1611661329_2022_1022200041,0.8396342628061213,3.0,"['1629574', '1611661329', '2022', '1022200041']",1629574,1611661329,2022,1022200041,False,C,1
1629574_1611661329_2022_1022200072,0.5862579355134598,4.0,"['1629574', '1611661329', '2022', '1022200072']",1629574,1611661329,2022,1022200072,False,C,1
1629574_1611661329_2022_1022200098,0.46750868044984545,3.0,"['1629574', '1611661329', '2022', '1022200098']",1629574,1611661329,2022,1022200098,False,C,1
1629574_1611661329_2022_1022200111,0.3082807972552686,5.0,"['1629574', '1611661329', '2022', '1022200111']",1629574,1611661329,2022,1022200111,False,C,2
1629574_1611661329_2022_1022200131,0.4454688921027829,3.0,"['1629574', '1611661329', '2022', '1022200131']",1629574,1611661329,2022,1022200131,False,C,1
1629574_1611661329_2022_1022200149,0.41371637939203376,5.0,"['1629574', '1611661329', '2022', '1022200149']",1629574,1611661329,2022,1022200149,False,C,1
1629574_1611661329_2022_1022200157,0.4003187715723023,6.0,"['1629574', '1611661329', '2022', '1022200157']",1629574,1611661329,2022,1022200157,False,C,2
1629574_1611661329_2022_1022200177,0.4072482510127056,5.0,"['1629574', '1611661329', '2022', '1022200177']",1629574,1611661329,2022,1022200177,False,C,2
1629574_1611661329_2022_1022200185,0.46616955459246573,5.0,"['1629574', '1611661329', '2022', '1022200185']",1629574,1611661329,2022,1022200185,False,C,1
1629574_1611661329_2022_1022200192,0.426241736260629,5.0,"['1629574', '1611661329', '2022', '1022200192']",1629574,1611661329,2022,1022200192,False,C,1
1629574_1611661329_2022_1022200195,0.4525427034358906,5.0,"['1629574', '1611661329', '2022', '1022200195']",1629574,1611661329,2022,1022200195,False,C,1
1629574_1611661329_2022_1022200200,0.6117450809178427,2.0,"['1629574', '1611661329', '2022', '1022200200']",1629574,1611661329,2022,1022200200,False,C,1
1629574_1611661329_2022_1022200214,0.37246891497197465,7.0,"['1629574', '1611661329', '2022', '1022200214']",1629574,1611661329,2022,1022200214,False,C,1
1630096_1611661323_2021_1022100071,0.40294699117947996,3.0,"['1630096', '1611661323', '2021', '1022100071']",1630096,1611661323,2021,1022100071,False,Hybrid,1
1630096_1611661323_2021_1022100075,0.5187607388437836,4.0,"['1630096', '1611661323', '2021', '1022100075']",1630096,1611661323,2021,1022100075,False,Hybrid,1
1630096_1611661323_2021_1022100079,0.6599433511266691,5.0,"['1630096', '1611661323', '2021', '1022100079']",1630096,1611661323,2021,1022100079,False,Hybrid,1
1630096_1611661323_2021_1022100110,0.5108509275394414,3.0,"['1630096', '1611661323', '2021', '1022100110']",1630096,1611661323,2021,1022100110,False,Hybrid,1
1630096_1611661323_2021_1022100126,0.3462622664163779,4.0,"['1630096', '1611661323', '2021', '1022100126']",1630096,1611661323,2021,1022100126,False,Hybrid,1
1630096_1611661323_2021_1022100132,0.5380758242231445,4.0,"['1630096', '1611661323', '2021', '1022100132']",1630096,1611661323,2021,1022100132,False,Hybrid,1
1630096_1611661323_2021_1022100147,0.5862141894565503,5.0,"['1630096', '1611661323', '2021', '1022100147']",1630096,1611661323,2021,1022100147,False,Hybrid,1
1630096_1611661323_2021_1022100176,0.44532132190492907,3.0,"['1630096', '1611661323', '2021', '1022100176']",1630096,1611661323,2021,1022100176,False,Hybrid,1
1630096_1611661323_2023_1022300007,0.4411353460515641,4.0,"['1630096', '1611661323', '2023', '1022300007']",1630096,1611661323,2023,1022300007,False,Hybrid,1
1630096_1611661323_2023_1022300010,0.5291587571109541,4.0,"['1630096', '1611661323', '2023', '1022300010']",1630096,1611661323,2023,1022300010,False,Hybrid,1
1630096_1611661323_2023_1022300102,0.3889412089544761,6.0,"['1630096', '1611661323', '2023', '1022300102']",1630096,1611661323,2023,1022300102,False,Hybrid,1
1630096_1611661323_2023_1022300198,0.5008763247847366,3.0,"['1630096', '1611661323', '2023', '1022300198']",1630096,1611661323,2023,1022300198,False,Hybrid,1
1630096_1611661323_2023_1022300205,0.6241630998762376,5.0,"['1630096', '1611661323', '2023', '1022300205']",1630096,1611661323,2023,1022300205,False,Hybrid,1
1630096_1611661323_2023_1022300213,0.4209250162195594,4.0,"['1630096', '1611661323', '2023', '1022300213']",1630096,1611661323,2023,1022300213,False,Hybrid,1
1630096_1611661323_2023_1022300217,0.2450614689841694,6.0,"['1630096', '1611661323', '2023', '1022300217']",1630096,1611661323,2023,1022300217,False,Hybrid,1
1630096_1611661323_2023_1022300224,0.7004882317503462,4.0,"['1630096', '1611661323', '2023', '1022300224']",1630096,1611661323,2023,1022300224,False,Hybrid,1
1630119_1611661313_2021_1022100131,1.0,1.0,"['1630119', '1611661313', '2021', '1022100131']",1630119,1611661313,2021,1022100131,False,G,2
1630119_1611661313_2021_1022100135,0.5732091840175904,3.0,"['1630119', '1611661313', '2021', '1022100135']",1630119,1611661313,2021,1022100135,False,G,2
1630119_1611661313_2021_1022100139,0.5752382025157107,3.0,"['1630119', '1611661313', '2021', '1022100139']",1630119,1611661313,2021,1022100139,False,G,1
1630119_1611661313_2021_1022100145,0.41032887642268073,4.0,"['1630119', '1611661313', '2021', '1022100145']",1630119,1611661313,2021,1022100145,False,G,1
1630119_1611661313_2021_1022100157,0.6288409849516698,3.0,"['1630119', '1611661313', '2021', '1022100157']",1630119,1611661313,2021,1022100157,False,G,2
1630149_1611661321_2021_1022100004,0.4714666868842639,5.0,"['1630149', '1611661321', '2021', '1022100004']",1630149,1611661321,2021,1022100004,True,F,2
1630149_1611661321_2021_1022100127,0.42162102358846576,6.0,"['1630149', '1611661321', '2021', '1022100127']",1630149,1611661321,2021,1022100127,True,F,2
1630149_1611661321_2021_1022100180,0.476996559039842,5.0,"['1630149', '1611661321', '2021', '1022100180']",1630149,1611661321,2021,1022100180,True,F,2
1630149_1611661321_2023_1022300207,0.3474808925071807,4.0,"['1630149', '1611661321', '2023', '1022300207']",1630149,1611661321,2023,1022300207,True,F,1
1630149_1611661321_2024_1022400029,0.5109284998912271,3.0,"['1630149', '1611661321', '2024', '1022400029']",1630149,1611661321,2024,1022400029,True,F,2
1630149_1611661321_2024_1022400041,0.5252782163492414,5.0,"['1630149', '1611661321', '2024', '1022400041']",1630149,1611661321,2024,1022400041,True,F,2
1630149_1611661321_2024_1022400047,0.4956908269803081,3.0,"['1630149', '1611661321', '2024', '1022400047']",1630149,1611661321,2024,1022400047,True,F,2
1630149_1611661321_2024_1022400081,0.33525531258717556,4.0,"['1630149', '1611661321', '2024', '1022400081']",1630149,1611661321,2024,1022400081,True,F,3
1630149_1611661321_2024_1022400087,0.867739374075676,2.0,"['1630149', '1611661321', '2024', '1022400087']",1630149,1611661321,2024,1022400087,True,F,1
1630149_1611661321_2024_1022400095,0.5066134192818412,5.0,"['1630149', '1611661321', '2024', '1022400095']",1630149,1611661321,2024,1022400095,True,F,1
1630149_1611661321_2024_1022400105,0.5817699257802411,3.0,"['1630149', '1611661321', '2024', '1022400105']",1630149,1611661321,2024,1022400105,True,F,1
1630149_1611661321_2024_1022400110,0.5054371072451004,3.0,"['1630149', '1611661321', '2024', '1022400110']",1630149,1611661321,2024,1022400110,True,F,1
1630149_1611661321_2024_1022400132,0.506280473524605,4.0,"['1630149', '1611661321', '2024', '1022400132']",1630149,1611661321,2024,1022400132,True,F,1
1630150_1611661320_2022_1022200105,0.22987998441798216,8.0,"['1630150', '1611661320', '2022', '1022200105']",1630150,1611661320,2022,1022200105,False,G,1
1630150_1611661320_2022_1022200108,0.47963434768813706,5.0,"['1630150', '1611661320', '2022', '1022200108']",1630150,1611661320,2022,1022200108,False,G,2
1630150_1611661320_2022_1022200127,0.31570228713292026,6.0,"['1630150', '1611661320', '2022', '1022200127']",1630150,1611661320,2022,1022200127,False,G,1
1630150_1611661320_2022_1022200136,0.39620725582572275,6.0,"['1630150', '1611661320', '2022', '1022200136']",1630150,1611661320,2022,1022200136,False,G,2
1630150_1611661320_2022_1022200146,0.32588216731605474,5.0,"['1630150', '1611661320', '2022', '1022200146']",1630150,1611661320,2022,1022200146,False,G,2
1630150_1611661320_2022_1022200187,0.4148467810141965,6.0,"['1630150', '1611661320', '2022', '1022200187']",1630150,1611661320,2022,1022200187,False,G,1
1630150_1611661320_2022_1022200191,0.5310000352620687,4.0,"['1630150', '1611661320', '2022', '1022200191']",1630150,1611661320,2022,1022200191,False,G,1
1630150_1611661320_2022_1022200196,0.39936533610314623,5.0,"['1630150', '1611661320', '2022', '1022200196']",1630150,1611661320,2022,1022200196,False,G,1
1630150_1611661320_2022_1022200202,0.41335324459976275,5.0,"['1630150', '1611661320', '2022', '1022200202']",1630150,1611661320,2022,1022200202,False,G,1
1630150_1611661329_2024_1022400149,0.37706398231469446,6.0,"['1630150', '1611661329', '2024', '1022400149']",1630150,1611661329,2024,1022400149,True,G,1
1630150_1611661329_2024_1022400181,0.365037674166018,6.0,"['1630150', '1611661329', '2024', '1022400181']",1630150,1611661329,2024,1022400181,True,G,1
1630150_1611661329_2024_1022400185,0.357310755534817,5.0,"['1630150', '1611661329', '2024', '1022400185']",1630150,1611661329,2024,1022400185,True,G,1
1630150_1611661329_2024_1022400191,0.5831344074333645,5.0,"['1630150', '1611661329', '2024', '1022400191']",1630150,1611661329,2024,1022400191,True,G,1
1630150_1611661329_2024_1022400235,0.3160096962366141,7.0,"['1630150', '1611661329', '2024', '1022400235']",1630150,1611661329,2024,1022400235,True,G,2
1630386_1611661321_2021_1022100004,0.4616571067394963,5.0,"['1630386', '1611661321', '2021', '1022100004']",1630386,1611661321,2021,1022100004,False,F,2
1630386_1611661321_2021_1022100051,0.4835668045520254,5.0,"['1630386', '1611661321', '2021', '1022100051']",1630386,1611661321,2021,1022100051,False,F,1
1630386_1611661321_2021_1022100055,0.432479988475035,6.0,"['1630386', '1611661321', '2021', '1022100055']",1630386,1611661321,2021,1022100055,False,F,1
1630386_1611661321_2021_1022100058,0.5707191536478391,7.0,"['1630386', '1611661321', '2021', '1022100058']",1630386,1611661321,2021,1022100058,False,F,1
1630386_1611661321_2021_1022100063,0.40951254362024514,4.0,"['1630386', '1611661321', '2021', '1022100063']",1630386,1611661321,2021,1022100063,False,F,1
1630386_1611661321_2021_1022100072,0.38883487624081303,4.0,"['1630386', '1611661321', '2021', '1022100072']",1630386,1611661321,2021,1022100072,False,F,1
1630386_1611661321_2021_1022100079,0.3880342790037264,5.0,"['1630386', '1611661321', '2021', '1022100079']",1630386,1611661321,2021,1022100079,False,F,1
1630386_1611661321_2021_1022100087,0.4549372542197901,5.0,"['1630386', '1611661321', '2021', '1022100087']",1630386,1611661321,2021,1022100087,False,F,1
1630386_1611661321_2021_1022100098,0.6900815161564666,5.0,"['1630386', '1611661321', '2021', '1022100098']",1630386,1611661321,2021,1022100098,False,F,1
1630386_1611661321_2021_1022100106,0.45984102253906767,4.0,"['1630386', '1611661321', '2021', '1022100106']",1630386,1611661321,2021,1022100106,False,F,1
1630386_1611661321_2021_1022100107,0.48307266891532646,5.0,"['1630386', '1611661321', '2021', '1022100107']",1630386,1611661321,2021,1022100107,False,F,1
1630386_1611661321_2021_1022100127,0.26498986716039585,6.0,"['1630386', '1611661321', '2021', '1022100127']",1630386,1611661321,2021,1022100127,False,F,2
1630386_1611661321_2021_1022100136,0.47426023532723627,4.0,"['1630386', '1611661321', '2021', '1022100136']",1630386,1611661321,2021,1022100136,False,F,1
1630386_1611661321_2021_1022100159,0.29012078474741676,6.0,"['1630386', '1611661321', '2021', '1022100159']",1630386,1611661321,2021,1022100159,False,F,1
1630389_1611661329_2021_1022100142,0.45301187242654717,5.0,"['1630389', '1611661329', '2021', '1022100142']",1630389,1611661329,2021,1022100142,False,G,1
1630389_1611661329_2021_1022100165,0.7607267410316089,3.0,"['1630389', '1611661329', '2021', '1022100165']",1630389,1611661329,2021,1022100165,False,G,1
1630389_1611661329_2023_1022300033,0.46837894489202087,5.0,"['1630389', '1611661329', '2023', '1022300033']",1630389,1611661329,2023,1022300033,False,G,1
1630441_1611661320_2021_1022100040,0.4651318184227359,4.0,"['1630441', '1611661320', '2021', '1022100040']",1630441,1611661320,2021,1022100040,False,G,1
1630441_1611661320_2021_1022100078,0.3401382746018157,5.0,"['1630441', '1611661320', '2021', '1022100078']",1630441,1611661320,2021,1022100078,False,G,1
1630441_1611661320_2021_1022100085,0.36034749403440003,7.0,"['1630441', '1611661320', '2021', '1022100085']",1630441,1611661320,2021,1022100085,False,G,1
1630441_1611661320_2021_1022100105,0.3920870782844204,4.0,"['1630441', '1611661320', '2021', '1022100105']",1630441,1611661320,2021,1022100105,False,G,1
1630441_1611661320_2021_1022100130,0.4263909403987052,5.0,"['1630441', '1611661320', '2021', '1022100130']",1630441,1611661320,2021,1022100130,False,G,1
1630441_1611661320_2021_1022100134,0.4559021891076879,4.0,"['1630441', '1611661320', '2021', '1022100134']",1630441,1611661320,2021,1022100134,False,G,1
1630441_1611661320_2021_1022100139,0.791349580558943,3.0,"['1630441', '1611661320', '2021', '1022100139']",1630441,1611661320,2021,1022100139,False,G,1
1630454_1611661321_2022_1022200021,0.4388192793217321,4.0,"['1630454', '1611661321', '2022', '1022200021']",1630454,1611661321,2022,1022200021,False,C,1
1630454_1611661321_2022_1022200030,0.3724317221540764,5.0,"['1630454', '1611661321', '2022', '1022200030']",1630454,1611661321,2022,1022200030,False,C,1
1630454_1611661321_2022_1022200044,0.23892788796684974,6.0,"['1630454', '1611661321', '2022', '1022200044']",1630454,1611661321,2022,1022200044,False,C,1
1630454_1611661321_2022_1022200075,0.284114144056124,7.0,"['1630454', '1611661321', '2022', '1022200075']",1630454,1611661321,2022,1022200075,False,C,2
1630454_1611661321_2022_1022200085,0.4388247537797997,5.0,"['1630454', '1611661321', '2022', '1022200085']",1630454,1611661321,2022,1022200085,False,C,1
1630454_1611661321_2022_1022200090,0.46421679165172114,6.0,"['1630454', '1611661321', '2022', '1022200090']",1630454,1611661321,2022,1022200090,False,C,1
1630454_1611661321_2022_1022200107,0.5089867096037226,4.0,"['1630454', '1611661321', '2022', '1022200107']",1630454,1611661321,2022,1022200107,False,C,1
1630454_1611661321_2022_1022200120,0.6640302641727158,4.0,"['1630454', '1611661321', '2022', '1022200120']",1630454,1611661321,2022,1022200120,False,C,1
1630454_1611661321_2022_1022200130,0.40772176631631213,4.0,"['1630454', '1611661321', '2022', '1022200130']",1630454,1611661321,2022,1022200130,False,C,1
1630454_1611661321_2022_1022200137,0.5054968365237551,6.0,"['1630454', '1611661321', '2022', '1022200137']",1630454,1611661321,2022,1022200137,False,C,1
1630454_1611661321_2022_1022200144,0.399129935218703,4.0,"['1630454', '1611661321', '2022', '1022200144']",1630454,1611661321,2022,1022200144,False,C,1
1630454_1611661321_2022_1022200149,0.2680181335150733,6.0,"['1630454', '1611661321', '2022', '1022200149']",1630454,1611661321,2022,1022200149,False,C,1
1630454_1611661321_2022_1022200162,0.2917562604743293,6.0,"['1630454', '1611661321', '2022', '1022200162']",1630454,1611661321,2022,1022200162,False,C,1
1630454_1611661321_2022_1022200176,0.5839657032529209,4.0,"['1630454', '1611661321', '2022', '1022200176']",1630454,1611661321,2022,1022200176,False,C,1
1630454_1611661321_2022_1022200185,0.39893696990800204,5.0,"['1630454', '1611661321', '2022', '1022200185']",1630454,1611661321,2022,1022200185,False,C,2
1630454_1611661321_2022_1022200190,0.3894747621463749,4.0,"['1630454', '1611661321', '2022', '1022200190']",1630454,1611661321,2022,1022200190,False,C,1
1630454_1611661321_2022_1022200193,0.40638088025915575,5.0,"['1630454', '1611661321', '2022', '1022200193']",1630454,1611661321,2022,1022200193,False,C,1
1630454_1611661321_2022_1022200199,0.31605309751643884,6.0,"['1630454', '1611661321', '2022', '1022200199']",1630454,1611661321,2022,1022200199,False,C,1
1630454_1611661321_2022_1022200210,0.5786073275567175,4.0,"['1630454', '1611661321', '2022', '1022200210']",1630454,1611661321,2022,1022200210,False,C,2
1630462_1611661330_2021_1022100015,0.5489774673458464,4.0,"['1630462', '1611661330', '2021', '1022100015']",1630462,1611661330,2021,1022100015,False,G,1
1630462_1611661330_2021_1022100101,0.47681713794984276,5.0,"['1630462', '1611661330', '2021', '1022100101']",1630462,1611661330,2021,1022100101,False,G,2
1631009_1611661330_2022_1022200152,0.498245286162182,6.0,"['1631009', '1611661330', '2022', '1022200152']",1631009,1611661330,2022,1022200152,True,G,1
1631009_1611661330_2024_1022400102,0.2602789624111748,6.0,"['1631009', '1611661330', '2024', '1022400102']",1631009,1611661330,2024,1022400102,True,G,1
1631009_1611661330_2024_1022400106,0.4576386026568416,3.0,"['1631009', '1611661330', '2024', '1022400106']",1631009,1611661330,2024,1022400106,True,G,2
1631009_1611661330_2024_1022400123,0.5088674238383318,5.0,"['1631009', '1611661330', '2024', '1022400123']",1631009,1611661330,2024,1022400123,True,G,3
1631009_1611661330_2024_1022400130,0.3556056500420429,4.0,"['1631009', '1611661330', '2024', '1022400130']",1631009,1611661330,2024,1022400130,True,G,2
1631009_1611661330_2024_1022400141,0.5710888754607529,4.0,"['1631009', '1611661330', '2024', '1022400141']",1631009,1611661330,2024,1022400141,True,G,1
1631019_1611661325_2022_1022200024,0.2807411554749581,5.0,"['1631019', '1611661325', '2022', '1022200024']",1631019,1611661325,2022,1022200024,True,F,1
1631019_1611661325_2022_1022200031,0.3289372572575818,4.0,"['1631019', '1611661325', '2022', '1022200031']",1631019,1611661325,2022,1022200031,True,F,1
1631019_1611661325_2022_1022200036,0.45151109109075627,6.0,"['1631019', '1611661325', '2022', '1022200036']",1631019,1611661325,2022,1022200036,True,F,1
1631019_1611661325_2022_1022200041,0.6027940542196123,3.0,"['1631019', '1611661325', '2022', '1022200041']",1631019,1611661325,2022,1022200041,True,F,1
1631019_1611661325_2023_1022300115,0.5452530890414676,5.0,"['1631019', '1611661325', '2023', '1022300115']",1631019,1611661325,2023,1022300115,True,F,1
1631019_1611661325_2023_1022300139,0.3073662938960302,6.0,"['1631019', '1611661325', '2023', '1022300139']",1631019,1611661325,2023,1022300139,True,F,1
1631019_1611661325_2023_1022300147,0.26816401876728985,7.0,"['1631019', '1611661325', '2023', '1022300147']",1631019,1611661325,2023,1022300147,True,F,1
1631019_1611661325_2023_1022300152,0.5821957150708872,4.0,"['1631019', '1611661325', '2023', '1022300152']",1631019,1611661325,2023,1022300152,True,F,1
1631019_1611661325_2023_1022300157,0.6989040722957002,6.0,"['1631019', '1611661325', '2023', '1022300157']",1631019,1611661325,2023,1022300157,True,F,1
1631019_1611661325_2023_1022300162,0.5651631992179407,3.0,"['1631019', '1611661325', '2023', '1022300162']",1631019,1611661325,2023,1022300162,True,F,1
1631021_1611661324_2024_1022400004,0.3659423217792729,5.0,"['1631021', '1611661324', '2024', '1022400004']",1631021,1611661324,2024,1022400004,False,F,1
1631021_1611661324_2024_1022400030,0.4450831683709478,4.0,"['1631021', '1611661324', '2024', '1022400030']",1631021,1611661324,2024,1022400030,False,F,2
1631021_1611661324_2024_1022400037,0.6478312948408435,3.0,"['1631021', '1611661324', '2024', '1022400037']",1631021,1611661324,2024,1022400037,False,F,3
1631021_1611661324_2024_1022400059,0.5211275045835025,4.0,"['1631021', '1611661324', '2024', '1022400059']",1631021,1611661324,2024,1022400059,False,F,2
1631021_1611661324_2024_1022400075,0.5236063188029974,3.0,"['1631021', '1611661324', '2024', '1022400075']",1631021,1611661324,2024,1022400075,False,F,3
1631021_1611661324_2024_1022400085,0.32914274354521983,5.0,"['1631021', '1611661324', '2024', '1022400085']",1631021,1611661324,2024,1022400085,False,F,2
1631021_1611661324_2024_1022400098,0.6452489499454201,5.0,"['1631021', '1611661324', '2024', '1022400098']",1631021,1611661324,2024,1022400098,False,F,2
1631021_1611661324_2024_1022400107,0.351085419563052,5.0,"['1631021', '1611661324', '2024', '1022400107']",1631021,1611661324,2024,1022400107,False,F,2
1631021_1611661324_2024_1022400116,0.3917102468030024,6.0,"['1631021', '1611661324', '2024', '1022400116']",1631021,1611661324,2024,1022400116,False,F,2
1631021_1611661324_2024_1022400150,0.4397683892695037,5.0,"['1631021', '1611661324', '2024', '1022400150']",1631021,1611661324,2024,1022400150,False,F,2
1631022_1611661322_2023_1022300108,0.4375451696942034,3.0,"['1631022', '1611661322', '2023', '1022300108']",1631022,1611661322,2023,1022300108,True,C,2
1631022_1611661322_2023_1022300140,0.35934900701059125,4.0,"['1631022', '1611661322', '2023', '1022300140']",1631022,1611661322,2023,1022300140,True,C,3
1631022_1611661322_2023_1022300170,0.43819538983210937,4.0,"['1631022', '1611661322', '2023', '1022300170']",1631022,1611661322,2023,1022300170,True,C,3
1631022_1611661322_2023_1022300223,0.6123226930288747,5.0,"['1631022', '1611661322', '2023', '1022300223']",1631022,1611661322,2023,1022300223,True,C,2
1631022_1611661322_2023_1022300227,0.5914175960898279,5.0,"['1631022', '1611661322', '2023', '1022300227']",1631022,1611661322,2023,1022300227,True,C,2
1631022_1611661322_2023_1022300238,0.4222001494755652,4.0,"['1631022', '1611661322', '2023', '1022300238']",1631022,1611661322,2023,1022300238,True,C,1
1631141_1611661322_2024_1022400001,1.0,1.0,"['1631141', '1611661322', '2024', '1022400001']",1631141,1611661322,2024,1022400001,False,G,1
1631141_1611661322_2024_1022400008,0.30931447872140344,4.0,"['1631141', '1611661322', '2024', '1022400008']",1631141,1611661322,2024,1022400008,False,G,1
1631141_1611661322_2024_1022400019,0.5760930245364423,3.0,"['1631141', '1611661322', '2024', '1022400019']",1631141,1611661322,2024,1022400019,False,G,1
1631263_1611661324_2022_1022200131,0.347788637369125,5.0,"['1631263', '1611661324', '2022', '1022200131']",1631263,1611661324,2022,1022200131,False,C,1
1631263_1611661324_2023_1022300025,0.42484523803991675,6.0,"['1631263', '1611661324', '2023', '1022300025']",1631263,1611661324,2023,1022300025,False,C,2
1641649_1611661324_2023_1022300025,0.38096421947872755,7.0,"['1641649', '1611661324', '2023', '1022300025']",1641649,1611661324,2023,1022300025,True,F,2
1641649_1611661324_2023_1022300043,0.4888255015703098,4.0,"['1641649', '1611661324', '2023', '1022300043']",1641649,1611661324,2023,1022300043,True,F,2
1641649_1611661324_2023_1022300051,0.548751420177497,5.0,"['1641649', '1611661324', '2023', '1022300051']",1641649,1611661324,2023,1022300051,True,F,2
1641649_1611661324_2023_1022300068,0.46835304676605627,4.0,"['1641649', '1611661324', '2023', '1022300068']",1641649,1611661324,2023,1022300068,True,F,2
1641649_1611661324_2023_1022300072,0.36515781598395974,7.0,"['1641649', '1611661324', '2023', '1022300072']",1641649,1611661324,2023,1022300072,True,F,2
1641649_1611661324_2024_1022400025,0.5320490844991652,5.0,"['1641649', '1611661324', '2024', '1022400025']",1641649,1611661324,2024,1022400025,False,F,1
1641649_1611661324_2024_1022400037,0.3969567298306095,3.0,"['1641649', '1611661324', '2024', '1022400037']",1641649,1611661324,2024,1022400037,False,F,3
1641649_1611661324_2024_1022400043,0.48876380948214987,4.0,"['1641649', '1611661324', '2024', '1022400043']",1641649,1611661324,2024,1022400043,False,F,1
1641649_1611661324_2024_1022400047,0.36205937706881414,5.0,"['1641649', '1611661324', '2024', '1022400047']",1641649,1611661324,2024,1022400047,False,F,1
1641649_1611661324_2024_1022400059,0.609150645996397,5.0,"['1641649', '1611661324', '2024', '1022400059']",1641649,1611661324,2024,1022400059,False,F,2
1641649_1611661324_2024_1022400064,0.41082111286641104,7.0,"['1641649', '1611661324', '2024', '1022400064']",1641649,1611661324,2024,1022400064,False,F,1
1641649_1611661324_2024_1022400075,0.493011567929082,3.0,"['1641649', '1611661324', '2024', '1022400075']",1641649,1611661324,2024,1022400075,False,F,3
1641649_1611661324_2024_1022400081,0.8470255015466989,2.0,"['1641649', '1611661324', '2024', '1022400081']",1641649,1611661324,2024,1022400081,False,F,2
