player_id,player_name,team_id,season,baseline_usage,games_played,start_rate,is_starter_type
1627675,Courtney Williams,1611661330,2021,0.25073719391860694,32,1.0,True
1627676,Tiffany Mitchell,1611661325,2021,0.21631795663919867,28,0.8928571428571429,True
1628242,Emma Cannon,1611661325,2022,0.21523339467381605,23,0.08695652173913043,False
1628242,Emma Cannon,1611661325,2023,0.2738508105113315,30,0.1,False
1628276,Kelsey Plum,1611661319,2021,0.24649518578376683,26,0.0,False
1628276,Kelsey Plum,1611661319,2022,0.2604037285259436,36,1.0,True
1628276,Kelsey Plum,1611661319,2023,0.2404572574571726,39,1.0,True
1628276,Kelsey Plum,1611661319,2024,0.247973231411445,38,1.0,True
1628277,Allisha Gray,1611661330,2023,0.2224357620304688,38,1.0,True
1628277,Allisha Gray,1611661330,2024,0.22352571913439415,40,1.0,True
1628279,Brittney Sykes,1611661320,2022,0.23779507225481428,32,0.75,True
1628279,Brittney Sykes,1611661322,2023,0.24863502878576432,40,1.0,True
1628279,Brittney Sykes,1611661322,2024,0.2920236642604627,18,1.0,True
1628280,Brionna Jones,1611661323,2021,0.21723933793165925,32,1.0,True
1628280,Brionna Jones,1611661323,2022,0.22072272081354194,36,0.19444444444444445,False
1628280,Brionna Jones,1611661323,2024,0.22524486438591915,40,1.0,True
1628878,Ariel Atkins,1611661322,2021,0.24883434075298214,30,1.0,True
1628878,Ariel Atkins,1611661322,2022,0.23002953197615886,36,1.0,True
1628878,Ariel Atkins,1611661322,2023,0.21602245123681954,27,1.0,True
1628878,Ariel Atkins,1611661322,2024,0.24132380256125266,40,1.0,True
1628882,Lexie Brown,1611661320,2024,0.207649105268653,16,0.5,True
1628886,Jordin Canada,1611661320,2022,0.2061548620543133,32,0.78125,True
1628886,Jordin Canada,1611661320,2023,0.21338799566039376,38,1.0,True
1628890,Diamond DeShields,1611661317,2022,0.29024702791096657,30,0.6333333333333333,True
1628890,Diamond DeShields,1611661329,2021,0.2217404074594633,32,0.6875,True
1628899,Myisha Hines-Allen,1611661322,2021,0.2698868558812896,18,0.9444444444444444,True
1628899,Myisha Hines-Allen,1611661322,2022,0.25021052158308443,34,0.4411764705882353,False
1628899,Myisha Hines-Allen,1611661322,2023,0.21455830174458487,35,0.5142857142857142,True
1628909,Kelsey Mitchell,1611661325,2021,0.2513558669493921,32,1.0,True
1628909,Kelsey Mitchell,1611661325,2022,0.2433834497590977,31,1.0,True
1628909,Kelsey Mitchell,1611661325,2023,0.23739059096961718,40,1.0,True
1628909,Kelsey Mitchell,1611661325,2024,0.24648501854310978,40,0.95,True
