player_id,player_name,team_id,season,game_id,game_date,dnp_reason,baseline_usage,games_played_season
100940,Diana Taurasi,1611661317,2021,1022100034,2021-05-29,NWT - Injury/Illness,0.2546875,16
100940,Diana Taurasi,1611661317,2021,1022100039,2021-06-01,NWT - Injury/Illness,0.2546875,16
100940,Diana Taurasi,1611661317,2021,1022100043,2021-06-03,DND - Injury/Illness,0.2546875,16
100940,Diana Taurasi,1611661317,2021,1022100055,2021-06-08,DND - Injury/Illness,0.2546875,16
100940,Diana Taurasi,1611661317,2021,1022100058,2021-06-11,DND - Injury/Illness,0.2546875,16
100940,Diana Taurasi,1611661317,2021,1022100064,2021-06-13,DND - Injury/Illness,0.2546875,16
100940,Diana Taurasi,1611661317,2021,1022100112,2021-07-09,DND - Injury/Illness,0.2546875,16
100940,Diana Taurasi,1611661317,2021,1022100118,2021-07-11,DND - Injury/Illness,0.2546875,16
100940,Diana Taurasi,1611661317,2021,1022100176,2021-09-11,DND - Injury/Illness,0.2546875,16
100940,Diana Taurasi,1611661317,2021,1022100187,2021-09-17,NWT - Injury/Illness,0.2546875,16
100940,Diana Taurasi,1611661317,2022,1022200189,2022-08-04,DND - Injury/Illness,0.24967741935483873,31
100940,Diana Taurasi,1611661317,2022,1022200194,2022-08-06,DND - Injury/Illness,0.24967741935483873,31
100940,Diana Taurasi,1611661317,2022,1022200204,2022-08-10,DND - Injury/Illness,0.24967741935483873,31
100940,Diana Taurasi,1611661317,2022,1022200210,2022-08-12,DNP - Injury/Illness,0.24967741935483873,31
100940,Diana Taurasi,1611661317,2022,1022200214,2022-08-14,DND - Injury/Illness,0.24967741935483873,31
100940,Diana Taurasi,1611661317,2023,1022300062,2023-06-18,DND - Injury/Illness,0.27003846153846156,26
100940,Diana Taurasi,1611661317,2023,1022300106,2023-07-07,DND - Rest,0.27003846153846156,26
100940,Diana Taurasi,1611661317,2023,1022300126,2023-07-20,DND - Injury/Illness,0.27003846153846156,26
100940,Diana Taurasi,1611661317,2023,1022300197,2023-08-23,NWT - Injury/Illness,0.27003846153846156,26
100940,Diana Taurasi,1611661317,2023,1022300207,2023-08-27,DND - Injury/Illness,0.27003846153846156,26
100940,Diana Taurasi,1611661317,2023,1022300213,2023-08-31,DND - Injury/Illness,0.27003846153846156,26
100940,Diana Taurasi,1611661317,2023,1022300222,2023-09-03,DND - Injury/Illness,0.27003846153846156,26
100940,Diana Taurasi,1611661317,2023,1022300227,2023-09-05,DNP - Injury/Illness,0.27003846153846156,26
100940,Diana Taurasi,1611661317,2023,1022300234,2023-09-08,DND - Injury/Illness,0.27003846153846156,26
100940,Diana Taurasi,1611661317,2024,1022400109,2024-07-01,DND - Injury/Illness,0.22930555555555557,36
100940,Diana Taurasi,1611661317,2024,1022400132,2024-07-10,DND - Injury/Illness,0.22930555555555557,36
100940,Diana Taurasi,1611661317,2024,1022400135,2024-07-12,DND - Injury/Illness,0.22930555555555557,36
201480,Sylvia Fowles,1611661324,2021,1022100157,2021-08-31,DND - Injury/Illness,0.21164516129032257,31
201480,Sylvia Fowles,1611661324,2022,1022200076,2022-06-10,DND - Injury/Illness,0.21256666666666665,30
201480,Sylvia Fowles,1611661324,2022,1022200082,2022-06-12,DND - Injury/Illness,0.21256666666666665,30
201480,Sylvia Fowles,1611661324,2022,1022200084,2022-06-14,DND - Injury/Illness,0.21256666666666665,30
201480,Sylvia Fowles,1611661324,2022,1022200099,2022-06-21,DNP - Injury/Illness,0.21256666666666665,30
201480,Sylvia Fowles,1611661324,2022,1022200168,2022-07-24,DND - Injury/Illness,0.21256666666666665,30
201496,Candace Parker,1611661329,2021,1022100012,2021-05-19,DNP - Coach's Decision,0.23578260869565218,23
201496,Candace Parker,1611661329,2021,1022100020,2021-05-23,DND - Injury/Illness,0.23578260869565218,23
201496,Candace Parker,1611661329,2021,1022100025,2021-05-25,DND - Injury/Illness,0.23578260869565218,23
201496,Candace Parker,1611661329,2021,1022100030,2021-05-28,DND - Injury/Illness,0.23578260869565218,23
201496,Candace Parker,1611661329,2021,1022100035,2021-05-30,DND - Injury/Illness,0.23578260869565218,23
201496,Candace Parker,1611661329,2021,1022100039,2021-06-01,DND - Injury/Illness,0.23578260869565218,23
201496,Candace Parker,1611661329,2021,1022100043,2021-06-03,NWT - Not With Team,0.23578260869565218,23
201496,Candace Parker,1611661329,2021,1022100138,2021-08-21,DND - Injury/Illness,0.23578260869565218,23
201496,Candace Parker,1611661329,2022,1022200091,2022-06-17,DND - Injury/Illness,0.21821875,32
201496,Candace Parker,1611661329,2022,1022200093,2022-06-19,DND - Injury/Illness,0.21821875,32
201496,Candace Parker,1611661329,2022,1022200174,2022-07-29,NWT - Injury/Illness,0.21821875,32
201496,Candace Parker,1611661329,2022,1022200177,2022-07-31,NWT - Injury/Illness,0.21821875,32
201516,Allie Quigley,1611661329,2021,1022100012,2021-05-19,DNP - Coach's Decision,0.22076923076923077,26
201516,Allie Quigley,1611661329,2021,1022100020,2021-05-23,DND - Injury/Illness,0.22076923076923077,26
201516,Allie Quigley,1611661329,2021,1022100025,2021-05-25,DND - Injury/Illness,0.22076923076923077,26
201516,Allie Quigley,1611661329,2021,1022100030,2021-05-28,DND - Injury/Illness,0.22076923076923077,26
201516,Allie Quigley,1611661329,2021,1022100035,2021-05-30,DND - Injury/Illness,0.22076923076923077,26
201516,Allie Quigley,1611661329,2021,1022100039,2021-06-01,DND - Injury/Illness,0.22076923076923077,26
202250,Tina Charles,1611661317,2022,1022200061,2022-06-03,DNP - Coach's Decision,0.260125,16
202250,Tina Charles,1611661322,2021,1022100156,2021-08-31,DNP - Coach's Decision,0.31262962962962965,27
202633,Liz Cambage,1611661319,2021,1022100165,2021-09-05,NWT - Health and Safety Protocols,0.25248000000000004,25
202633,Liz Cambage,1611661319,2021,1022100171,2021-09-08,DND_HEALTH_AND_SAFETY_PROTOCOLS,0.25248000000000004,25
202633,Liz Cambage,1611661319,2021,1022100180,2021-09-13,DND_HEALTH_AND_SAFETY_PROTOCOLS,0.25248000000000004,25
202633,Liz Cambage,1611661319,2021,1022100186,2021-09-17,NWT - Health and Safety Protocols,0.25248000000000004,25
202633,Liz Cambage,1611661320,2022,1022200146,2022-07-14,NWT - Health and Safety Protocols,0.24600000000000002,25
202650,Jantel Lavender,1611661328,2022,1022200137,2022-07-12,DNP - Coach's Decision,0.20637037037037037,27
202650,Jantel Lavender,1611661328,2022,1022200153,2022-07-17,DNP - Coach's Decision,0.20637037037037037,27
202650,Jantel Lavender,1611661328,2022,1022200157,2022-07-20,DNP - Coach's Decision,0.20637037037037037,27
202650,Jantel Lavender,1611661328,2022,1022200167,2022-07-24,DNP - Coach's Decision,0.20637037037037037,27
202650,Jantel Lavender,1611661328,2022,1022200175,2022-07-30,DNP - Coach's Decision,0.20637037037037037,27
202650,Jantel Lavender,1611661328,2022,1022200180,2022-07-31,DNP - Coach's Decision,0.20637037037037037,27
202650,Jantel Lavender,1611661328,2022,1022200197,2022-08-07,DNP - Coach's Decision,0.20637037037037037,27
202650,Jantel Lavender,1611661328,2022,1022200200,2022-08-09,DNP - Coach's Decision,0.20637037037037037,27
202650,Jantel Lavender,1611661328,2022,1022200215,2022-08-14,DNP - Coach's Decision,0.20637037037037037,27
202664,Courtney Vandersloot,1611661329,2022,1022200157,2022-07-20,NWT - Injury/Illness,0.21071875,32
202664,Courtney Vandersloot,1611661329,2022,1022200162,2022-07-22,NWT - Injury/Illness,0.21071875,32
202664,Courtney Vandersloot,1611661329,2022,1022200164,2022-07-23,NWT - Injury/Illness,0.21071875,32
203014,Nneka Ogwumike,1611661320,2021,1022100060,2021-06-12,DND - Injury/Illness,0.20944444444444443,18
