scope,group_dim,group_level,n,mae_projection,mae_line,mae_diff_proj_minus_line,mae_diff_ci90_low,mae_diff_ci90_high,rmse_projection,rmse_line,bias_projection,bias_line,share_projection_closer,share_tied,mean_actual_pts,mean_projection,mean_line,corr_projection_actual,corr_line_actual
playoff,phase,playoff,462,4.964759611381352,4.79004329004329,0.17471632133806142,0.046930051892267476,0.3042906358941727,6.4054098812192946,6.081161030635473,-0.2634950393388578,-0.21428571428571427,0.47835497835497837,0.0,13.376623376623376,13.11312833728452,13.162337662337663,0.5749214617388049,0.6238958987175597
playoff,role,bench,57,5.000026417,5.0701754385964914,-0.07014902159649088,-0.50854240063862,0.4257235016463533,6.517278165590925,6.10291848504367,0.9952847121324985,0.7368421052631579,0.5614035087719298,0.0,8.385964912280702,9.3812496244132,9.12280701754386,0.18145840651533932,0.24649962804348224
playoff,role,starter,405,4.959796135035023,4.750617283950617,0.20917885108440581,0.07799825493263163,0.34817856097486805,6.389508232327765,6.078092618292618,-0.4406566339903819,-0.34814814814814815,0.4666666666666667,0.0,14.079012345679013,13.638355711688632,13.730864197530865,0.5718670593393028,0.6170479012937603
playoff,season,2024,206,5.005272920904272,4.827669902912621,0.1776030179916504,-0.02522927762630977,0.3842920507474383,6.630097156166642,6.337111375265884,-0.09230721796270303,-0.050970873786407765,0.49029126213592233,0.0,14.08252427184466,13.990217053881958,14.031553398058252,0.47228062681555194,0.5175203558294919
playoff,season,2025,256,4.932159057624626,4.759765625,0.17239343262462647,0.022416209190349146,0.3416238576112521,6.218715014035948,5.867099075565369,-0.4012477393524823,-0.345703125,0.46875,0.0,12.80859375,12.407346010647517,12.462890625,0.6361336157485599,0.6909261828267532
playoff,venue,away,228,5.026041127447732,4.837719298245614,0.18832182920211762,0.03889243332907707,0.34450228525988513,6.2755137085333725,6.040070872129803,0.09071002158950392,-0.03070175438596491,0.47368421052631576,0.0,13.078947368421053,13.169657390010556,13.048245614035087,0.5575245588911059,0.591801893314521
playoff,venue,home,234,4.90504941623975,4.743589743589744,0.16145967265000666,-0.04874506275377414,0.38490538346423,6.529490271162151,6.120932279139508,-0.6086179192177742,-0.39316239316239315,0.4829059829059829,0.0,13.666666666666666,13.058048747448892,13.273504273504274,0.5913593266161519,0.650853772354443
regular,book,betmgm,2945,5.320183152238298,5.020203735144312,0.2999794170939847,0.24049507611161625,0.36063661711081535,6.688254432946976,6.2828694254550195,0.25788227589154267,0.10067911714770798,0.4468590831918506,0.0,14.385398981324279,14.64328125721582,14.486078098471987,0.44391129257796785,0.5092312631279032
regular,book,betonlineag,3536,5.258944199588964,4.975961538461538,0.2829826611274243,0.22844746126664653,0.34027912466549737,6.6165164013906645,6.226766772120917,0.2246633731064051,-0.09219457013574661,0.4513574660633484,0.0,13.686368778280542,13.911032151386946,13.594174208144796,0.4891785608639488,0.5497339060580753
regular,book,betrivers,3410,5.342862763290716,5.023753665689149,0.31910909760156736,0.25596250227958867,0.381602990359602,6.751226920402022,6.342716977055368,0.0837948988040318,-0.18504398826979473,0.44516129032258067,0.0,14.334310850439882,14.418105749243914,14.149266862170087,0.47145725691584217,0.5353453609563749
regular,book,bovada,2975,5.329972439999272,5.023025210084033,0.30694722991523915,0.24953922820890165,0.36605826207522185,6.704880208344563,6.301973813780872,0.22593112986826644,0.027058823529411764,0.4510924369747899,0.0,14.53781512605042,14.763746255918687,14.564873949579832,0.4249985412397817,0.49128767217476843
regular,book,draftkings,3899,5.436356808809588,5.104001025904078,0.33235578290550927,0.2763431728096865,0.38722742071223026,6.895151424726568,6.455695676561629,0.1635052228696706,-0.14221595280841243,0.4529366504231854,0.0,14.699410105155168,14.862915328024839,14.557194152346755,0.4489139882447672,0.5178651856732703
regular,book,fanatics,1111,5.105340369144204,4.7961296129612965,0.30921075618290833,0.2343324632277711,0.3923717368535672,6.375157774390645,5.996229688483231,0.4049710123273342,-0.04455445544554455,0.45184518451845185,0.0,13.414941494149415,13.819912506476749,13.370387038703871,0.4634108758490759,0.5297391138363647
regular,book,fanduel,4831,5.324532587544896,4.9949285862140345,0.3296040013308621,0.2802800605932534,0.37871880150099596,6.734768836859816,6.301566407206534,0.15627720741031145,-0.14541502794452493,0.4454564272407369,0.0,14.23245704823018,14.38873425564049,14.087042020285654,0.4526105572304137,0.5226853363686579
regular,book,unibet_us,175,5.021582100013956,4.677142857142857,0.34443924287109895,0.05611385479511682,0.6584791420421053,6.525645604163064,5.967411499134277,1.1043488247219961,1.2542857142857142,0.4685714285714286,0.0,14.188571428571429,15.292920253293424,15.442857142857143,0.42540811120338023,0.5119143555401906
regular,book,williamhill_us,4687,5.301182064191351,4.992425858758268,0.3087562054330828,0.2598963198793427,0.3564318919783223,6.718962437467362,6.305529930319489,0.13994324006398465,-0.12940046938340088,0.44954128440366975,0.0,14.149775976104118,14.289719216168104,14.020375506720717,0.46374060168167663,0.5280378172542294
regular,line_terc,high,1620,6.004414800702721,5.598148148148148,0.40626665255457217,0.30761489316168344,0.5071594746013459,7.637215646038881,7.077633872599508,0.5625534281187204,0.07777777777777778,0.4506172839506173,0.0,18.562345679012346,19.124899107131064,18.640123456790125,0.22468991222737456,0.33720674138497136
regular,line_terc,low,2068,4.620830597731591,4.369197292069632,0.2516333056619586,0.1953898763915878,0.30436297965651293,5.72462072718812,5.415374542110142,0.1018130680574565,0.0398936170212766,0.4381044487427466,0.0,9.56431334622824,9.666126414285698,9.604206963249517,0.17357819721634185,0.26600440931030717
regular,line_terc,mid,1695,5.277529848443644,4.982300884955753,0.2952289634878912,0.21081160459165088,0.38202226127854616,6.633787398757322,6.247099622009852,-0.08661140444979167,-0.31740412979351035,0.45309734513274336,0.0,14.144542772861357,14.057931368411566,13.827138643067846,0.07861139343457711,0.14663575974546175
regular,min_terc,high,1795,5.613223518180172,5.281615598885794,0.33160791929437905,0.24323263531623493,0.4271388697777531,7.083777779609554,6.658910297561826,0.7639400387176958,-0.006963788300835654,0.449025069637883,0.0,16.75933147632312,17.523271515040815,16.752367688022286,0.42136048124863074,0.48924400076489827
regular,min_terc,low,1767,4.829664571899224,4.550933786078098,0.2787307858211262,0.21248924254733545,0.3472874750121368,6.119831066080092,5.716231023476231,-0.3151065189551194,-0.0676287492925863,0.44765138653084324,0.0,10.797962648556876,10.482856129601757,10.73033389926429,0.3631151892025322,0.472077867192125
regular,min_terc,mid,1821,5.282091835628761,4.957440966501922,0.3246508691268382,0.2516360481088539,0.39886597209167596,6.652995710099161,6.227309167034679,0.0881935734476564,-0.10845689181768259,0.443163097199341,0.0,13.543108182317408,13.631301755765065,13.434651290499726,0.3541620995119765,0.4409636271957972
regular,overall,all,5383,5.243998280951015,4.932101058889096,0.31189722206191955,0.26802469768544906,0.3553848057955408,6.633262857941237,6.215325512330341,0.18114056246567906,-0.061211220509009845,0.4465911201932008,0.0,13.714471484302434,13.895612046768113,13.653260263793424,0.48499685316387253,0.5497018322907349
regular,phase,regular,5383,5.243998280951015,4.932101058889096,0.31189722206191955,0.26802469768544906,0.3553848057955408,6.633262857941237,6.215325512330341,0.18114056246567906,-0.061211220509009845,0.4465911201932008,0.0,13.714471484302434,13.895612046768113,13.653260263793424,0.48499685316387253,0.5497018322907349
regular,role,bench,332,4.692738365746773,4.346385542168675,0.3463528235780983,0.17226543692897725,0.5160479191921584,6.050142572155245,5.607922536975961,0.18721658494012877,-0.07530120481927711,0.4006024096385542,0.0,9.671686746987952,9.85890333192808,9.596385542168674,0.27579277255322393,0.386581409430859
regular,role,starter,5051,5.280232351797938,4.970599881211641,0.3096324705862966,0.26363038578338005,0.35473550862380976,6.669805749527332,6.253183707038003,0.18074118819097754,-0.06028509206097803,0.44961393783409226,0.0,13.98020194020986,14.160943128400838,13.919916848148882,0.4779551072990292,0.5426431289825415
regular,season,2024,1627,5.274888808646953,4.957897971727105,0.3169908369198467,0.23410715638955978,0.3947983812056675,6.6298773324072515,6.205616842293924,0.2519775208082063,0.2768899815611555,0.43945912722802705,0.0,14.549477566072525,14.801455086880733,14.826367547633682,0.47893848675702827,0.545077179335238
regular,season,2025,1976,5.29060705962301,4.983046558704453,0.307560500918556,0.24252394479918238,0.37396945520123026,6.657545259675534,6.235479082854224,0.34624559728432736,0.0007591093117408907,0.45040485829959515,0.0,13.489878542510121,13.83612413979445,13.490637651821862,0.43622482137696683,0.5067911795918864
regular,season,2026,1780,5.164021969031267,4.851966292134832,0.31205567689643565,0.22839840205889345,0.3961075126600329,6.6093078020633556,6.201768957502947,-0.06689274091911913,-0.43904494382022474,0.44887640449438204,0.0,13.200561797752808,13.133669056833691,12.761516853932584,0.5242681775200538,0.5884304562554917
regular,venue,away,2685,5.274772080569322,4.999068901303538,0.2757031792657837,0.2100602399598354,0.3418613745134657,6.646782898981863,6.257353216316226,0.39878074788691675,0.14916201117318437,0.45623836126629425,0.0,13.423463687150837,13.822244435037755,13.572625698324023,0.4806298260264564,0.5402128386810192
regular,venue,home,2697,5.214362886410823,4.865962180200222,0.3484007062106009,0.28154850492438765,0.41651744962757253,6.620826605286066,6.173992782171419,-0.03452119204409648,-0.26937337782721543,0.4367816091954023,0.0,14.002966258806081,13.968445066761985,13.733592880978865,0.4889960846004716,0.5586780891732563
regular,venue,nan,1,2.5430053806930175,3.5,-0.9569946193069825,,,2.5430053806930175,3.5,-2.5430053806930175,-3.5,1.0,0.0,17.0,14.456994619306982,13.5,,
