execution,price_basis,threshold,cond_dim,cond_level,scope,battery,n_bets,wins,losses,pushes,n_void,n_noprice,hit_rate,roi,roi_ci90_low,roi_ci90_high,n_dates,n_over,n_under,mean_edge,mean_line,n_candidate_rows_in_cell,n_perm_ge,n_perm_nonempty,perm_roi_mean,perm_roi_q95,p_perm,p_perm_phipson_smyth,n_perm_ge_phaseblock,n_perm_nonempty_phaseblock,perm_roi_mean_phaseblock,perm_roi_q95_phaseblock,p_perm_phaseblock,p_perm_phipson_smyth_phaseblock,eligible,small_n_flag,roi_positive,q_bh,q_bh_phaseblock,starred,starred_phaseblock,starred_and_profitable,expected_false_in_family
consensus,synthetic110,2.0,min_terc,mid,regular,companion_regular,652,325,323,4,12,0,0.5015432098765432,-0.042247629670942546,-0.09928192972671498,0.015596449526001052,218,364,288,0.4050586878501408,14.006134969325153,1844,112,200,-0.03846563,-0.00057522894,0.56,0.5621890547263682,104,200,-0.0408112,-0.005839557,0.52,0.5223880597014925,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,2.0,min_terc,mid,playoff,companion_playoff,34,18,16,0,0,0,0.5294117647058824,0.010695187165775399,-0.24793388429752067,0.2546172248803827,21,17,17,-0.18844914504345733,13.132352941176471,131,29,200,-0.074450105,0.04645979,0.145,0.14925373134328357,45,200,-0.05830799,0.09119923,0.225,0.22885572139303484,False,True,True,,,False,False,False,8.9
consensus,captured,3.0,min_terc,mid,all,registered,322,155,167,0,9,19,0.4813664596273292,-0.10736579202930095,-0.1900155453586005,-0.02451456073361982,183,177,145,0.4348718278319477,14.472049689440993,1975,194,200,-0.060767107,-0.023676127,0.97,0.9701492537313433,196,200,-0.060500134,-0.02387547,0.98,0.9800995024875622,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,3.0,min_terc,mid,regular,companion_regular,310,149,161,0,9,18,0.4806451612903226,-0.10839194755004816,-0.19228501013476063,-0.029226253787399716,173,171,139,0.459656222789013,14.496774193548386,1844,197,200,-0.05882934,-0.01873727,0.985,0.9850746268656716,196,200,-0.059771277,-0.01915923,0.98,0.9800995024875622,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,3.0,min_terc,mid,playoff,companion_playoff,12,6,6,0,0,1,0.5,-0.08085677440999779,-0.5359952978056428,0.2875736991644038,10,6,6,-0.20539170855890587,13.833333333333334,131,101,200,-0.08817904,0.04354698,0.505,0.5074626865671642,110,200,-0.07078451,0.11539136,0.55,0.5522388059701493,False,True,False,,,False,False,False,8.9
consensus,synthetic110,3.0,min_terc,mid,all,registered,341,162,176,3,9,0,0.47928994082840237,-0.08424420154625431,-0.1648084341961893,-0.0005481677787768655,188,188,153,0.4401131837915463,14.523460410557185,1975,191,200,-0.040248264,-0.005071515,0.955,0.9552238805970149,194,200,-0.040282056,-0.003683843,0.97,0.9701492537313433,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,synthetic110,3.0,min_terc,mid,regular,companion_regular,328,155,170,3,9,0,0.47692307692307695,-0.08869179600886917,-0.17306324575324752,-0.0020405878584711396,178,182,146,0.4782673183049058,14.541158536585366,1844,196,200,-0.037810758,-0.00063504354,0.98,0.9800995024875622,196,200,-0.039131958,0.00025824716,0.98,0.9800995024875622,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,3.0,min_terc,mid,playoff,companion_playoff,13,7,6,0,0,0,0.5384615384615384,0.027972027972027937,-0.4793388429752067,0.4,10,6,7,-0.5225449793147572,14.076923076923077,131,25,200,-0.07465072,0.06340354,0.125,0.12935323383084577,34,200,-0.056331802,0.11383038,0.17,0.17412935323383086,False,True,True,,,False,False,False,8.9
consensus,captured,1.0,min_terc,high,all,registered,1238,630,608,0,21,45,0.5088852988691438,-0.05062538611418866,-0.09600838127207392,-0.006390788140845059,260,832,406,1.1022025316765764,17.037156704361873,1977,105,200,-0.04913805,-0.01796297,0.525,0.527363184079602,105,200,-0.050181184,-0.018177612,0.525,0.527363184079602,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,1.0,min_terc,high,regular,companion_regular,1145,584,561,0,21,43,0.5100436681222708,-0.04907831792589892,-0.09580993156959108,-0.0019125197517042124,233,772,373,1.1131886984442163,17.005676855895196,1827,86,200,-0.05137571,-0.018685268,0.43,0.43283582089552236,88,200,-0.050532177,-0.015300469,0.44,0.4427860696517413,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,1.0,min_terc,high,playoff,companion_playoff,93,46,47,0,0,2,0.4946236559139785,-0.06967262348614296,-0.2004534518304987,0.05401245107810701,27,60,33,0.9669427365266005,17.4247311827957,150,163,200,-0.02267514,0.07225048,0.815,0.8159203980099502,130,200,-0.046082247,0.056568656,0.65,0.6517412935323383,False,True,False,,,False,False,False,8.9
consensus,synthetic110,1.0,min_terc,high,all,registered,1283,653,627,3,21,0,0.51015625,-0.026004393112732938,-0.07206477924787784,0.018245912466786446,260,862,421,1.1140448961418021,17.045206547155104,1977,99,200,-0.025237137,0.0064881225,0.495,0.4975124378109453,101,200,-0.026306532,0.008395884,0.505,0.5074626865671642,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,synthetic110,1.0,min_terc,high,regular,companion_regular,1188,605,580,3,21,0,0.510548523206751,-0.025252525252525252,-0.07244706131289688,0.02082246565469594,233,801,387,1.128966771113583,17.017255892255893,1827,88,200,-0.026484564,0.008278697,0.44,0.4427860696517413,93,200,-0.025622549,0.011480047,0.465,0.46766169154228854,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,1.0,min_terc,high,playoff,companion_playoff,95,48,47,0,0,0,0.5052631578947369,-0.035406698564593296,-0.1733833177132146,0.10219931271477659,27,61,34,0.9274429228104841,17.394736842105264,150,133,200,-0.010251736,0.079115726,0.665,0.6666666666666666,97,200,-0.034310494,0.071373634,0.485,0.48756218905472637,False,True,False,,,False,False,False,8.9
consensus,captured,2.0,min_terc,high,all,registered,724,358,366,0,13,30,0.494475138121547,-0.07987172830619603,-0.14594617506354093,-0.011296462657598805,235,521,203,1.6669426636804807,17.303867403314918,1977,192,200,-0.047656603,-0.012794426,0.96,0.9601990049751243,188,200,-0.049794436,-0.016568055,0.94,0.9402985074626866,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,2.0,min_terc,high,regular,companion_regular,678,339,339,0,13,29,0.5,-0.07035768954178041,-0.13777460387576207,-0.002144089150440681,210,485,193,1.6513641607118625,17.315634218289084,1827,169,200,-0.050066624,-0.014023847,0.845,0.845771144278607,163,200,-0.050145596,-0.014364027,0.815,0.8159203980099502,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,2.0,min_terc,high,playoff,companion_playoff,46,19,27,0,0,1,0.41304347826086957,-0.22010038661649597,-0.438408079792487,-0.00583197209470985,25,36,10,1.896556250913589,17.130434782608695,150,200,200,-0.019363835,0.078590706,1.0,1.0,199,200,-0.04577367,0.05875268,0.995,0.9950248756218906,False,True,False,,,False,False,False,8.9
consensus,synthetic110,2.0,min_terc,high,all,registered,754,369,382,3,13,0,0.49134487350199735,-0.06173137207619966,-0.12841447568004857,0.004891931760367962,237,544,210,1.6905899418970622,17.3342175066313,1977,194,200,-0.023248894,0.011463373,0.97,0.9701492537313433,194,200,-0.025471883,0.010925479,0.97,0.9701492537313433,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,synthetic110,2.0,min_terc,high,regular,companion_regular,707,349,355,3,13,0,0.49573863636363635,-0.05336247910505336,-0.12256149189590199,0.013085715693239467,212,508,199,1.6838223132787424,17.34794908062235,1827,183,200,-0.024613375,0.010431988,0.915,0.9154228855721394,180,200,-0.024769468,0.011808848,0.9,0.900497512437811,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,2.0,min_terc,high,playoff,companion_playoff,47,20,27,0,0,0,0.425531914893617,-0.18762088974854937,-0.41563852813852814,0.03754940711462448,25,36,11,1.7923923553683838,17.127659574468087,150,200,200,-0.007011048,0.083671525,1.0,1.0,199,200,-0.03347834,0.07100716,0.995,0.9950248756218906,False,True,False,,,False,False,False,8.9
consensus,captured,3.0,min_terc,high,all,registered,386,190,196,0,6,18,0.49222797927461137,-0.08666709238614694,-0.17594691577341412,-0.00538834999056986,186,287,99,2.273196278756101,17.756476683937823,1977,196,200,-0.046342786,-0.0125618195,0.98,0.9800995024875622,194,200,-0.048706893,-0.011841874,0.97,0.9701492537313433,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,3.0,min_terc,high,regular,companion_regular,367,183,184,0,6,18,0.4986376021798365,-0.07556446125673506,-0.1608594996564321,0.005391664763023002,172,272,95,2.251243244793709,17.693460490463217,1827,182,200,-0.048635256,-0.011785041,0.91,0.9104477611940298,175,200,-0.048784003,-0.011226913,0.875,0.8756218905472637,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,3.0,min_terc,high,playoff,companion_playoff,19,7,12,0,0,0,0.3684210526315789,-0.30112317788583937,-0.6432017813267812,0.0540078384559516,14,15,4,2.697236461082308,18.973684210526315,150,200,200,-0.019666309,0.08950594,1.0,1.0,200,200,-0.04762007,0.057244413,1.0,1.0,False,True,False,,,False,False,False,8.9
consensus,synthetic110,3.0,min_terc,high,all,registered,404,195,208,1,6,0,0.4838709677419355,-0.07605760576057603,-0.1568064668016402,0.004556925109660197,191,302,102,2.316175110456518,17.792079207920793,1977,198,200,-0.021077596,0.012341312,0.99,0.9900497512437811,199,200,-0.023633046,0.012577869,0.995,0.9950248756218906,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,synthetic110,3.0,min_terc,high,regular,companion_regular,385,188,196,1,6,0,0.4895833333333333,-0.06517119244391971,-0.15185960264183043,0.020525527520776913,177,287,98,2.2973694853607,17.733766233766232,1827,194,200,-0.02231041,0.014454647,0.97,0.9701492537313433,193,200,-0.022652416,0.01689805,0.965,0.9651741293532339,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,3.0,min_terc,high,playoff,companion_playoff,19,7,12,0,0,0,0.3684210526315789,-0.2966507177033493,-0.6420454545454546,0.0606060606060606,14,15,4,2.697236461082308,18.973684210526315,150,200,200,-0.0065088463,0.100808024,1.0,1.0,200,200,-0.034219265,0.078321256,1.0,1.0,False,True,False,,,False,False,False,8.9
consensus,captured,1.0,season,2024,all,registered,1058,532,526,0,17,55,0.502835538752363,-0.060539927234330215,-0.10883905903629351,-0.01264715409794538,94,512,546,-0.023996119512131927,15.116257088846881,1858,154,200,-0.045420427,-0.0140670445,0.77,0.7711442786069652,150,200,-0.045541145,-0.01576142,0.75,0.7512437810945274,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,1.0,season,2024,regular,companion_regular,936,461,475,0,17,48,0.49252136752136755,-0.08000938522454926,-0.131920052573102,-0.028239235775822033,81,452,484,-0.031440640656018475,15.18482905982906,1651,189,200,-0.04742359,-0.010128715,0.945,0.945273631840796,188,200,-0.047520563,-0.013151889,0.94,0.9402985074626866,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,1.0,season,2024,playoff,companion_playoff,122,71,51,0,0,7,0.5819672131147541,0.08883230783816998,-0.04058368245322412,0.1888668880415523,13,60,62,0.03311922303440763,14.59016393442623,207,4,200,-0.029383296,0.05486471,0.02,0.024875621890547265,3,200,-0.029741585,0.06447717,0.015,0.01990049751243781,True,False,True,0.03828571428571429,0.0693103448275862,True,True,True,8.9
consensus,synthetic110,1.0,season,2024,all,registered,1113,562,548,3,17,0,0.5063063063063064,-0.03332516540063709,-0.08158787134850964,0.0134780683513215,94,536,577,-0.04184150057902566,15.137017070979335,1858,136,200,-0.023731895,0.007159297,0.68,0.681592039800995,137,200,-0.024004972,0.0069436836,0.685,0.6865671641791045,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,synthetic110,1.0,season,2024,regular,companion_regular,984,486,495,3,17,0,0.4954128440366973,-0.054046563192904656,-0.10546901743266453,-0.00313785567046897,81,475,509,-0.03717633329610896,15.220020325203253,1651,184,200,-0.024591891,0.008354454,0.92,0.9203980099502488,184,200,-0.025079124,0.0074242195,0.92,0.9203980099502488,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,1.0,season,2024,playoff,companion_playoff,129,76,53,0,0,0,0.5891472868217055,0.12473572938689217,-0.019182652210175136,0.2396906124178851,13,61,68,-0.07742696264406448,14.503875968992247,207,0,200,-0.016778136,0.070215456,0.0,0.004975124378109453,1,200,-0.015472234,0.077196546,0.005,0.009950248756218905,True,False,True,0.0,0.03190476190476191,True,True,True,8.9
consensus,captured,2.0,season,2024,all,registered,551,266,285,0,11,36,0.4827586206896552,-0.09734894240222439,-0.1723992877458521,-0.01965679889212612,93,277,274,0.07800440144162671,15.659709618874773,1858,198,200,-0.04376225,-0.00970042,0.99,0.9900497512437811,199,200,-0.043217998,-0.010916908,0.995,0.9950248756218906,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,2.0,season,2024,regular,companion_regular,504,245,259,0,11,33,0.4861111111111111,-0.09222096714546642,-0.17592920767007234,-0.01143495598384218,80,250,254,0.04446215038041814,15.767857142857142,1651,197,200,-0.04549255,-0.0049900175,0.985,0.9850746268656716,198,200,-0.045627184,-0.009758215,0.99,0.9900497512437811,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,2.0,season,2024,playoff,companion_playoff,47,21,26,0,0,3,0.44680851063829785,-0.1523382940917141,-0.3358682569643237,0.049198791673641724,13,27,20,0.4376915192043742,14.5,207,199,200,-0.029811935,0.06229662,0.995,0.9950248756218906,198,200,-0.023876572,0.06680658,0.99,0.9900497512437811,False,True,False,,,False,False,False,8.9
consensus,synthetic110,2.0,season,2024,all,registered,587,281,303,3,11,0,0.4811643835616438,-0.08099736719838935,-0.15670531381882583,-0.004019872041650653,93,293,294,0.048379921283641096,15.647359454855195,1858,198,200,-0.021512022,0.010380779,0.99,0.9900497512437811,200,200,-0.020976847,0.01133108,1.0,1.0,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,synthetic110,2.0,season,2024,regular,companion_regular,537,258,276,3,11,0,0.48314606741573035,-0.07719654647028946,-0.1572031004938948,0.001994676330193434,80,266,271,0.03486668178187842,15.75512104283054,1651,198,200,-0.022054955,0.01448852,0.99,0.9900497512437811,199,200,-0.02229968,0.012588119,0.995,0.9950248756218906,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,2.0,season,2024,playoff,companion_playoff,50,23,27,0,0,0,0.46,-0.1218181818181818,-0.3238636363636363,0.08559376728747922,13,27,23,0.1935121135325728,14.49,207,197,200,-0.016877027,0.07040149,0.985,0.9850746268656716,197,200,-0.010436846,0.07586999,0.985,0.9850746268656716,False,True,False,,,False,False,False,8.9
consensus,captured,3.0,season,2024,all,registered,247,122,125,0,6,21,0.4939271255060729,-0.07969457915922083,-0.18832963115160006,0.025083911780461095,78,131,116,0.3008431558338299,16.75910931174089,1858,189,200,-0.042260986,-0.00078339817,0.945,0.945273631840796,193,200,-0.040289756,-0.0045937235,0.965,0.9651741293532339,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,3.0,season,2024,regular,companion_regular,230,115,115,0,6,19,0.5,-0.06820880404219333,-0.1813295347005839,0.041937958577562655,69,121,109,0.26767617895932083,16.752173913043478,1651,168,200,-0.044320714,0.002596731,0.84,0.8407960199004975,172,200,-0.04342195,-0.0067622066,0.86,0.8606965174129353,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,3.0,season,2024,playoff,companion_playoff,17,7,10,0,0,2,0.4117647058823529,-0.2350903601542988,-0.6066240504887848,0.12356163526453381,9,10,7,0.7495728429595386,16.852941176470587,207,200,200,-0.025975857,0.07152955,1.0,1.0,200,200,-0.01536533,0.0790032,1.0,1.0,False,True,False,,,False,False,False,8.9
consensus,synthetic110,3.0,season,2024,all,registered,268,130,137,1,6,0,0.4868913857677903,-0.07021709633649931,-0.18084185670788544,0.02786510969244419,81,141,127,0.2545459839350292,16.71268656716418,1858,198,200,-0.019204356,0.022117035,0.99,0.9900497512437811,197,200,-0.017050512,0.018228034,0.985,0.9850746268656716,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,synthetic110,3.0,season,2024,regular,companion_regular,249,122,126,1,6,0,0.49193548387096775,-0.06060606060606059,-0.17226653932040148,0.04382733281224242,72,131,118,0.25450736646803834,16.73293172690763,1651,186,200,-0.020003453,0.024273138,0.93,0.9303482587064676,193,200,-0.019036777,0.01762387,0.965,0.9651741293532339,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,3.0,season,2024,playoff,companion_playoff,19,8,11,0,0,0,0.42105263157894735,-0.19617224880382778,-0.5980861244019139,0.14545454545454542,9,10,9,0.2550520760024358,16.44736842105263,207,200,200,-0.012767682,0.088989034,1.0,1.0,200,200,-0.0013592516,0.09100791,1.0,1.0,False,True,False,,,False,False,False,8.9
consensus,captured,1.0,season,2025,all,registered,1368,690,678,0,25,48,0.5043859649122807,-0.06422630469914808,-0.0967090344342533,-0.03415164239260272,108,781,587,0.45191241643655666,13.828947368421053,2264,40,200,-0.08010276,-0.05089443,0.2,0.20398009950248755,45,200,-0.07819139,-0.048801057,0.225,0.22885572139303484,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,1.0,season,2025,regular,companion_regular,1218,615,603,0,24,47,0.5049261083743842,-0.06242881925089392,-0.09679111174337718,-0.02812713465064239,94,708,510,0.5192043468573376,13.95320197044335,2007,67,200,-0.070822515,-0.040203728,0.335,0.3383084577114428,63,200,-0.071784526,-0.04224602,0.315,0.31840796019900497,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,1.0,season,2025,playoff,companion_playoff,150,75,75,0,1,1,0.5,-0.07882188653897196,-0.1764603441338918,-0.0021336519099930933,14,73,77,-0.09449805858018438,12.82,257,14,200,-0.14939894,-0.07291549,0.07,0.07462686567164178,41,200,-0.12609173,-0.036722288,0.205,0.208955223880597,True,False,False,0.10307692307692308,0.26931372549019605,False,False,False,8.9
consensus,synthetic110,1.0,season,2025,all,registered,1416,714,701,1,25,0,0.5045936395759717,-0.03665896250642013,-0.0703226995366943,-0.004842303217832172,108,803,613,0.4390766399909704,13.76165254237288,2264,11,200,-0.06663172,-0.0365089,0.055,0.05970149253731343,12,200,-0.06476286,-0.034967985,0.06,0.06467661691542288,True,False,False,0.6303846153846154,0.7152,False,False,False,0.30000000000000004
consensus,synthetic110,1.0,season,2025,regular,companion_regular,1265,638,626,1,24,0,0.504746835443038,-0.036363636363636355,-0.07114921182342089,8.654226825175715e-05,94,730,535,0.5048555014284419,13.878656126482213,2007,34,200,-0.056517124,-0.026547,0.17,0.17412935323383086,22,200,-0.057732213,-0.02748796,0.11,0.11442786069651742,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,1.0,season,2025,playoff,companion_playoff,151,76,75,0,1,0,0.5033112582781457,-0.03913305237808549,-0.13603185136031848,0.03521126760563378,14,73,78,-0.11198468264745084,12.781456953642385,257,2,200,-0.14374296,-0.06628078,0.01,0.014925373134328358,20,200,-0.11848249,-0.024232911,0.1,0.1044776119402985,True,False,False,0.02392857142857143,0.1717948717948718,True,False,False,8.9
consensus,captured,2.0,season,2025,all,registered,790,390,400,0,17,26,0.4936708860759494,-0.08596451385183602,-0.1365104457191418,-0.0380885774062818,108,466,324,0.6788197393900013,13.953164556962026,2264,110,200,-0.08249732,-0.049779575,0.55,0.5522388059701493,121,200,-0.079440944,-0.04749057,0.605,0.6069651741293532,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,2.0,season,2025,regular,companion_regular,708,343,365,0,17,25,0.4844632768361582,-0.10130358283013516,-0.15540246852745965,-0.05013600999344553,94,424,284,0.7640372235736249,14.080508474576272,2007,185,200,-0.072210684,-0.03831766,0.925,0.9253731343283582,189,200,-0.07173436,-0.039340883,0.945,0.945273631840796,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,2.0,season,2025,playoff,companion_playoff,82,47,35,0,0,1,0.573170731707317,0.046475252448600304,-0.13386311615107035,0.2052201224413369,14,42,40,-0.05696048990274857,12.853658536585366,257,0,200,-0.157715,-0.07990329,0.0,0.004975124378109453,0,200,-0.1361763,-0.04251529,0.0,0.004975124378109453,False,True,True,,,False,False,False,8.9
consensus,synthetic110,2.0,season,2025,all,registered,816,402,413,1,17,0,0.49325153374233127,-0.058266488413547236,-0.10944622484038374,-0.009869279489499517,108,480,336,0.6713985055591999,13.905024509803921,2264,55,200,-0.069507785,-0.038255747,0.275,0.27860696517412936,67,200,-0.06657282,-0.03621764,0.335,0.3383084577114428,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,synthetic110,2.0,season,2025,regular,companion_regular,733,354,378,1,17,0,0.48360655737704916,-0.0766464095249907,-0.13159089253428874,-0.023114650257895226,94,438,295,0.7575264924980487,14.03206002728513,2007,161,200,-0.05829234,-0.024219502,0.805,0.8059701492537313,163,200,-0.058270115,-0.026892964,0.815,0.8159203980099502,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,2.0,season,2025,playoff,companion_playoff,83,48,35,0,0,0,0.5783132530120482,0.10405257393209201,-0.08363636363636365,0.2727272727272727,14,42,41,-0.08922576463569644,12.783132530120483,257,0,200,-0.15326749,-0.07896664,0.0,0.004975124378109453,0,200,-0.12910867,-0.039818183,0.0,0.004975124378109453,False,True,True,,,False,False,False,8.9
consensus,captured,3.0,season,2025,all,registered,389,186,203,0,8,10,0.4781491002570694,-0.11726368801789185,-0.1957119617728996,-0.040078652339509184,104,238,151,0.9997352417340144,14.489717223650386,2264,191,200,-0.084023945,-0.047826212,0.955,0.9552238805970149,192,200,-0.080871955,-0.050332934,0.96,0.9601990049751243,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,3.0,season,2025,regular,companion_regular,352,164,188,0,8,10,0.4659090909090909,-0.13964289212795522,-0.22068795810823108,-0.0626129121449653,91,222,130,1.1600119482603815,14.5625,2007,200,200,-0.0724004,-0.03454568,1.0,1.0,200,200,-0.07176392,-0.040406324,1.0,1.0,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,3.0,season,2025,playoff,companion_playoff,37,22,15,0,0,0,0.5945945945945946,0.09564117270487292,-0.19004299263118013,0.3153449260907281,13,16,21,-0.5250593717060204,13.797297297297296,257,0,200,-0.16674165,-0.09178319,0.0,0.004975124378109453,0,200,-0.14681675,-0.052160017,0.0,0.004975124378109453,False,True,True,,,False,False,False,8.9
consensus,synthetic110,3.0,season,2025,all,registered,399,189,210,0,8,0,0.47368421052631576,-0.09569377990430618,-0.1755246406962762,-0.01639220413572169,104,245,154,1.0144236888672138,14.469924812030076,2264,182,200,-0.07164666,-0.036400985,0.91,0.9104477611940298,179,200,-0.068829075,-0.0368286,0.895,0.8955223880597015,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,synthetic110,3.0,season,2025,regular,companion_regular,362,167,195,0,8,0,0.4613259668508287,-0.11928679055750878,-0.20019482902418687,-0.040090415678398925,91,229,133,1.1717741674340914,14.53867403314917,2007,200,200,-0.05912979,-0.020436635,1.0,1.0,200,200,-0.059170634,-0.030120311,1.0,1.0,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,3.0,season,2025,playoff,companion_playoff,37,22,15,0,0,0,0.5945945945945946,0.13513513513513514,-0.16477272727272724,0.3636363636363636,13,16,21,-0.5250593717060204,13.797297297297296,257,0,200,-0.16260067,-0.08546543,0.0,0.004975124378109453,0,200,-0.14043957,-0.039728053,0.0,0.004975124378109453,False,True,True,,,False,False,False,8.9
consensus,captured,1.0,season,2026,all,registered,1049,521,528,0,17,48,0.4966634890371783,-0.07964126186438197,-0.12463015697780652,-0.031070500513102742,67,618,431,0.549331541448662,13.255958055290753,1808,83,200,-0.08491425,-0.054120127,0.415,0.417910447761194,85,200,-0.08496967,-0.056311198,0.425,0.42786069651741293,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,1.0,season,2026,regular,companion_regular,1049,521,528,0,17,48,0.4966634890371783,-0.07964126186438197,-0.12463015697780652,-0.031070500513102742,67,618,431,0.549331541448662,13.255958055290753,1808,83,200,-0.08491425,-0.054120127,0.415,0.417910447761194,85,200,-0.08496967,-0.056311198,0.425,0.42786069651741293,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,1.0,season,2026,playoff,companion_playoff,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,,,,,0,0,,,,,False,True,False,,,False,False,False,8.9
consensus,synthetic110,1.0,season,2026,all,registered,1097,550,543,4,17,0,0.5032021957913998,-0.03919781221513218,-0.0833022600156435,0.007129759265125114,67,653,444,0.5781744884305292,13.260711030082042,1808,27,200,-0.064348996,-0.032177858,0.135,0.13930348258706468,17,200,-0.06387509,-0.036098696,0.085,0.08955223880597014,True,False,False,0.981219512195122,0.8170967741935484,False,False,False,0.30000000000000004
consensus,synthetic110,1.0,season,2026,regular,companion_regular,1097,550,543,4,17,0,0.5032021957913998,-0.03919781221513218,-0.0833022600156435,0.007129759265125114,67,653,444,0.5781744884305292,13.260711030082042,1808,27,200,-0.064348996,-0.032177858,0.135,0.13930348258706468,17,200,-0.06387509,-0.036098696,0.085,0.08955223880597014,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,1.0,season,2026,playoff,companion_playoff,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,,,,,0,0,,,,,False,True,False,,,False,False,False,8.9
consensus,captured,2.0,season,2026,all,registered,598,296,302,0,13,29,0.49498327759197325,-0.08437984180523402,-0.1507300303566305,-0.015485977781190931,66,365,233,0.8482770934147068,13.794314381270903,1808,94,200,-0.086179554,-0.04939332,0.47,0.472636815920398,77,200,-0.089088984,-0.056766544,0.385,0.3880597014925373,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,captured,2.0,season,2026,regular,companion_regular,598,296,302,0,13,29,0.49498327759197325,-0.08437984180523402,-0.1507300303566305,-0.015485977781190931,66,365,233,0.8482770934147068,13.794314381270903,1808,94,200,-0.086179554,-0.04939332,0.47,0.472636815920398,77,200,-0.089088984,-0.056766544,0.385,0.3880597014925373,True,False,False,1.0,1.0,False,False,False,0.0
consensus,captured,2.0,season,2026,playoff,companion_playoff,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,,,,,0,0,,,,,False,True,False,,,False,False,False,8.9
consensus,synthetic110,2.0,season,2026,all,registered,627,311,312,4,13,0,0.49919743178170145,-0.04668696534725241,-0.10862275341867181,0.019507282893476908,66,386,241,0.8824386838053571,13.844497607655502,1808,41,200,-0.06547166,-0.028973514,0.205,0.208955223880597,32,200,-0.06802853,-0.037439886,0.16,0.16417910447761194,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
consensus,synthetic110,2.0,season,2026,regular,companion_regular,627,311,312,4,13,0,0.49919743178170145,-0.04668696534725241,-0.10862275341867181,0.019507282893476908,66,386,241,0.8824386838053571,13.844497607655502,1808,41,200,-0.06547166,-0.028973514,0.205,0.208955223880597,32,200,-0.06802853,-0.037439886,0.16,0.16417910447761194,True,False,False,1.0,1.0,False,False,False,0.0
consensus,synthetic110,2.0,season,2026,playoff,companion_playoff,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,,,,,0,0,,,,,False,True,False,,,False,False,False,8.9
consensus,captured,3.0,season,2026,all,registered,328,159,169,0,10,19,0.4847560975609756,-0.10464956002168482,-0.17682451208742483,-0.03230911944938272,65,196,132,1.021473359696574,14.320121951219512,1808,152,200,-0.088212214,-0.05056646,0.76,0.7611940298507462,149,200,-0.09040215,-0.054139696,0.745,0.746268656716418,True,False,False,1.0,1.0,False,False,False,0.30000000000000004
