season,n,n_zero_correction,share_positive,mean_correction,sd_correction,min,q10,q25,median,q75,q90,max,mean_abs_correction,max_abs_correction,mean_n_prior,max_n_prior
2024,229,1,0.5240174672489083,-0.4315966728041959,1.3059924865476964,-4.934853793330935,-2.325483020677046,-0.40636441081304825,0.02868345081720955,0.22821876426764823,0.41467892809843776,0.6636244860420781,0.700963820002438,4.934853793330935,112.86026200873363,228
2025,276,1,0.391304347826087,-0.3514577766919916,0.7120983836164004,-2.746935168344933,-1.3790521240806868,-0.6051373995205417,-0.23397860427096637,0.15912815448765763,0.42968269336127596,0.6458888458426202,0.5705386395609868,2.746935168344933,136.32608695652175,275
2026,168,1,0.6488095238095238,1.0954243433295423,2.4176393298390275,-3.155747259940321,-2.629633625374652,-1.3183205943401297,2.2507507095436936,3.163910874257583,3.6542216696412924,4.538897729771917,2.412897265463827,4.538897729771917,82.33928571428571,166
pooled,673,3,0.5007429420505201,-0.01754338002940196,1.628693101092843,-4.934853793330935,-1.8583961947618752,-0.6026809746039584,0.01315787491419571,0.39381455883261896,2.5901116896340612,4.538897729771917,1.0748233579454882,4.934853793330935,114.86478454680535,275
