season,n,challenger_mae,incumbent_mae,bookie_mae,challenger_minus_bookie,incumbent_minus_bookie,paired_delta_bookie_minus_challenger,delta_ci90_lo,delta_ci90_hi,incumbent_delta_ci90_lo,incumbent_delta_ci90_hi,share_challenger_closer_than_bookie
pooled,365,15.075466605357864,15.203485613306048,14.908929016189289,0.1665375891685752,0.29455659711675963,-0.16653758916857392,-0.47722129349627224,0.16634811000657893,-0.619962201498245,0.05375457584801177,0.4657534246575342
2025,197,13.530226838498336,13.490988633092208,13.254660821412088,0.2755660170862484,0.23632781168011974,-0.27556601708624534,-0.7280089486118074,0.1985301354192204,-0.7132001141858437,0.2552204400097195,0.4263959390862944
2026,168,16.88744418911576,17.211592191294898,16.84875541125541,0.038688777860350854,0.36283678003948694,-0.03868877786035204,-0.4495025709637894,0.36944004425176474,-0.7759587743567179,0.04643396726643677,0.5119047619047619
