,real_champ_skill,cyclic_mean,cyclic_sd,shuffle_mean,shuffle_sd,cyclic_perturbs
pts,-0.019282718399704857,-0.03124539095252441,0.006048626878612861,-0.03132566087532511,0.004499296013935768,True
minutes,-0.04411212026625755,-0.19716913376768322,0.014477317803068459,-0.19675607598337766,0.006769929170723643,True
fga,-0.0313196005188936,-0.08236881065004271,0.008265078369501733,-0.08180588813231197,0.004810971265193862,True
ppm,-0.013308082001504351,0.008963364656713105,0.0038864312191072272,0.009223844647895264,0.0031739811555368713,True
