floor,mean_of_prior_ratios,ratio_of_prior_sums,winner,gap_ros_minus_mor
0.0,0.1800731239798929,0.1813039788795414,mean_of_prior_ratios,0.001230854899648498
5.0,0.1812461851516288,0.1824247175719752,mean_of_prior_ratios,0.0011785324203464065
10.0,0.1823684656893514,0.1839818794978553,mean_of_prior_ratios,0.0016134138085039107
15.0,0.1833135028803561,0.1856722576792924,mean_of_prior_ratios,0.0023587547989362967
