target,slice,n,champ_mae,best_simple_mae,d081_ref_mae,champ_skill_vs_best_simple,champ_skill_vs_d081_ref,best_simple_skill_vs_d081_ref
pts,champion_NOT_cold_start,9451,4.212968272860264,4.1365364055806495,4.187496505756297,-0.018477262082475576,-0.00608281513046105,0.012169586316214343
pts,champion_fallback,698,6.3099108410083815,4.6667495259468215,5.124886376898744,-0.3520997443564715,-0.23122941211952064,0.08939453819250487
pts,champion_NOT_fallback,8819,4.062749654603901,4.106494770161774,4.130825855223481,0.010652665595906718,0.016480046122858694,0.005890126070296597
pts,role_no_prior_season,2147,3.619367601882365,3.5301556439124373,3.5505605434001115,-0.025271395079638603,-0.01937921002647136,0.00574695156954963
pts,role_low_mpg_tercile,1074,3.5874283924812653,3.4931453718532754,3.549989350008377,-0.02699086656618821,-0.01054624078598998,0.016012436249975615
pts,role_mid_mpg_tercile,2804,3.8145268375094568,3.7956035898894323,3.8674469556790316,-0.004985570060696443,0.013683476147453244,0.018576432104415397
pts,role_high_mpg_tercile,3492,5.130038196973888,5.011115058495753,5.076420560131206,-0.023731871467711496,-0.010562095123437976,0.0128644782011057
pts,"trailing5_minutes_sd_q1[0.11,3.10)",2215,4.101245331582968,4.114610950565466,4.14695209689886,0.0032483311649821323,0.011021773159635151,0.007798774998529434
pts,"trailing5_minutes_sd_q2[3.10,4.46)",2215,4.232215218834815,4.286728028687748,4.282351329803325,0.012716647636174083,0.0117076127359248,-0.0010220317174733928
pts,"trailing5_minutes_sd_q3[4.46,6.10)",2215,3.9065925255028238,3.95322622774402,3.998389935947857,0.011796365690867283,0.02295859381290477,0.01129547365998218
pts,"trailing5_minutes_sd_q4[6.10,17.44)",2215,4.048419098350111,4.085952893051154,4.107183936318757,0.009186056639290952,0.014307817443724224,0.005169245789033772
pts,"trailing5_mean_minutes_q1[0.62,13.39)",2214,2.6460594641567803,2.766663736280565,2.7632612315535323,0.0435919517584461,0.04241429151121556,-0.0012313366134839576
pts,"trailing5_mean_minutes_q2[13.39,22.66)",2216,3.550697428046879,3.6337865337944715,3.6776354723484213,0.02286570908193375,0.034516211640868155,0.011923133459975421
pts,"trailing5_mean_minutes_q3[22.66,30.39)",2215,4.671938916146125,4.6783816880485745,4.697584542488522,0.0013771368674146967,0.0054593219367183865,0.00408781454942686
pts,"trailing5_mean_minutes_q4[30.39,41.13)",2215,5.419367951490283,5.361294664363824,5.395983242537331,-0.010831952123890654,-0.0043337252733861575,0.006428592642773845
pts,"dnp_frac5_q4[0.00,1.00)",8964,4.113125172870078,4.116487803501131,4.139810965330325,0.0008168688434331273,0.00644613792362303,0.005633871214052677
pts,"rest_days_q1[1.00,2.00)",292,4.483023528861664,4.126671275214766,4.199871336806396,-0.08635343837227571,-0.06741925391233017,0.017429120018541355
pts,"rest_days_q2[2.00,3.00)",4433,4.209843970941355,4.19293219259213,4.245348682405142,-0.004033401345985066,0.008363202676599069,0.012346804405078071
pts,"rest_days_q4[3.00,93.00)",4745,4.206372600791076,4.0913001774862,4.142161034884151,-0.028126125757797604,-0.01550194822609563,0.01227882184435003
minutes,champion_NOT_cold_start,9451,5.057260529586592,4.842422797353262,5.256115745719491,-0.04436575268701337,0.03783311208373674,0.07870697077078925
minutes,champion_fallback,698,10.236700649149347,7.281563164561098,7.338517904115006,-0.4058383368794647,-0.39492752935973785,0.007761068419819606
minutes,champion_NOT_fallback,8819,4.693438612449946,4.694809240541848,5.135094403863578,0.00029194542774302334,0.08600733631719315,0.08574042241374669
minutes,role_no_prior_season,2147,5.663187512359826,5.2571438800665895,5.808666956010457,-0.07723654546203784,0.025045237530806896,0.09494830399480636
minutes,role_low_mpg_tercile,1074,5.688122352334503,5.305856537262307,5.756920882014909,-0.07204601413317446,0.01195057759006879,0.0783516664545042
minutes,role_mid_mpg_tercile,2804,5.334839592317508,5.209346003073176,5.881177096091265,-0.02409008523724432,0.09289594495239106,0.11423412049002901
minutes,role_high_mpg_tercile,3492,4.38426545360831,4.2650257036260975,4.3710542627339075,-0.027957568903004715,-0.0030224266459093485,0.024256976174323208
minutes,"trailing5_minutes_sd_q1[0.11,3.10)",2215,3.9120251675848405,3.882827625770641,4.225001445393341,-0.0075196595440945035,0.07407720017462915,0.08098785859488478
minutes,"trailing5_minutes_sd_q2[3.10,4.46)",2215,4.482664757265194,4.477313692604879,4.810532779848762,-0.0011951507148479923,0.06815628072570279,0.0692686449699983
minutes,"trailing5_minutes_sd_q3[4.46,6.10)",2215,4.875188030071732,4.865523996096473,5.280800080168153,-0.0019862267626287178,0.07680882516641407,0.07863885732603926
minutes,"trailing5_minutes_sd_q4[6.10,17.44)",2215,5.586747045108328,5.567942099499215,6.232513345909337,-0.0033773601221185334,0.1036125018849503,0.1066297349922738
minutes,"trailing5_mean_minutes_q1[0.62,13.39)",2214,4.864737777345007,4.821673054778551,5.323161504771623,-0.00893148956331169,0.08611869600719246,0.09420876100481712
minutes,"trailing5_mean_minutes_q2[13.39,22.66)",2216,5.2326822692549575,5.243882475713688,5.909065386806733,0.0021358614558206757,0.11446532967158352,0.11256990193038141
minutes,"trailing5_mean_minutes_q3[22.66,30.39)",2215,4.914267158969888,4.87506100438092,5.303509777539094,-0.00804218748313823,0.07339340076597733,0.08078589295200278
minutes,"trailing5_mean_minutes_q4[30.39,41.13)",2215,3.8447716795654743,3.8528002653639914,4.012846465776844,0.002083831303349104,0.041884180629580214,0.03988345972809848
minutes,"dnp_frac5_q4[0.00,1.00)",8964,4.8305062447306755,4.725734391298475,5.159257944761681,-0.022170491347359267,0.06372073339825834,0.08402827656705414
minutes,"rest_days_q1[1.00,2.00)",292,5.11267721475253,4.417545541454557,4.913777655233864,-0.15735699083910015,-0.0404779323514588,0.10098790555790615
minutes,"rest_days_q2[2.00,3.00)",4433,5.0275512261387085,4.911742143361942,5.356740588655815,-0.023578005399424118,0.06145329553838097,0.08307261438723834
minutes,"rest_days_q4[3.00,93.00)",4745,5.094884940569407,4.817139487943025,5.1953679008774,-0.05765775587805999,0.019340874837953992,0.07280108360959381
fga,champion_NOT_cold_start,9451,2.6249251219948246,2.5480149227350632,2.624837664372613,-0.030184359822039486,-3.3319249947982854e-05,0.029267616310249656
fga,champion_fallback,698,4.57170906615421,3.1995426204486472,3.5496666607849945,-0.4288633121921517,-0.287926304928924,0.0986357519719665
fga,champion_NOT_fallback,8819,2.486007263696772,2.508125805137873,2.5669484687505464,0.008818752789748974,0.03153207243508571,0.02291540493654909
fga,role_no_prior_season,2147,2.4325153872545306,2.3388162337072855,2.39805582820432,-0.04006264032070672,-0.014369790162898077,0.024703175714384185
fga,role_low_mpg_tercile,1074,2.3596897483099015,2.19915451842247,2.330123141516,-0.0729986131227327,-0.012688860201038654,0.05620673893154027
fga,role_mid_mpg_tercile,2804,2.446542083317896,2.4071892231133796,2.51238758062454,-0.016348054331025486,0.026208335773684865,0.04187186655532249
fga,role_high_mpg_tercile,3492,3.00633724483785,2.926504363235643,2.9838696970002654,-0.027279262797319292,-0.007529667887365088,0.01922514707069578
fga,"trailing5_minutes_sd_q1[0.11,3.10)",2215,2.4461167163474875,2.4649946470035835,2.5025521154907815,0.007658406349500102,0.022551138413445693,0.015007666875234138
fga,"trailing5_minutes_sd_q2[3.10,4.46)",2215,2.523720330022835,2.5466291520885584,2.598057807449329,0.008995743273784274,0.02861271108492991,0.01979503889917722
fga,"trailing5_minutes_sd_q3[4.46,6.10)",2215,2.5047050645899693,2.5083732494947615,2.570180343201529,0.0014623760261879282,0.025474974464243627,0.024047765313533587
fga,"trailing5_minutes_sd_q4[6.10,17.44)",2215,2.5002607796029874,2.5128707011388647,2.599376120274193,0.0050181338539074805,0.03813043441391262,0.03327930054470285
fga,"trailing5_mean_minutes_q1[0.62,13.39)",2214,1.8454929410082586,1.880570910900037,1.9420796372922895,0.018652830206221882,0.04973364347648235,0.03167157783396046
fga,"trailing5_mean_minutes_q2[13.39,22.66)",2216,2.3154132211690266,2.3557143901772557,2.4369574673882743,0.017107833265473493,0.04987540728378348,0.03333791348360626
fga,"trailing5_mean_minutes_q3[22.66,30.39)",2215,2.74100849464586,2.745776086810342,2.786133794715082,0.001736336836562602,0.016196386603837376,0.014485200955278388
fga,"trailing5_mean_minutes_q4[30.39,41.13)",2215,3.0726760801147788,3.0505918501093396,3.104772065877931,-0.007239326363717824,0.010337630293667521,0.01745062588137891
fga,"dnp_frac5_q4[0.00,1.00)",8964,2.5314750730809537,2.515660997410267,2.574295080179054,-0.006286250685989314,0.016633682528392146,0.022776752836240033
fga,"rest_days_q1[1.00,2.00)",292,2.755938420161483,2.5412522551661247,2.652933421047751,-0.08448046216542315,-0.03882683157312372,0.0420972365893445
fga,"rest_days_q2[2.00,3.00)",4433,2.611723360576063,2.568382971052013,2.651143056302396,-0.016874582183628695,0.014868943278116609,0.031216755751313552
fga,"rest_days_q4[3.00,93.00)",4745,2.63594981010083,2.534867685320209,2.6057520856636645,-0.03987668680539125,-0.011588870868916246,0.027203048491622694
ppm,champion_NOT_cold_start,9451,0.18237356704407856,0.18012283892466194,0.18426742001985702,-0.012495517685894297,0.010277741857862788,0.022492207763849192
ppm,champion_fallback,698,0.22721413833413928,0.20332879262021678,0.2261682282553204,-0.11747153664821197,-0.0046244783667763745,0.10098427976064028
ppm,champion_NOT_fallback,8819,0.17916859438342786,0.178469798238704,0.18122385984653316,-0.00391548683093812,0.011341031279467173,0.015197014400650022
ppm,role_no_prior_season,2147,0.20015653815999412,0.19957230977580823,0.20010756623876216,-0.002927402027075754,-0.0002447279838160288,0.0026748437003890624
ppm,role_low_mpg_tercile,1074,0.22504777560397696,0.22224398393299366,0.22850220973251584,-0.012615827080514563,0.015117727450350005,0.027388031856882433
ppm,role_mid_mpg_tercile,2804,0.17670990630561267,0.17394206516079658,0.17950020178125267,-0.015912431200914012,0.015544804116935707,0.03096451460945704
ppm,role_high_mpg_tercile,3492,0.16373176595520128,0.16063668653278151,0.1654403664223404,-0.01926757510519339,0.01032759116827242,0.029035718388678577
ppm,"trailing5_minutes_sd_q1[0.11,3.10)",2215,0.18117378568991455,0.1810759606837912,0.1837890791104928,-0.0005402429221081917,0.014229863021436473,0.014762130806860951
ppm,"trailing5_minutes_sd_q2[3.10,4.46)",2215,0.18729707763968634,0.18610931499309233,0.18792482545441216,-0.006382069842329363,0.003340419836537878,0.009660833564324678
ppm,"trailing5_minutes_sd_q3[4.46,6.10)",2215,0.17180027822022173,0.17157682050735898,0.17409508913281116,-0.0013023770472140317,0.013181364988640198,0.014464903277835006
ppm,"trailing5_minutes_sd_q4[6.10,17.44)",2215,0.17733015789029635,0.17597655105409585,0.18034240395601875,-0.007691972754849674,0.016702927318507976,0.024208687508610716
ppm,"trailing5_mean_minutes_q1[0.62,13.39)",2214,0.2368897645178708,0.23809512226716392,0.24216435919087814,0.005062505009827967,0.021781052714077598,0.01680361609491332
ppm,"trailing5_mean_minutes_q2[13.39,22.66)",2216,0.17482175279219617,0.1738569565352291,0.17652917676597243,-0.005549368148358047,0.00967219133435282,0.01513755561374397
ppm,"trailing5_mean_minutes_q3[22.66,30.39)",2215,0.15374708379731752,0.15293191774470635,0.15468980859313247,-0.005330254564465342,0.006094291565739263,0.011363973259865823
ppm,"trailing5_mean_minutes_q4[30.39,41.13)",2215,0.15217072000845713,0.14988365212046337,0.15279768524028678,-0.015258954900269073,0.004103237760727185,0.019071186289509878
ppm,"dnp_frac5_q4[0.00,1.00)",8964,0.1807571930041816,0.17969607393937354,0.18291668432292113,-0.005905076508049278,0.01180587395148247,0.017606979896169217
ppm,"rest_days_q1[1.00,2.00)",292,0.17836626602560388,0.17172607219475253,0.17434646971301193,-0.03866735985972336,-0.023056367698232494,0.015029828378932963
ppm,"rest_days_q2[2.00,3.00)",4433,0.17632945645934694,0.17483608625133307,0.17852376544777457,-0.008541544483368968,0.012291411078652947,0.02065651700316784
ppm,"rest_days_q4[3.00,93.00)",4745,0.1884161318677218,0.1856600739865313,0.19040515883979076,-0.014844644957916042,0.010446287191948178,0.024920988917385478
