arm,oof_r2,dr2_over_level_ref,signflip_p
variance_weighted_refit,-2.5317798128144995,-2.78256534793952,0.0001999600079984003
adaptive_blend_shipped_vs_level,0.2455414992054863,-0.005244035919533874,0.1281743651269746
mean_augmentation_vhat,0.2520259996732691,0.0012404645482489924,0.6878624275144971
vhat_x_level_interaction,0.25042609231413393,-0.00035944281088623123,0.9154169166166767
