scheme,response,r2_L1,r2_bestlevel,r2_L5,r2_C5,dr2_over_L5,dr2_over_bestlevel,signflip_p
WF,absres_minutes,0.018378184830828204,0.034755837395615274,0.03337688406255668,0.04543428715051112,0.01205740308795445,0.010678449754895859,0.3421315736852629
WF,refabs_minutes,0.023893260315194786,0.06325988668701377,0.06283092197980056,0.09143563091630158,0.02860470893650103,0.0281757442292879,0.019396120775844832
GKF,absres_minutes,0.018578353245941925,0.03397771127679916,0.0342784396630732,0.05569068850924763,0.02141224884617445,0.021712977232448426,
