c,implied_r2,mean_realised_dr2,sd_realised_dr2,detection_rate,n_rep
0.0,0.0,0.011741547366100466,0.00032602104397323723,0.0,40
0.1,0.009900990099009903,0.018375610898947896,0.0030774985298877154,0.05,40
0.15,0.022004889975550123,0.02791815421261462,0.003423834154747356,0.9,40
0.2,0.03846153846153847,0.041508713221062046,0.00500053395566473,1.0,40
0.3,0.08256880733944953,0.07615103048826526,0.009424368356012618,1.0,40
0.4,0.13793103448275862,0.12278939188769764,0.010809830157908422,1.0,40
0.6,0.2647058823529412,0.2538619537504314,0.010744139424733904,1.0,40
0.9,0.44751381215469616,0.435668257978838,0.010819053108329924,1.0,40
