model,coverage_nominal80,mean_width,matched_cover_scale,mean_width_at_80pct_cover,sd_of_sd
SHIPPED_const_sd,0.6848896434634975,10.093684910525836,1.1162968231950117,13.387908895926453,0.05030108384902165
L1,0.6312393887945671,8.966810405284729,1.2217176558895966,13.01643797964113,0.7737621833424191
L4,0.6275042444821731,8.965835928963275,1.240453542580246,13.214617807420389,0.948889642328192
C5,0.598641765704584,8.57279226235967,1.3137693510210333,13.382114516223941,1.2793188814134502
