freed_bucket,n_teamgames,mean_freed,mean_gain_established,mean_unest_minutes,mean_n_absent,mean_n_rem,gain_per_freed_minute,gain_per_remaining_player
0,261,0.0,-3.2367869306087695,4.144699872286079,0.0,9.639846743295019,,-0.33577161720544074
0-15,220,7.8248345959595955,-2.5905580808080813,2.4781060606060605,1.4272727272727272,9.063636363636364,-0.33106873366316686,-0.2858188454251644
15-30,171,22.168744314489928,-3.005047108512021,2.3286549707602338,1.8011695906432748,9.169590643274853,-0.13555332976382714,-0.32771878543083904
30-45,124,36.44461245519713,6.364325716845879,3.3004032258064515,2.346774193548387,8.661290322580646,0.17463008351837483,0.7348011069728947
45+,112,65.86124751984127,15.471215277777777,1.915029761904762,3.1339285714285716,8.625,0.23490619841534188,1.7937640901771335
