cell,observed_dMAE,analytic_null_sd,analytic_MDE80,bootstrap_sd,bootstrap_MDE80,ratio_bootstrap_over_analytic
P03_GAIN_vs_BASE5_ORACLEABS_minutes,0.02949664894847303,0.009032775424148114,0.025291771187614717,0.008695621220222542,0.024347739416623118,0.9626743511164655
P04_GAIN_vs_CHAMPION_ORACLEABS_minutes,0.01685214842094784,0.009065500769776762,0.02538340215537493,0.008790069773863098,0.024612195366816674,0.9696176744221437
P03_GAIN_vs_BASE5_ORACLEABS_fga,0.007362291929101953,0.0032811760956110627,0.009187293067710975,0.0032687772715723827,0.00915257636040267,0.9962212256589139
P04_GAIN_vs_CHAMPION_ORACLEABS_fga,0.007059585800308846,0.0035730771055783673,0.010004615895619427,0.0036202899332855288,0.01013681181319948,1.0132134925477683
P03_GAIN_vs_BASE5_ORACLEABS_pts,0.0022522877097689723,0.003165695663127164,0.008863947856756059,0.0032040620114172605,0.00897137363196833,1.012119405139595
P04_GAIN_vs_CHAMPION_ORACLEABS_pts,-0.0033776565426484485,0.004918714923850871,0.013772401786782438,0.004804883460541983,0.013453673689517552,0.9768574790222303
