candidate,var_total,frac_within_player,frac_between_player,frac_within_teamgame,frac_between_teamgame,dominant_level
u_minutes  (P03/P04 main term),6.311362064960323,0.9258368615813738,0.0741631384186262,0.0,1.0,TEAM-GAME
uz_minutes (P02/P05 candidate),9.17578184704535,0.6965279044000597,0.30347209559994026,0.9534879373486349,0.046512062651365094,BETWEEN-PLAYER / WITHIN-TEAM-GAME
uz_fga,1.0843339704780675,0.6997254378065243,0.3002745621934757,0.9600173179572553,0.03998268204274469,BETWEEN-PLAYER / WITHIN-TEAM-GAME
uz_pts,1.4372099608940156,0.7235635727919962,0.27643642720800377,0.9599680235780176,0.04003197642198242,BETWEEN-PLAYER / WITHIN-TEAM-GAME
u*posmatch (P05 candidate),3.894200244436679,0.8903407594525082,0.10965924054749177,0.5882583671167811,0.41174163288321886,BETWEEN-PLAYER / WITHIN-TEAM-GAME
z_minutes (pre-game player profile),0.8407803915870742,0.30937051962331324,0.6906294803766868,0.972885442139249,0.02711455786075101,BETWEEN-PLAYER / WITHIN-TEAM-GAME
