cell,W2_effect,W1_effect,W1_p,W1_null_sd,W1_MDE80,direction
P01_LEAKAGE_minutes,-0.030124672818257116,-0.03457005123079354,0.06023494126468383,0.018062696596340022,0.05057555046975206,W1 makes it LARGER in magnitude
P01_LEAKAGE_fga,-0.032564097575212635,-0.03689650788894487,0.041989502624343915,0.017986329483182763,0.050361722552911735,W1 makes it LARGER in magnitude
P01_LEAKAGE_pts,-0.03902040153420004,-0.03815614940574826,0.060484878780304924,0.019754941705549547,0.05531383677553873,W1 makes it SMALLER in magnitude
P02_TILT_minutes,-0.03486695826317718,-0.004134394753920069,0.47152847152847155,0.033190488224659934,0.09293336702904781,W1 makes it SMALLER in magnitude
P02_TILT_fga,0.05770067809897819,0.10924702490795468,0.006993006993006993,0.053156841984983424,0.14883915755795357,W1 makes it LARGER in magnitude
P02_TILT_pts,0.04263050255109837,0.16070927328557721,0.006993006993006993,0.07267385876836209,0.20348680455141385,W1 makes it LARGER in magnitude
P03_minutes,0.02949664894847303,0.029377061283604206,0.0002999850007499625,0.007921751228655804,0.02218090344023625,W1 makes it SMALLER
P03_fga,0.007362291929101953,0.009534290688867802,0.000599970001499925,0.0027915461510595544,0.007816329222966751,W1 makes it LARGER
P03_pts,0.0022522877097689723,-0.001773507644271927,0.5854207289635518,0.0032851357957506848,0.009198380228101917,W1 makes it SMALLER
