absent_playing_time,team_games,remaining_trailing5_sum,budget,slack_vs_budget,realised_gain,callup_minutes,identity_residual
none,261,198.95843444018732,199.86634738186464,0.9079129416773101,-3.2367869306087687,4.144699872286079,0.0
0-15 min,220,201.08025505050506,200.96780303030303,-0.1124520202020215,-2.590558080808082,2.478106060606061,0.0
15-30 min,171,201.49500812215726,200.81861598440543,-0.6763921377517861,-3.0050471085120196,2.3286549707602333,0.0
30-45 min,124,191.43876568100362,201.10349462365593,9.664728942652332,6.364325716845878,3.3004032258064506,0.0
45+ min,112,184.01970734126985,201.40595238095239,17.38624503968254,15.471215277777777,1.9150297619047625,0.0
