response,cell,n,n_blocks,null_sd,MDE80_analytic,MDE80_carried_D116,smallest_kappa_at_power_80,MDE80_injection_verified,ratio_injection_over_analytic,observed_dMAE,observed_over_injection_floor,MDE80_injection_interpolated,ratio_interpolated_over_analytic,empirical_power_at_observed_effect,type_I_at_kappa0
minutes,C_TREATED_and_DECISION,1051,264,0.027311897112580766,0.07647331191522613,0.09329744053657588,0.3,0.15779291488384117,2.0633723181593235,0.07959750468317751,0.5044428309203427,0.14349015003652732,1.8763428239591893,0.4824279138195657,0.0575
