response,window,stratum,arm,n,n_blocks,p,p_min_attainable,max_attainable_abs_t,six_block_floor_ok,bonferroni_alpha,bonferroni_attainable,signflip_p_resolution
minutes,PRIMARY_WINDOW_SPLIT_2024,VACUOUS_freed_0_to_25,C_SHARED_INTERCEPT,1892,206,0.0035998200089995,1.9446922743316068e-62,14.352700094407323,True,0.0002777777777777778,True,4.999750012499375e-05
minutes,PRIMARY_WINDOW_SPLIT_2024,VACUOUS_freed_0_to_25,C_FROZEN_INTERCEPT,1892,206,1.0,1.9446922743316068e-62,14.352700094407323,True,0.0002777777777777778,True,4.999750012499375e-05
minutes,PRIMARY_WINDOW_SPLIT_2024,VACUOUS_freed_0_to_25,ABC_SHARED_INTERCEPT,1892,206,0.0015999200039998,1.9446922743316068e-62,14.352700094407323,True,0.0002777777777777778,True,4.999750012499375e-05
minutes,PRIMARY_WINDOW_SPLIT_2024,VACUOUS_freed_0_to_25,ABC_FROZEN_INTERCEPT,1892,206,1.0,1.9446922743316068e-62,14.352700094407323,True,0.0002777777777777778,True,4.999750012499375e-05
minutes,PRIMARY_WINDOW_SPLIT_2024,VACUOUS_freed_0_to_25,AB_ONLY_baseABC_vs_base,1892,206,0.0006999650017499,1.9446922743316068e-62,14.352700094407323,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,C_TREATED_and_DECISION,C_SHARED_INTERCEPT,1051,264,0.3847307634618269,6.747006683667535e-80,16.24807680927192,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,C_TREATED_and_DECISION,C_FROZEN_INTERCEPT,1051,264,0.2137393130343483,6.747006683667535e-80,16.24807680927192,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,C_TREATED_and_DECISION,ABC_SHARED_INTERCEPT,1051,264,0.2931353432328383,6.747006683667535e-80,16.24807680927192,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,C_TREATED_and_DECISION,ABC_FROZEN_INTERCEPT,1051,264,0.1950902454877256,6.747006683667535e-80,16.24807680927192,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,C_TREATED_and_DECISION,AB_ONLY_baseABC_vs_base,1051,264,0.2343382830858457,6.747006683667535e-80,16.24807680927192,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,C_TREATED_all,C_SHARED_INTERCEPT,2475,282,0.0009999500024998,2.5737787947340145e-85,16.792855623746664,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,C_TREATED_all,C_FROZEN_INTERCEPT,2475,282,0.0001499925003749,2.5737787947340145e-85,16.792855623746664,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,C_TREATED_all,ABC_SHARED_INTERCEPT,2475,282,0.0016999150042497,2.5737787947340145e-85,16.792855623746664,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,C_TREATED_all,ABC_FROZEN_INTERCEPT,2475,282,0.0001499925003749,2.5737787947340145e-85,16.792855623746664,True,0.0002777777777777778,True,4.999750012499375e-05
