response,window,stratum,arm,n,n_blocks,mae_base,mae_arm,dMAE,pct_of_MAE,p,null_sd,MDE80_analytic,MDE80_carried,p_min_attainable,max_attainable_abs_t,six_block_floor_ok,verdict_vs_analytic,verdict_vs_carried,n_treated_in_cell,conditioning,MDE80_injection_carried_rescale,effect_over_injection_floor,VERDICT
minutes,PRIMARY_WINDOW_2023_2024,C_TREATED_and_DECISION,C_SHARED_INTERCEPT,1051,264,4.486862213544187,4.410871126800791,0.0759910867433972,1.6936353987873325,0.0062496875156242,0.0284304393243934,0.0796052301083017,0.0971183807321281,0.0,16.24807680927192,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1051,ORACLEABS,0.1493667022633319,0.5087552017411868,BELOW_FLOOR_NOT_ESTABLISHED
minutes,PRIMARY_WINDOW_2023_2024,C_TREATED_and_DECISION,C_FROZEN_INTERCEPT,1051,264,4.486862213544187,4.4072647088610095,0.0795975046831775,1.7740126818002548,0.0029998500074996,0.0273118971125807,0.0764733119152261,0.0932974405365758,0.0,16.24807680927192,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,1051,ORACLEABS,0.14349015003652726,0.5547245205536054,BELOW_FLOOR_NOT_ESTABLISHED
minutes,PRIMARY_WINDOW_2023_2024,C_TREATED_and_DECISION,ABC_SHARED_INTERCEPT,1051,264,4.486862213544187,4.40927360349343,0.0775886100507573,1.7292398642540416,0.0043997800109994,0.0278151696279639,0.0778824749582989,0.0950166194491247,0.0,16.24807680927192,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1051,ORACLEABS,0.14613422300018541,0.5309407232463189,BELOW_FLOOR_NOT_ESTABLISHED
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_and_DECISION,C_SHARED_INTERCEPT,613,151,4.55509746494438,4.495674032440187,0.0594234325041926,1.304547991815984,0.16019199040048,0.04207554881414,0.117811536679592,0.1437300747491023,0.0,12.288205727444508,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS,0.22105483142835727,0.2688176147077402,BELOW_FLOOR_NOT_ESTABLISHED
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_and_DECISION,C_FROZEN_INTERCEPT,613,151,4.55509746494438,4.496114203943072,0.0589832610013084,1.294884718828484,0.1450427478626068,0.0400592085279971,0.1121657838783918,0.1368422563316381,0.0,12.288205727444508,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS,0.21046146367397778,0.2802568221832684,BELOW_FLOOR_NOT_ESTABLISHED
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_and_DECISION,ABC_SHARED_INTERCEPT,613,151,4.55509746494438,4.495641876852537,0.0594555880918427,1.3052539171644,0.1522923853807309,0.0412063988513133,0.1153779167836772,0.1407610584760862,0.0,12.288205727444508,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS,0.21648852620041323,0.27463620883446715,BELOW_FLOOR_NOT_ESTABLISHED
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_and_DECISION,C_SHARED_INTERCEPT,438,113,4.391364019232959,4.292185781693597,0.0991782375393615,2.2584836307121963,0.0023498825058747,0.0331531463918313,0.0928288098971278,0.1132511480744959,0.0,10.63014581273465,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,438,ORACLEABS,0.1741786713071475,0.5694051791477391,BELOW_FLOOR_NOT_ESTABLISHED
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_and_DECISION,C_FROZEN_INTERCEPT,438,113,4.391364019232959,4.282915986291823,0.1084480329411358,2.469575113020999,0.0008499575021248,0.0326985773753024,0.0915560166508469,0.1116983403140332,0.0,10.63014581273465,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,438,ORACLEABS,0.1717904748331046,0.6312808265213403,BELOW_FLOOR_NOT_ESTABLISHED
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_and_DECISION,ABC_SHARED_INTERCEPT,438,113,4.391364019232959,4.288397458358423,0.1029665608745351,2.344751207678755,0.0012499375031248,0.0322806308232962,0.0903857663052295,0.11027063489238,0.0,10.63014581273465,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,438,ORACLEABS,0.16959468399486965,0.6071331863070065,BELOW_FLOOR_NOT_ESTABLISHED
