allocation,description,n,n_blocks,dMAE,pct_of_MAE,p,null_sd,MDE80_analytic,MDE80_carried,verdict
EVEN_u_only,u = freed / n_rem,1051,264,0.12198510481757883,2.7187174246035606,0.01549806274215723,0.05042325032647392,0.14118510091412698,0.1722458231152349,BELOW_FLOOR_NOT_ESTABLISHED
TILTED_u_and_uz,published: u + u*z,1051,264,0.07959750468317751,1.7740126818002548,0.0029996250468691415,0.027341597172411282,0.07655647208275158,0.09339889594095693,ABOVE_FLOOR
PROPORTIONAL_to_base5,u_prop = freed * base5 / sum_rem(base5),1051,264,0.08816970446265318,1.9650637854779953,0.05599300087489064,0.04647401411224976,0.13012723951429933,0.15875523220744517,BELOW_FLOOR_NOT_ESTABLISHED
PROPORTIONAL_plus_tilt,u_prop + u*z,1051,264,0.04460939181709694,0.994222458680313,0.11086114235720534,0.02805932600507344,0.07856611281420563,0.09585065763333087,BELOW_FLOOR_NOT_ESTABLISHED
