response,window,stratum,arm,n,n_blocks,mae_base,mae_arm,dMAE,pct_of_MAE,p,null_sd,MDE80_analytic,MDE80_carried,p_min_attainable,max_attainable_abs_t,six_block_floor_ok,verdict_vs_analytic,verdict_vs_carried,n_treated_in_cell,conditioning
minutes,PRIMARY_WINDOW_2023_2024,DECISION_all,C_SHARED_INTERCEPT,3158,764,4.34345550900056,4.328468443433035,0.01498706556752462,0.3450493630352203,0.21288935553222338,0.011958357815841281,0.033483401884355585,0.040849750298913814,0.0,27.640549922170507,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1051,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,DECISION_all,C_FROZEN_INTERCEPT,3158,764,4.34345550900056,4.316965015833359,0.026490493167200622,0.6098944288091983,0.0028998550072496373,0.009039762587866089,0.02531133524602505,0.030879829000150558,0.0,27.640549922170507,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,1051,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,DECISION_all,ABC_SHARED_INTERCEPT,3158,764,4.34345550900056,4.321674335482748,0.021781173517812096,0.5014710861588634,0.026348682565871705,0.009878568748380856,0.027659992495466395,0.033745190844469,0.0,27.640549922170507,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1051,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,DECISION_all,ABC_FROZEN_INTERCEPT,3158,764,4.334910345976098,4.3180354646654555,0.016874881310642777,0.38927866931104976,0.025548722563871806,0.0075589682842317355,0.02116511119584886,0.025821435658935608,0.0,27.640549922170507,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1051,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,DECISION_all,AB_ONLY_baseABC_vs_base,3158,764,4.34345550900056,4.334910345976098,0.008545163024461682,0.19673651558659444,0.02919854007299635,0.003929740303344333,0.011003272849364133,0.013423992876224242,0.0,27.640549922170507,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1051,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,POOLED,C_SHARED_INTERCEPT,9022,960,5.2431642023042375,5.220082502783983,0.02308169952025507,0.44022461684704145,0.010949452527373631,0.009093172593827843,0.02546088326271796,0.03106227758051591,0.0,30.983866769659336,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,2475,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,POOLED,C_FROZEN_INTERCEPT,9022,960,5.2431642023042375,5.212608466364862,0.030555735939375703,0.5827728211515335,0.00039998000099995,0.008525502866842175,0.02387140802715809,0.02912311779313287,0.0,30.983866769659336,True,ABOVE_FLOOR,ABOVE_FLOOR,2475,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,POOLED,ABC_SHARED_INTERCEPT,9022,960,5.2431642023042375,4.861461759451963,0.38170244285227495,7.280001696008804,4.999750012499375e-05,0.04147696037517095,0.11613548905047866,0.14168529664158397,0.0,30.983866769659336,True,ABOVE_FLOOR,ABOVE_FLOOR,2475,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,POOLED,ABC_FROZEN_INTERCEPT,9022,960,4.877163654674507,4.853857467465303,0.023306187209202883,0.4778635465075099,0.004699765011749413,0.008271503463872216,0.023160209698842204,0.028255455832587487,0.0,30.983866769659336,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,2475,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,POOLED,AB_ONLY_baseABC_vs_base,9022,960,5.2431642023042375,4.877163654674507,0.36600054762973133,6.980528045810264,4.999750012499375e-05,0.041007099904855716,0.114819879733596,0.14008025327498713,0.0,30.983866769659336,True,ABOVE_FLOOR,ABOVE_FLOOR,2475,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_eq_0,C_SHARED_INTERCEPT,3300,333,5.6995196464050935,5.704076831065664,-0.0045571846605704045,-0.07995734629048602,0.4039798010099495,0.0055056024761058805,0.015415686933096464,0.018807138058377686,0.0,18.24828759089466,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_eq_0,C_FROZEN_INTERCEPT,3300,333,5.6995196464050935,5.6995196464050935,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.24828759089466,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_eq_0,ABC_SHARED_INTERCEPT,3300,333,5.6995196464050935,4.944448371380814,0.7550712750242798,13.247980915383497,4.999750012499375e-05,0.1055825951237603,0.2956312663465288,0.3606701449427651,0.0,18.24828759089466,True,ABOVE_FLOOR,ABOVE_FLOOR,0,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_eq_0,ABC_FROZEN_INTERCEPT,3300,333,4.933775355504815,4.933775355504815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.24828759089466,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_eq_0,AB_ONLY_baseABC_vs_base,3300,333,5.6995196464050935,4.933775355504815,0.7657442909002795,13.435242588965615,4.999750012499375e-05,0.10672963043271264,0.29884296521159537,0.36458841755814636,0.0,18.24828759089466,True,ABOVE_FLOOR,ABOVE_FLOOR,0,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_0_to_25,C_SHARED_INTERCEPT,3189,345,4.7376546223034515,4.76067315273453,-0.023018530431078568,-0.48586341272566086,4.999750012499375e-05,0.0056989283194179745,0.015956999294370326,0.0194675391391318,0.0,18.57417562100671,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_0_to_25,C_FROZEN_INTERCEPT,3189,345,4.7376546223034515,4.7376546223034515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.57417562100671,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_0_to_25,ABC_SHARED_INTERCEPT,3189,345,4.7376546223034515,4.634326899387024,0.10332772291642746,2.180988931316176,9.99950002499875e-05,0.025947959731396398,0.07265428724790991,0.08863823044245009,0.0,18.57417562100671,True,ABOVE_FLOOR,ABOVE_FLOOR,0,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_0_to_25,ABC_FROZEN_INTERCEPT,3189,345,4.620822529219267,4.620822529219267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.57417562100671,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_0_to_25,AB_ONLY_baseABC_vs_base,3189,345,4.7376546223034515,4.620822529219267,0.11683209308418477,2.466032296532855,4.999750012499375e-05,0.025766417275710257,0.07214596837198871,0.08801808141382622,0.0,18.57417562100671,True,ABOVE_FLOOR,ABOVE_FLOOR,0,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_and_DECISION,C_SHARED_INTERCEPT,613,151,4.55509746494438,4.495674032440187,0.05942343250419269,1.304547991815984,0.16019199040048,0.04207554881414003,0.11781153667959207,0.14373007474910232,0.0,12.288205727444508,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_and_DECISION,C_FROZEN_INTERCEPT,613,151,4.55509746494438,4.496114203943072,0.05898326100130843,1.294884718828484,0.14504274786260687,0.0400592085279971,0.11216578387839188,0.1368422563316381,0.0,12.288205727444508,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_and_DECISION,ABC_SHARED_INTERCEPT,613,151,4.55509746494438,4.495641876852537,0.059455588091842794,1.3052539171644,0.15229238538073098,0.04120639885131332,0.11537791678367727,0.14076105847608628,0.0,12.288205727444508,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_and_DECISION,ABC_FROZEN_INTERCEPT,613,151,4.544595793246622,4.497007588223268,0.04758820502335409,1.0471383416336233,0.1831908404579771,0.03532131903787726,0.09889969330605633,0.12065762583338872,0.0,12.288205727444508,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_and_DECISION,AB_ONLY_baseABC_vs_base,613,151,4.55509746494438,4.544595793246622,0.01050167169775796,0.23054768374503246,0.046597670116494176,0.005260471034828197,0.01472931889751895,0.01796976905497312,0.0,12.288205727444508,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_all,C_SHARED_INTERCEPT,1452,164,5.153293998248958,5.052202218168556,0.10109178008040194,1.9616924653387136,0.0015499225038748063,0.03247020043566591,0.09091656121986455,0.11091820468823475,0.0,12.806248474865697,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,1452,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_all,C_FROZEN_INTERCEPT,1452,164,5.153293998248958,5.053131985583211,0.10016201266574785,1.9436502691246025,0.0015499225038748063,0.032330538725623074,0.0905255084317446,0.11044112028672841,0.0,12.806248474865697,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,1452,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_all,ABC_SHARED_INTERCEPT,1452,164,5.153293998248958,5.0402589449568325,0.11303505329212545,2.1934524467366643,0.0012999350032498376,0.035390382292266105,0.09909307041834509,0.120893545910381,0.0,12.806248474865697,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,1452,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_all,ABC_FROZEN_INTERCEPT,1452,164,5.127784206453091,5.042032192570203,0.08575201388288846,1.672301532794093,0.007949602519874007,0.03237943753019581,0.09066242508454826,0.11060815860314888,0.0,12.806248474865697,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1452,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,C_TREATED_all,AB_ONLY_baseABC_vs_base,1452,164,5.153293998248958,5.127784206453091,0.02550979179586653,0.49501914318365153,4.999750012499375e-05,0.009257076853586713,0.025919815190042796,0.03162217453185221,0.0,12.806248474865697,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1452,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,DECISION_all,C_SHARED_INTERCEPT,1591,384,4.318463399359058,4.309707908211652,0.00875549114740515,0.20274552167571064,0.6424678766061697,0.018677356972895715,0.052296599524108,0.06380185141941176,0.0,19.595917942265423,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,DECISION_all,C_FROZEN_INTERCEPT,1591,384,4.318463399359058,4.295737604894066,0.02272579446499187,0.5262472403578737,0.14304284785760712,0.015508514671134878,0.043423841079177655,0.05297708611659674,0.0,19.595917942265423,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,DECISION_all,ABC_SHARED_INTERCEPT,1591,384,4.318463399359058,4.303924622774895,0.014538776584163401,0.33666550436252934,0.3959302034898255,0.01699961683708536,0.04759892714383901,0.05807069111548359,0.0,19.595917942265423,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,DECISION_all,ABC_FROZEN_INTERCEPT,1591,384,4.312048790264843,4.29371342277313,0.018335367491713425,0.4252124311095117,0.17934103294835257,0.013649512620496922,0.03821863533739138,0.04662673511161748,0.0,19.595917942265423,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,DECISION_all,AB_ONLY_baseABC_vs_base,1591,384,4.318463399359058,4.312048790264843,0.006414609094215782,0.14853915620004632,0.06354682265886706,0.0034729684768560827,0.009724311735197031,0.011863660316940378,0.0,19.595917942265423,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,613,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,POOLED,C_SHARED_INTERCEPT,4520,480,5.177355935859257,5.152449941864259,0.02490599399499765,0.48105624383470447,0.025148742562871855,0.011160610093753295,0.031249708262509224,0.038124644080261255,0.0,21.908902300206645,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1452,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,POOLED,C_FROZEN_INTERCEPT,4520,480,5.177355935859257,5.145179997277252,0.03217593858200573,0.6214743390376088,0.0016499175041247937,0.010380666527454573,0.0290658662768728,0.035460356857784814,0.0,21.908902300206645,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,1452,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,POOLED,ABC_SHARED_INTERCEPT,4520,480,5.177355935859257,4.824774915491341,0.352581020367916,6.810059511765054,4.999750012499375e-05,0.055025022355887715,0.1540700625964856,0.1879654763677124,0.0,21.908902300206645,True,ABOVE_FLOOR,ABOVE_FLOOR,1452,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,POOLED,ABC_FROZEN_INTERCEPT,4520,480,4.841238203621915,4.813691317746261,0.02754688587565355,0.569004967676341,0.007749612519374031,0.010367282785352443,0.02902839179898684,0.035414637994763944,0.0,21.908902300206645,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1452,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,POOLED,AB_ONLY_baseABC_vs_base,4520,480,5.177355935859257,4.841238203621915,0.33611773223734265,6.4920731045229765,4.999750012499375e-05,0.05403542733145408,0.15129919652807142,0.18458501976424713,0.0,21.908902300206645,True,ABOVE_FLOOR,ABOVE_FLOOR,1452,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,VACUOUS_freed_eq_0,C_SHARED_INTERCEPT,1737,177,5.311557721809021,5.318586521430244,-0.007028799621223116,-0.13233028782428882,0.3527323633818309,0.0075813089877691826,0.02122766516575371,0.025897751502219523,0.0,13.30413469565007,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,VACUOUS_freed_eq_0,C_FROZEN_INTERCEPT,1737,177,5.311557721809021,5.311557721809021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.30413469565007,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,VACUOUS_freed_eq_0,ABC_SHARED_INTERCEPT,1737,177,5.311557721809021,4.707059921192792,0.6044978006162286,11.380800742015612,4.999750012499375e-05,0.13361786424643773,0.37413001989002564,0.45643862426583126,0.0,13.30413469565007,True,ABOVE_FLOOR,ABOVE_FLOOR,0,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,VACUOUS_freed_eq_0,ABC_FROZEN_INTERCEPT,1737,177,4.692156922527066,4.692156922527066,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.30413469565007,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,VACUOUS_freed_eq_0,AB_ONLY_baseABC_vs_base,1737,177,5.311557721809021,4.692156922527066,0.6194007992819551,11.661377541633838,4.999750012499375e-05,0.13467166003040648,0.37708064808513814,0.46003839066386853,0.0,13.30413469565007,True,ABOVE_FLOOR,ABOVE_FLOOR,0,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,VACUOUS_freed_0_to_25,C_SHARED_INTERCEPT,1297,139,4.830369622193782,4.855032957745339,-0.024663335551556084,-0.5105889917458298,0.004099795010249488,0.00870203057216452,0.024365685602060656,0.029726136434514,0.0,11.789826122551595,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,VACUOUS_freed_0_to_25,C_FROZEN_INTERCEPT,1297,139,4.830369622193782,4.830369622193782,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.789826122551595,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,VACUOUS_freed_0_to_25,ABC_SHARED_INTERCEPT,1297,139,4.830369622193782,4.723282805464219,0.10708681672956302,2.2169487038328963,0.00359982000899955,0.038830254409662146,0.108724712347054,0.13264414906340588,0.0,11.789826122551595,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,0,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,VACUOUS_freed_0_to_25,ABC_FROZEN_INTERCEPT,1297,139,4.701582047234985,4.701582047234985,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.789826122551595,True,NEGATIVE_OR_ZERO,NEGATIVE_OR_ZERO,0,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2023,VACUOUS_freed_0_to_25,AB_ONLY_baseABC_vs_base,1297,139,4.830369622193782,4.701582047234985,0.1287875749587976,2.6662053845127254,0.00024998750062496874,0.03843461159900761,0.1076169124772213,0.13129263322221,0.0,11.789826122551595,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,0,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_and_DECISION,C_SHARED_INTERCEPT,438,113,4.391364019232959,4.292185781693597,0.09917823753936154,2.2584836307121963,0.0023498825058747065,0.03315314639183136,0.0928288098971278,0.11325114807449592,0.0,10.63014581273465,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,438,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_and_DECISION,C_FROZEN_INTERCEPT,438,113,4.391364019232959,4.2829159862918225,0.10844803294113582,2.469575113020999,0.0008499575021248938,0.032698577375302476,0.09155601665084692,0.11169834031403324,0.0,10.63014581273465,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,438,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_and_DECISION,ABC_SHARED_INTERCEPT,438,113,4.391364019232959,4.288397458358423,0.10296656087453512,2.344751207678755,0.0012499375031248437,0.03228063082329628,0.09038576630522958,0.11027063489238009,0.0,10.63014581273465,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,438,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_and_DECISION,ABC_FROZEN_INTERCEPT,438,113,4.337182337396634,4.282115429863085,0.05506690753354755,1.2696470484706694,0.014349282535873207,0.022532278233404177,0.0630903790535317,0.07697026244530866,0.0,10.63014581273465,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,438,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_and_DECISION,AB_ONLY_baseABC_vs_base,438,113,4.391364019232959,4.337182337396634,0.05418168183632553,1.233823513583132,9.99950002499875e-05,0.013077968193707714,0.0366183109423816,0.04467433934970555,0.0,10.63014581273465,True,ABOVE_FLOOR,ABOVE_FLOOR,438,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_all,C_SHARED_INTERCEPT,1023,118,5.095654831714061,4.962904083389674,0.13275074832438555,2.6051754427748643,0.02589870506474676,0.05993192092500136,0.1678093785900038,0.20472744187980463,0.0,10.862780491200215,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1023,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_all,C_FROZEN_INTERCEPT,1023,118,5.095654831714061,4.968344365189737,0.12731046652432226,2.4984122890737077,0.03094845257737113,0.05914336232623139,0.16560141451344787,0.2020337257064064,0.0,10.862780491200215,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1023,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_all,ABC_SHARED_INTERCEPT,1023,118,5.095654831714061,4.963967937919474,0.13168689379458676,2.5842977623798418,0.029648517574121295,0.06086309799841821,0.17041667439557098,0.2079083427625966,0.0,10.862780491200215,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1023,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_all,ABC_FROZEN_INTERCEPT,1023,118,5.054132080797141,4.970303638134898,0.08382844266224276,1.658612029170027,0.13614319284035797,0.05644934475193816,0.15805816530542685,0.19283096167262076,0.0,10.862780491200215,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1023,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,C_TREATED_all,AB_ONLY_baseABC_vs_base,1023,118,5.095654831714061,5.054132080797141,0.04152275091691996,0.8148658472409258,0.05674716264186791,0.024292082183677673,0.06801783011429748,0.08298175273944292,0.0,10.862780491200215,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,1023,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,DECISION_all,C_SHARED_INTERCEPT,1567,380,4.3688303950501,4.347516312952639,0.021314082097460857,0.4878670071882348,0.15959202039898004,0.015177369109384612,0.04249663350627691,0.051845892877657826,0.0,19.493588689617926,True,BELOW_FLOOR_NOT_ESTABLISHED,BELOW_FLOOR_NOT_ESTABLISHED,438,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,DECISION_all,C_FROZEN_INTERCEPT,1567,380,4.3688303950501,4.338517543468596,0.030312851581504457,0.6938436341188484,0.0006999650017499125,0.009134545259793316,0.025576726727421284,0.031203606607453967,0.0,19.493588689617926,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,438,ORACLEABS
minutes,PRIMARY_WINDOW_SPLIT_2024,DECISION_all,ABC_SHARED_INTERCEPT,1567,380,4.3688303950501,4.339695900842157,0.029134494207942965,0.6668717156187259,0.003949802509874506,0.010091355845201405,0.02825579636656393,0.034472071567207996,0.0,19.493588689617926,True,ABOVE_FLOOR,BELOW_FLOOR_NOT_ESTABLISHED,438,ORACLEABS
