target,stratum,arm,base,dr2_common_sst,dr2_kit,n,n_clusters,p,null_mean,null_sd,p_row_NAIVE,inflation,mae_arm,mae_base,sst_common,step,added,components_so_far,increment_dr2,increment_p,increment_null_sd
ppm,POOLED,STEP1,CHAMPION,-0.012462289430231643,-0.01246228943023153,13808,472,0.02499375156210947,-5.207714003811253e-05,0.00582117341868914,0.014496375906023495,1.1038031777218404,0.1810324487696637,0.18150687130196966,962.107250511479,1,C1_FALLBACK_ROUTE,C1_FALLBACK_ROUTE,-0.012462289430231643,0.02499375156210947,0.00582117341868914
ppm,DECISION,STEP1,CHAMPION,0.0,-0.0,5107,257,1.0,0.0,0.0,1.0,inf,0.15212589651501462,0.15212589651501462,252.94414129912354,1,C1_FALLBACK_ROUTE,C1_FALLBACK_ROUTE,0.0,1.0,0.0
ppm,POOLED_EXCL_ROUTED__POSTHOC,STEP1,CHAMPION,0.0,-0.0,12818,451,1.0,0.0,0.0,1.0,inf,0.17829925767900973,0.17829925767900973,884.9260528459707,1,C1_FALLBACK_ROUTE,C1_FALLBACK_ROUTE,0.0,1.0,0.0
ppm,POOLED,STEP2,CHAMPION,-0.012294869544409504,-0.012294869544409486,13808,472,0.025743564108972758,-5.205717095687566e-05,0.0058017448955444625,0.016745813546613347,1.1023812309951544,0.18101305986230878,0.18150687130196966,962.107250511479,2,C3_PER_TARGET_HALFLIFE,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE,0.00016741988582213985,0.43364158960259935,0.0002078486127943853
ppm,DECISION,STEP2,CHAMPION,0.0,-0.0,5107,257,1.0,0.0,0.0,1.0,inf,0.15212589651501462,0.15212589651501462,252.94414129912354,2,C3_PER_TARGET_HALFLIFE,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE,0.0,1.0,0.0
ppm,POOLED_EXCL_ROUTED__POSTHOC,STEP2,CHAMPION,0.0,-0.0,12818,451,1.0,0.0,0.0,1.0,inf,0.17829925767900973,0.17829925767900973,884.9260528459707,2,C3_PER_TARGET_HALFLIFE,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE,0.0,1.0,0.0
ppm,POOLED,STEP3,CHAMPION,0.012547580538243563,0.012547580538243588,13808,472,0.00024993751562109475,-2.257404704073153e-05,0.0029554574704880056,0.00024993751562109475,1.1429583043788603,0.17944270865332496,0.18150687130196966,962.107250511479,3,C4_SHRINK_OWN_PRIOR_SEASON,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON,0.024842450082653067,0.00024993751562109475,0.0038514789338568983
ppm,DECISION,STEP3,CHAMPION,0.0,-0.0,5107,257,1.0,0.0,0.0,1.0,inf,0.15212589651501462,0.15212589651501462,252.94414129912354,3,C4_SHRINK_OWN_PRIOR_SEASON,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON,0.0,1.0,0.0
ppm,POOLED_EXCL_ROUTED__POSTHOC,STEP3,CHAMPION,0.0,-0.0,12818,451,1.0,0.0,0.0,1.0,inf,0.17829925767900973,0.17829925767900973,884.9260528459707,3,C4_SHRINK_OWN_PRIOR_SEASON,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON,0.0,1.0,0.0
ppm,POOLED,STEP4,CHAMPION,0.014400602158924802,0.014400602158924698,13808,472,0.00024993751562109475,-2.9082968846908493e-05,0.0031079333260408165,0.00024993751562109475,1.1878154512605523,0.1791223180383055,0.18150687130196966,962.107250511479,4,C6_OPP_DEFENCE_SELECTIVE,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON+C6_OPP_DEFENCE_SELECTIVE,0.0018530216206812389,0.0017495626093476631,0.0005729992177371595
ppm,DECISION,STEP4,CHAMPION,0.006164570592981478,0.006164570592981466,5107,257,0.00024993751562109475,6.5241809186244485e-06,0.0017886551295163632,0.00024993751562109475,1.1252246630978504,0.15148293493701878,0.15212589651501462,252.94414129912354,4,C6_OPP_DEFENCE_SELECTIVE,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON+C6_OPP_DEFENCE_SELECTIVE,0.006164570592981478,0.00024993751562109475,0.0017886551295163632
ppm,POOLED_EXCL_ROUTED__POSTHOC,STEP4,CHAMPION,0.001957650179612136,0.001957650179612224,12818,451,0.000999750062484379,-5.0097465126750436e-06,0.0006091053806043454,0.0004998750312421895,1.1517665742897325,0.17796909901631938,0.17829925767900973,884.9260528459707,4,C6_OPP_DEFENCE_SELECTIVE,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON+C6_OPP_DEFENCE_SELECTIVE,0.001957650179612136,0.000999750062484379,0.0006091053806043454
ppm,POOLED,STEP5,CHAMPION,0.01420784189828539,0.014207841898285577,13808,472,0.00024993751562109475,-3.2122183400543946e-05,0.003093442204044525,0.00024993751562109475,1.1752585678052774,0.17913205324260772,0.18150687130196966,962.107250511479,5,C5_TEAMMATE_VOLUME_PRIOR_ONLY,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON+C6_OPP_DEFENCE_SELECTIVE+C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00019276026063941298,0.33791552111972006,0.00020026470969067135
ppm,DECISION,STEP5,CHAMPION,0.0064002357508616825,0.006400235750861663,5107,257,0.0004998750312421895,1.647666056277126e-05,0.0019088404999536822,0.0004998750312421895,1.098078536925105,0.15162417477759194,0.15212589651501462,252.94414129912354,5,C5_TEAMMATE_VOLUME_PRIOR_ONLY,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON+C6_OPP_DEFENCE_SELECTIVE+C5_TEAMMATE_VOLUME_PRIOR_ONLY,0.00023566515788020492,0.5871032241939516,0.00042157045420357906
ppm,POOLED_EXCL_ROUTED__POSTHOC,STEP5,CHAMPION,0.001757679197682993,0.0017576791976829564,12818,451,0.005748562859285179,-6.181932715393022e-06,0.0006612387108861376,0.0034991252186953262,1.0880710760761552,0.1779813281425537,0.17829925767900973,884.9260528459707,5,C5_TEAMMATE_VOLUME_PRIOR_ONLY,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON+C6_OPP_DEFENCE_SELECTIVE+C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00019997098192914287,0.377405648587853,0.0002250575222010908
ppm,POOLED,STEP6,CHAMPION,0.014327581537304401,0.014327581537304452,13808,472,0.00024993751562109475,-2.9552013807915146e-05,0.0030913580376581563,0.00024993751562109475,1.172856239900392,0.17912396384096613,0.18150687130196966,962.107250511479,6,C7_HOME_AWAY,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON+C6_OPP_DEFENCE_SELECTIVE+C5_TEAMMATE_VOLUME_PRIOR_ONLY+C7_HOME_AWAY,0.00011973963901901197,0.5906023494126469,0.00021859296407183222
ppm,DECISION,STEP6,CHAMPION,0.0067738796621092945,0.006773879662109267,5107,257,0.0007498125468632841,2.2178511775544086e-05,0.0019158864475926217,0.00024993751562109475,1.090438967151619,0.15159550755243636,0.15212589651501462,252.94414129912354,6,C7_HOME_AWAY,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON+C6_OPP_DEFENCE_SELECTIVE+C5_TEAMMATE_VOLUME_PRIOR_ONLY+C7_HOME_AWAY,0.000373643911247612,0.3306673331667083,0.0003850005852980235
ppm,POOLED_EXCL_ROUTED__POSTHOC,STEP6,CHAMPION,0.0018784136571271537,0.0018784136571273122,12818,451,0.0069982504373906525,-6.488856264772839e-06,0.000702760445109954,0.0029992501874531365,1.098187027573319,0.1779657860263584,0.17829925767900973,884.9260528459707,6,C7_HOME_AWAY,C1_FALLBACK_ROUTE+C3_PER_TARGET_HALFLIFE+C4_SHRINK_OWN_PRIOR_SEASON+C6_OPP_DEFENCE_SELECTIVE+C5_TEAMMATE_VOLUME_PRIOR_ONLY+C7_HOME_AWAY,0.00012073445944416061,0.5896025993501625,0.00022219591497821357
