GAME_ID,game_date,season,n_officials,refs,crew_prior_mean,min_ref_prior,max_ref_prior,min_ref_n_prior,crew_factor,at_lo,at_hi,in_test_universe
1022100001,2021-05-14,2021,3,Blanca Burns; Fatou Cissoko-Stephens; Randy Richardson,1.0,1.0,1.0,0.0,1.0,False,False,False
1022100047,2021-06-05,2021,3,Fatou Cissoko-Stephens; Billy Smith; Tiara Cruse,1.0010150239273752,0.9997964136124605,1.0022999556163728,4.0,1.0010150239273752,False,False,False
1022100048,2021-06-05,2021,3,Roy Gulbeyan; Tim Greene; Amy Bonner,0.9999400864362314,0.9995618859829959,1.000531045362939,5.0,0.9999400864362314,False,False,False
1022100049,2021-06-05,2021,3,Jeffrey Smith; Danielle Scott; Che Flores,0.9980921250788836,0.9968767331436655,0.9996271239846539,3.0,0.9980921250788836,False,False,False
1022100050,2021-06-06,2021,3,Randy Richardson; Jenna Reneau; Tiffany Bird,1.0002183067932477,0.9998416651610794,1.0006421926415865,1.0,1.0002183067932477,False,False,False
1022100051,2021-06-06,2021,3,Karleena Tobin; Angelica Suffren; Michael Price,1.0011574781087982,1.000431929381816,1.001945544343911,3.0,1.0011574781087982,False,False,False
1022100052,2021-06-08,2021,3,Kevin Sparrock; Eric Brewton; Billy Smith,1.0005177548307354,0.9999678416328036,1.0014145349227423,5.0,1.0005177548307354,False,False,False
1022100053,2021-06-09,2021,3,Maj Forsberg; Che Flores; Danielle Scott,0.9978944324869926,0.9962575137128277,0.9989977741883813,4.0,0.9978944324869926,False,False,False
1022100054,2021-06-09,2021,3,Randy Richardson; Karleena Tobin; Amy Bonner,1.0009575689905779,1.0008918592008331,1.0010342409219397,4.0,1.0009575689905779,False,False,False
1022100055,2021-06-08,2021,3,Michael Price; Jenna Reneau; Isaac Barnett,1.0007623556034542,1.0003728382006896,1.001435466247606,2.0,1.0007623556034542,False,False,False
1022100056,2021-06-10,2021,3,Angelica Suffren; Eric Brewton; Dannica Mosher,1.0006369682023817,0.9995519191081519,1.0018835367563064,5.0,1.0006369682023817,False,False,False
1022100057,2021-06-11,2021,3,Kevin Sparrock; Roy Gulbeyan; Maj Forsberg,0.9995889019742754,0.9979991902202264,1.000677125772143,6.0,0.9995889019742754,False,False,False
1022100058,2021-06-11,2021,3,Isaac Barnett; Billy Smith; Kevin Fahy,1.0003949652864699,0.9978959133006268,1.0019193491884362,3.0,1.0003949652864699,False,False,False
1022100059,2021-06-12,2021,3,Jenna Reneau; Tim Greene; Che Flores,0.9987244924604847,0.9958345065316844,1.0004144036697662,3.0,0.9987244924604847,False,False,False
1022100060,2021-06-12,2021,3,Jeffrey Smith; Robert Hussey; Tiara Cruse,0.9996153568328596,0.9971479728684857,1.0014345264424467,3.0,0.9996153568328596,False,False,False
1022100061,2021-06-13,2021,3,Dannica Mosher; Eric Brewton; Brandon Schwab,0.9999311441286117,0.9984261770892968,1.0011438558470627,4.0,0.9999311441286117,False,False,False
1022100062,2021-06-13,2021,3,Blanca Burns; Roy Gulbeyan; Angelica Suffren,1.0008832102014953,0.9999773700483321,1.00254795060084,3.0,1.0008832102014953,False,False,False
1022100063,2021-06-13,2021,3,Billy Smith; Matt Kallio; Kevin Fahy,1.000231003945638,0.9974152631585342,1.0018440235924628,4.0,1.000231003945638,False,False,False
1022100064,2021-06-13,2021,3,Kurt Walker; Tiffany Bird; Toni Patillo,1.000032871415657,0.9998067486724473,1.0001494070773909,1.0,1.000032871415657,False,False,False
1022100065,2021-06-15,2021,3,Robert Hussey; Fatou Cissoko-Stephens; Isaac Barnett,1.0016205542198169,1.0008850684505208,1.0027631743435337,4.0,1.0016205542198169,False,False,False
1022100066,2021-06-15,2021,3,Brandon Schwab; Dannica Mosher; Eric Brewton,0.9989340837736101,0.9974288139811096,1.0001470204515035,5.0,0.9989340837736101,False,False,False
1022100067,2021-06-15,2021,3,Tiara Cruse; Che Flores; Toni Patillo,0.9990130464699,0.9963478356458499,1.0006453049047264,6.0,0.9990130464699,False,False,False
1022100068,2021-06-16,2021,3,Randy Richardson; Danielle Scott; Matt Kallio,1.0006121626606908,0.9985661939140076,1.0026542604472062,5.0,1.0006121626606908,False,False,False
1022100069,2021-06-17,2021,3,Angelica Suffren; Roy Gulbeyan; Kevin Sparrock,1.0014594646465431,1.000625257239305,1.0030432844722987,8.0,1.0014594646465431,False,False,False
1022100070,2021-06-17,2021,3,John Conley; Billy Smith; Fatou Cissoko-Stephens,1.0016060673183427,0.9998460532499216,1.002730514024452,5.0,1.0016060673183427,False,False,False
1022100071,2021-06-17,2021,3,Tiara Cruse; Michael Price; Kevin Fahy,0.9994528891998097,0.9982356334703157,1.0003093020422789,5.0,0.9994528891998097,False,False,False
1022100072,2021-06-17,2021,3,Tim Greene; Eric Brewton; Jenna Reneau,1.0005944155732907,1.0004264156267297,1.0009248259574723,4.0,1.0005944155732907,False,False,False
1022100073,2021-06-17,2021,3,Jeffrey Smith; Blanca Burns; Isaac Barnett,0.9994248753622497,0.9969359951847322,1.0008561454901528,4.0,0.9994248753622497,False,False,False
1022100074,2021-06-18,2021,3,Matt Kallio; Toni Patillo; Che Flores,0.9996676616137092,0.9961239722455116,1.0024675767229432,7.0,0.9996676616137092,False,False,False
1022100075,2021-06-19,2021,3,Tiara Cruse; Billy Smith; Angelica Suffren,1.001893505253648,1.0005060925676001,1.0027571251249174,9.0,1.001893505253648,False,False,False
1022100076,2021-06-19,2021,3,Roy Gulbeyan; Isaac Barnett; Jenna Reneau,1.0008090947514316,1.0003431897688635,1.0014440977751897,5.0,1.0008090947514316,False,False,False
1022100077,2021-06-19,2021,3,Kevin Sparrock; Jeffrey Smith; Tim Greene,0.9993705658119013,0.9975337664579688,1.0004276223871644,7.0,0.9993705658119013,False,False,False
1022100078,2021-06-20,2021,3,Eric Brewton; Robert Hussey; Che Flores,0.9994109923392255,0.9969040136152028,1.001183693964417,5.0,0.9994109923392255,False,False,False
1022100079,2021-06-22,2021,3,John Conley; Isaac Barnett; Roy Gulbeyan,1.0003703341319123,0.9999924223703912,1.0010912213575485,6.0,1.0003703341319123,False,False,False
1022100080,2021-06-22,2021,3,Billy Smith; Angelica Suffren; Blanca Burns,1.0021832592248556,1.0010757093975169,1.0029064791025615,5.0,1.0021832592248556,False,False,False
1022100081,2021-06-22,2021,3,Eric Brewton; Robert Hussey; Matt Kallio,1.0012595632136885,0.9997523217774309,1.0032414191714831,6.0,1.0012595632136885,False,False,False
1022100082,2021-06-23,2021,3,Kevin Sparrock; Tiara Cruse; Fatou Cissoko-Stephens,1.0011637136793374,0.9999251836727567,1.0029059123783735,7.0,1.0011637136793374,False,False,False
1022100083,2021-06-24,2021,3,Eric Brewton; Toni Patillo; Billy Smith,1.000588192856091,0.9987060026579445,1.001869343472096,8.0,1.000588192856091,False,False,False
1022100084,2021-06-24,2021,3,Jeffrey Smith; Ashley Gloss; Roy Gulbeyan,0.9988457263851543,0.9970349603945233,1.0,0.0,0.9988457263851543,False,False,False
1022100085,2021-06-24,2021,3,Randy Richardson; Michael Price; Kevin Fahy,1.000123130062361,0.9989350502832411,1.0010007113331107,6.0,1.000123130062361,False,False,False
1022100086,2021-06-25,2021,3,Fatou Cissoko-Stephens; Angelica Suffren; Blanca Burns,1.001739330773976,1.0003736039485318,1.0026354691797645,6.0,1.001739330773976,False,False,False
1022100087,2021-06-26,2021,3,Michael Price; Dannica Mosher; Karleena Tobin,1.0004194396014638,0.9995081197533252,1.0010479796754677,5.0,1.0004194396014638,False,False,False
1022100088,2021-06-26,2021,3,Jeffrey Smith; Billy Smith; John Conley,0.9992196918191428,0.9965200543801878,1.0016057113960337,7.0,0.9992196918191428,False,False,False
1022100089,2021-06-27,2021,3,Randy Richardson; Robert Hussey; Tiara Cruse,1.0002013610529497,0.9997265597797704,1.000482076089873,7.0,1.0002013610529497,False,False,False
1022100090,2021-06-27,2021,3,Ashley Gloss; Tim Greene; Fatou Cissoko-Stephens,1.0008456100584444,0.9994712844579445,1.0034171445887416,1.0,1.0008456100584444,False,False,False
1022100091,2021-06-27,2021,3,Kevin Fahy; Roy Gulbeyan; Toni Patillo,0.999632503942738,0.9989855521734675,1.0009253877226418,7.0,0.999632503942738,False,False,False
1022100092,2021-06-29,2021,3,Ashley Gloss; Jenna Reneau; Eric Brewton,0.9992104278157171,0.9984488981492922,1.0002859476968364,2.0,0.9992104278157171,False,False,False
1022100093,2021-06-29,2021,3,Blanca Burns; Tim Greene; Che Flores,0.998921498084432,0.9965187367186612,1.0011626497159853,7.0,0.998921498084432,False,False,False
1022100094,2021-06-30,2021,3,Roy Gulbeyan; Tiffany Bird; Toni Patillo,1.0000183695527307,0.9987331254806828,1.000667794141682,4.0,1.0000183695527307,False,False,False
1022100095,2021-06-30,2021,3,Isaac Barnett; John Conley; Dannica Mosher,0.9996891408500455,0.9984183805611453,1.0005989167940104,8.0,0.9996891408500455,False,False,False
1022100096,2021-06-30,2021,3,Michael Price; Brandon Schwab; Angelica Suffren,1.0002199965658993,0.9977150747779499,1.002985451456609,6.0,1.0002199965658993,False,False,False
1022100097,2021-07-01,2021,3,Robert Hussey; Eric Brewton; Fatou Cissoko-Stephens,1.0003115278466799,0.9981521150678538,1.002843548526311,8.0,1.0003115278466799,False,False,False
1022100098,2021-07-02,2021,3,Che Flores; Kevin Fahy; Tiffany Bird,0.9983539199027152,0.9957606980275414,1.0005693455820965,5.0,0.9983539199027152,False,False,False
1022100099,2021-07-02,2021,3,Angelica Suffren; John Conley; Kurt Walker,1.0008845610099342,0.9993899227590678,1.002949598857123,2.0,1.0008845610099342,False,False,False
1022100100,2021-07-03,2021,3,Isaac Barnett; Tim Greene; Brandon Schwab,0.9986492074428938,0.9976888934857515,0.9999414468308245,7.0,0.9986492074428938,False,False,False
1022100101,2021-07-02,2021,3,Roy Gulbeyan; Danielle Scott; Dannica Mosher,0.9982676655261097,0.9977625688284317,0.9986533859331089,6.0,0.9982676655261097,False,False,False
1022100102,2021-07-03,2021,3,Kevin Sparrock; Michael Price; Jeffrey Smith,0.9988773007163929,0.9970406622776267,0.9999292488079174,10.0,0.9988773007163929,False,False,False
1022100103,2021-07-03,2021,3,Tiara Cruse; Eric Brewton; Ashley Gloss,0.999318608603363,0.9985924464548315,1.0006049098824583,3.0,0.999318608603363,False,False,False
1022100104,2021-07-04,2021,3,Karleena Tobin; Roy Gulbeyan; Isaac Barnett,0.9991922222831202,0.9983160445387123,0.9996567585696978,6.0,0.9991922222831202,False,False,False
1022100105,2021-07-04,2021,3,Kurt Walker; Brandon Schwab; Tim Greene,0.9985222050002466,0.9974057996708545,1.0001251279316328,3.0,0.9985222050002466,False,False,False
1022100106,2021-07-05,2021,3,Kevin Fahy; Michael Price; Dannica Mosher,0.9988876724920877,0.9974243506683123,1.000480693259205,9.0,0.9988876724920877,False,False,False
1022100107,2021-07-07,2021,3,Jenna Reneau; Michael Price; Randy Richardson,1.0001497740521916,0.999775524724103,1.0006921752662408,7.0,1.0001497740521916,False,False,False
1022100108,2021-07-07,2021,3,Tiffany Bird; Jeffrey Smith; Danielle Scott,0.9987456533035051,0.9975997386131072,1.0005922075552447,6.0,0.9987456533035051,False,False,False
1022100109,2021-07-07,2021,3,Ashley Gloss; Tiara Cruse; Karleena Tobin,0.9996825112552917,0.9985180802383261,1.000527985251707,4.0,0.9996825112552917,False,False,False
1022100110,2021-07-09,2021,3,Kevin Sparrock; Kurt Walker; Randy Richardson,1.0000998951043156,0.9999928673326589,1.000214997923692,4.0,1.0000998951043156,False,False,False
1022100111,2021-07-09,2021,3,Angelica Suffren; Toni Patillo; Kevin Fahy,1.0004648228624282,0.9980507016526673,1.002759868912792,10.0,1.0004648228624282,False,False,False
1022100112,2021-07-09,2021,3,Che Flores; Jeffrey Smith; Tiara Cruse,0.9983444656111575,0.9957922941369252,1.0007669025744603,12.0,0.9983444656111575,False,False,False
1022100113,2021-07-09,2021,3,Michael Price; Ashley Gloss; Fatou Cissoko-Stephens,1.0004640267213565,0.9987650442939965,1.0034455702049876,5.0,1.0004640267213565,False,False,False
1022100114,2021-07-10,2021,3,Brandon Schwab; John Conley; Angelica Suffren,0.9995650673891464,0.9972800278074961,1.0022099795789678,9.0,0.9995650673891464,False,False,False
1022100115,2021-07-11,2021,3,Billy Smith; Jeffrey Smith; Danielle Scott,0.9997083033993691,0.9980859071928401,1.0021136574254574,8.0,0.9997083033993691,False,False,False
1022100116,2021-07-11,2021,3,Randy Richardson; Robert Hussey; Toni Patillo,1.0001638853848618,0.9999088647277713,1.000548827751111,9.0,1.0001638853848618,False,False,False
1022100117,2021-07-11,2021,3,Tiara Cruse; Kurt Walker; Karleena Tobin,1.000142504627837,0.9998076262502991,1.0003757327636311,5.0,1.000142504627837,False,False,False
1022100118,2021-07-11,2021,3,Fatou Cissoko-Stephens; Kevin Fahy; Michael Price,0.9994345936041649,0.9975045593945429,1.0025241347151967,11.0,0.9994345936041649,False,False,False
1022100119,2021-07-11,2021,3,Che Flores; Ashley Gloss; Jenna Reneau,0.9975441427241893,0.9954112867848997,0.9993791698171073,6.0,0.9975441427241893,False,False,False
1022100120,2021-08-15,2021,3,Fatou Cissoko-Stephens; Dannica Mosher; Che Flores,0.9980775164925241,0.9952062443460163,1.0023039817664356,12.0,0.9980775164925241,False,False,False
1022100121,2021-08-15,2021,3,Blanca Burns; Tiara Cruse; Maj Forsberg,0.9997732734403294,0.9980370665521705,1.0008958199461526,8.0,0.9997732734403294,False,False,False
1022100122,2021-08-15,2021,3,Roy Gulbeyan; Tim Greene; Kevin Fahy,0.9979709300012063,0.9972935656487816,0.9987093107750966,12.0,0.9979709300012063,False,False,False
1022100123,2021-08-15,2021,3,Angelica Suffren; Eric Brewton; Janetta Graham,1.000637873865639,0.9986854789600438,1.0017796034430377,3.0,1.000637873865639,False,False,False
1022100124,2021-08-15,2021,3,Isaac Barnett; Karleena Tobin; Jeffrey Smith,0.9998636201530412,0.9987704068936476,1.0007714823365006,9.0,0.9998636201530412,False,False,False
1022100125,2021-08-15,2021,3,Robert Hussey; Michael Price; Ashley Gloss,0.9986039095221327,0.9976282950099543,1.0001188029030028,7.0,0.9986039095221327,False,False,False
1022100126,2021-08-17,2021,3,Danielle Scott; Angelica Suffren; Che Flores,0.9988118830465251,0.995678211502362,1.0011426344676955,9.0,0.9988118830465251,False,False,False
1022100127,2021-08-17,2021,3,Michael Price; Brandon Schwab; Tim Greene,0.9974847035707874,0.9968533246961254,0.9980090457864774,10.0,0.9974847035707874,False,False,False
1022100128,2021-08-17,2021,3,Jeffrey Smith; Eric Brewton; Isaac Barnett,0.9988135156931245,0.9980531548911432,0.9998317652026375,15.0,0.9988135156931245,False,False,False
1022100129,2021-08-17,2021,3,Maj Forsberg; Karleena Tobin; Randy Richardson,0.9989661421998796,0.9968650987861684,1.0005508116717734,9.0,0.9989661421998796,False,False,False
1022100130,2021-08-17,2021,3,Tiffany Bird; Jenna Reneau; Dannica Mosher,0.9992761961418398,0.9971958976772045,1.0014693277127846,7.0,0.9992761961418398,False,False,False
1022100131,2021-08-18,2021,3,Tiara Cruse; Kevin Fahy; Fatou Cissoko-Stephens,0.9998258566882382,0.9969753542059068,1.0027660442292547,13.0,0.9998258566882382,False,False,False
1022100132,2021-08-19,2021,3,Maj Forsberg; Fatou Cissoko-Stephens; Brandon Schwab,0.9984160808852244,0.9961743337720956,1.0019269937841915,10.0,0.9984160808852244,False,False,False
1022100133,2021-08-19,2021,3,Toni Patillo; Roy Gulbeyan; Dannica Mosher,0.9982611867175111,0.9967853541454987,0.999607376805918,13.0,0.9982611867175111,False,False,False
1022100134,2021-08-19,2021,3,Jeffrey Smith; Janetta Graham; Eric Brewton,0.9993884742974114,0.9984337655153379,1.000794929711893,4.0,0.9993884742974114,False,False,False
1022100135,2021-08-20,2021,3,Isaac Barnett; John Conley; Che Flores,0.997999246235838,0.9950116632159707,1.0002104489536063,11.0,0.997999246235838,False,False,False
1022100136,2021-08-20,2021,3,Ashley Gloss; Jenna Reneau; Michael Price,0.997885497592521,0.9973381079816604,0.9987459044856539,8.0,0.997885497592521,False,False,False
1022100137,2021-08-21,2021,3,Roy Gulbeyan; Tiara Cruse; Angelica Suffren,0.9992812684259595,0.9984704226445658,1.0004657953659268,18.0,0.9992812684259595,False,False,False
1022100138,2021-08-21,2021,3,Matt Kallio; Kurt Walker; Fatou Cissoko-Stephens,1.0014716303808724,1.0003388504566402,1.0021823782578458,6.0,1.0014716303808724,False,False,False
1022100139,2021-08-22,2021,3,Tim Greene; Che Flores; Brandon Schwab,0.9960747298851601,0.9951546826887185,0.9969177806297571,12.0,0.9960747298851601,False,False,False
1022100140,2021-08-22,2021,3,Michael Price; Isaac Barnett; Blanca Burns,0.999028214936474,0.9975297371260354,1.0003444519285858,9.0,0.999028214936474,False,False,False
1022100141,2021-08-24,2021,3,Eric Brewton; Toni Patillo; Tiffany Bird,0.9995185644778867,0.9978246017334595,1.0010458290056445,8.0,0.9995185644778867,False,False,False
1022100142,2021-08-24,2021,3,Michael Price; Matt Kallio; Tim Greene,0.9991364332251728,0.996997867119082,1.0030668547632047,10.0,0.9991364332251728,False,False,False
1022100143,2021-08-24,2021,3,Janetta Graham; Dannica Mosher; Roy Gulbeyan,0.9984045652482001,0.9968684471247847,1.0001647031502414,5.0,0.9984045652482001,False,False,False
1022100144,2021-08-24,2021,3,Fatou Cissoko-Stephens; Angelica Suffren; Maj Forsberg,1.0000206993507204,0.997122404817713,1.0027669808622086,11.0,1.0000206993507204,False,False,False
1022100145,2021-08-25,2021,3,Amy Bonner; Jeffrey Smith; Brandon Schwab,0.9983734063872965,0.9962338821601393,1.000562026974416,8.0,0.9983734063872965,False,False,False
1022100146,2021-08-26,2021,3,Amy Bonner; Robert Hussey; Isaac Barnett,0.9999983854779488,0.999783676293686,1.0001529337414408,9.0,0.9999983854779488,False,False,False
1022100147,2021-08-26,2021,3,Angelica Suffren; Billy Smith; John Conley,1.0005624954048995,0.9989136463779746,1.0027904998064312,12.0,1.0005624954048995,False,False,False
1022100148,2021-08-26,2021,3,Tiffany Bird; Danielle Scott; Maj Forsberg,0.9987432695657475,0.9969356010949976,1.0003649862942998,9.0,0.9987432695657475,False,False,False
1022100149,2021-08-27,2021,3,Jenna Reneau; Ashley Gloss; Eric Brewton,0.997956578847989,0.9971638915354548,0.9989381394919706,9.0,0.997956578847989,False,False,False
1022100150,2021-08-27,2021,3,Randy Richardson; Janetta Graham; Che Flores,0.998140686104696,0.9952374760297951,0.9997572132864575,6.0,0.998140686104696,False,False,False
1022100151,2021-08-28,2021,3,Danielle Scott; Matt Kallio; Kurt Walker,1.0008096200242638,0.9988121170902654,1.002384751362883,7.0,1.0008096200242638,False,False,False
1022100152,2021-08-28,2021,3,Isaac Barnett; Amy Bonner; Karleena Tobin,1.000067068192499,0.9995014082190404,1.0008250418870963,10.0,1.000067068192499,False,False,False
1022100153,2021-08-28,2021,3,Kevin Sparrock; Roy Gulbeyan; Tiara Cruse,0.9987051292435823,0.9974663444671951,1.0000321564566999,13.0,0.9987051292435823,False,False,False
1022100154,2021-08-29,2021,3,Tim Greene; Blanca Burns; Maj Forsberg,0.9973923795805413,0.9963362235516782,0.9990181748294881,10.0,0.9973923795805413,False,False,False
1022100155,2021-08-31,2021,3,Dannica Mosher; Tiffany Bird; Eric Brewton,0.9976921005915792,0.9961513205434953,1.0002449072314017,10.0,0.9976921005915792,False,False,False
1022100156,2021-08-31,2021,3,Isaac Barnett; Matt Kallio; Che Flores,0.9992358892537969,0.994917914723958,1.0027575259426842,12.0,0.9992358892537969,False,False,False
1022100157,2021-08-31,2021,3,Roy Gulbeyan; Kevin Sparrock; Tiara Cruse,0.9997256788631637,0.9984840885758357,1.0010585667188974,14.0,0.9997256788631637,False,False,False
1022100158,2021-08-31,2021,3,Toni Patillo; Amy Bonner; Michael Price,0.9984547662903053,0.9966872410864936,0.9996623045515355,11.0,0.9984547662903053,False,False,False
