response,arm,family,observed_max_z,p_familywise,crit_z_95
R1_s_pts,FROZEN,4 between-player real candidates,2.703344941307146,0.022988505747126436,2.1383812590506115
R1_s_pts,UNFROZEN,4 between-player real candidates,21.289216773534445,0.0004997501249375312,2.178597687252454
R2_s_min,FROZEN,4 between-player real candidates,5.069214437626397,0.0009995002498750624,2.142399072680262
R2_s_min,UNFROZEN,4 between-player real candidates,0.9184377358190428,0.3618190904547726,2.1207162793067247
R3_s_fga,FROZEN,4 between-player real candidates,0.7749073647969666,0.42278860569715143,2.195219177772888
R3_s_fga,UNFROZEN,4 between-player real candidates,0.6805402313158706,0.4817591204397801,2.189332370533188
