response,eval_season,n_train_rows,selected_h,selected_k,train_sse,r2_tuned_eval,r2_naive_eval,r2_uniform_eval,n_eval_rows
R1_s_pts,2023,2506,13,1.0,12.971157096175988,0.3462389529368428,0.33271557638956695,-0.409349336869006,1596
R1_s_pts,2024,4102,13,1.0,21.477722016105375,0.32634899310678367,0.30860759580560615,-0.412748097668453,1571
R1_s_pts,2022,1156,13,2.0,6.293808260217135,0.2869168476406986,0.2826657695810444,-0.3405418110747753,1350
R2_s_min,2023,2506,3,1.0,1.8240008842569635,0.27683141342060724,0.2395715216025346,-1.624584531848702,1596
R2_s_min,2024,4102,3,1.0,2.9584976799082074,0.24552519662119843,0.2059808964669676,-1.5766055352658155,1571
R2_s_min,2022,1156,3,1.0,0.8920187366889516,0.24205304356194202,0.22352759131871003,-1.3281374452306154,1350
R3_s_fga,2023,2506,8,0.5,6.573276012550851,0.47437212774098625,0.4682786257247833,-0.5496958408188486,1596
R3_s_fga,2024,4102,8,1.0,10.87251599956466,0.5039852269301198,0.4983846422924171,-0.5727466355682429,1571
R3_s_fga,2022,1156,5,1.0,3.2799343975023274,0.43359922616876956,0.43134875637821257,-0.5232842520963017,1350
