response,candidate,arm,n_replicates,n_draws,null,rejection_rate_alpha05,mean_z,sd_z,max_z
R1_s_pts,A2_fga_share_prior,UNFROZEN,100,120,N_TGSWAP,0.04,0.09347800057818988,0.9274304580076856,3.0706215796194947
R1_s_pts,A4_vac_x_own,FROZEN,100,120,N_TGSWAP,0.01,-0.18987008625349133,0.8468927104808974,1.6568578606298636
R2_s_min,A4_vac_x_own,FROZEN,100,120,N_TGSWAP,0.02,0.030747432560201564,0.8516274077174344,2.162907408225169
