response,candidate,arm,dr2,bootstrap_sd,n_blocks
R1_s_pts,A2_fga_share_prior,UNFROZEN,0.005486854016338421,0.0021058942535070527,764
R1_s_pts,A4_vac_x_own,FROZEN,0.0005730298476837614,0.00021713627672857407,764
R2_s_min,A4_vac_x_own,FROZEN,0.0026403372615433885,0.0007116239744075552,764
