response,population,window,candidate,n,sst,r2_base_proj,r2_base_raw,oracle_dr2_raw,oracle_dr2_proj_linear,oracle_dr2_proj_fitted,d084_variance_share,vs_single_cell_floor,vs_largest_live_effect
R1_s_pts,DECISION,CLEAN_2023_24,A1_min_share_prior,3167,25.121758434747655,0.3349117740652151,0.33491408691448377,0.0002939023824258089,0.00024852896246414677,0.0006926040361935929,9.686946568826936,0.6790235648956793,0.33670589994827077
R1_s_pts,DECISION,CLEAN_2023_24,A2_fga_share_prior,3167,25.121758434747655,0.3349117740652151,0.33491408691448377,0.005762633151925954,0.005323265747324972,0.0007621984062749959,13.291118356147575,5.649640345025444,2.801474551252287
R1_s_pts,DECISION,CLEAN_2023_24,A3_starter_rate_prior,3167,25.121758434747655,0.3349117740652151,0.33491408691448377,9.082698472687123e-05,7.199577868252242e-05,0.0004995985084146236,23.803472911837197,0.48980245923002314,0.24287725251075531
R1_s_pts,DECISION,CLEAN_2023_24,A4_vac_x_own,3167,25.121758434747655,0.3349117740652151,0.33491408691448377,0.0011717982454401805,0.0009960922077427367,0.0018593679330593128,185.33070326019538,1.8229097382934438,0.9039221842777408
R1_s_pts,DECISION,CLEAN_2023_24,A5_opp_defrtg,3167,25.121758434747655,0.3349117740652151,0.33491408691448377,7.144312178525591e-05,6.603302028086235e-05,0.00041337098426344324,94.34748595963153,0.40526567084651294,0.2009581838908329
R1_s_pts,DECISION,CLEAN_2023_24,G01_noise,3167,25.121758434747655,0.3349117740652151,0.33491408691448377,3.946847316295035e-05,3.7984179354055215e-05,0.0,123.32331033196061,0.03869458153230426,0.019187395801142614
R1_s_pts,DECISION,CLEAN_2023_24,FAMILY_ORACLE_5_REAL,3167,25.121758434747655,0.3349117740652151,0.33491408691448377,0.005999003658191561,,,,5.881376135481922,2.916384860569549
R1_s_pts,ALL_APPEARED,CLEAN_2023_24,A1_min_share_prior,9056,75.85052564505915,0.5180018264783981,0.5179326307453901,0.0031917407729268373,0.0030996360771449686,0.00012180624268183817,32.249245049145976,3.129157620516507,1.5516484068676897
R1_s_pts,ALL_APPEARED,CLEAN_2023_24,A2_fga_share_prior,9056,75.85052564505915,0.5180018264783981,0.5179326307453901,0.009073960052017483,0.008729637569945308,0.00013495377246263668,11.859497313631636,8.896039266683806,4.4112591405043675
R1_s_pts,ALL_APPEARED,CLEAN_2023_24,A3_starter_rate_prior,9056,75.85052564505915,0.5180018264783981,0.5179326307453901,0.001517243072708283,0.0014579510550527185,9.453343480185659e-05,50.991124572882654,1.487493208537532,0.7375999381177847
R1_s_pts,ALL_APPEARED,CLEAN_2023_24,A4_vac_x_own,9056,75.85052564505915,0.5180018264783981,0.5179326307453901,0.000204352086700629,0.0001538605389754685,1.410656395083273e-06,91.35176538998635,0.20034518303983234,0.09934471886272679
R1_s_pts,ALL_APPEARED,CLEAN_2023_24,A5_opp_defrtg,9056,75.85052564505915,0.5180018264783981,0.5179326307453901,5.0262834254417595e-09,2.9965828422392783e-09,1.0066875845237183e-05,119.37753875530449,0.00986948612278155,0.004893960060883415
R1_s_pts,ALL_APPEARED,CLEAN_2023_24,G01_noise,9056,75.85052564505915,0.5180018264783981,0.5179326307453901,7.770910327237104e-06,7.749903657308409e-06,3.0649094081917555e-06,119.3699624709143,0.007618539536506964,0.0037777881999208093
R1_s_pts,ALL_APPEARED,CLEAN_2023_24,FAMILY_ORACLE_5_REAL,9056,75.85052564505915,0.5180018264783981,0.5179326307453901,0.009634121443001022,,,,9.445217100981393,4.683578727759369
R2_s_min,DECISION,CLEAN_2023_24,A1_min_share_prior,3167,3.163535498446242,0.2551124058274965,0.25526709764564515,0.013875149425674497,0.011802771840926419,0.007601321348191301,63.07312358564011,13.603087672229899,6.745332730031356
R2_s_min,DECISION,CLEAN_2023_24,A2_fga_share_prior,3167,3.163535498446242,0.2551124058274965,0.25526709764564515,0.013901199924431187,0.012709418656091515,0.001694364983913817,422.5181051570154,13.62862737689332,6.757997046393383
R2_s_min,DECISION,CLEAN_2023_24,A3_starter_rate_prior,3167,3.163535498446242,0.2551124058274965,0.25526709764564515,0.0035019005722530493,0.0030638497435397927,0.00028475568926640755,219.5097461284177,3.433235855150048,1.702431002553743
R2_s_min,DECISION,CLEAN_2023_24,A4_vac_x_own,3167,3.163535498446242,0.2551124058274965,0.25526709764564515,0.008431383946696049,0.007851437902887393,0.006850233114425529,1441.697969064548,8.266062692839263,4.098874062564924
R2_s_min,DECISION,CLEAN_2023_24,A5_opp_defrtg,3167,3.163535498446242,0.2551124058274965,0.25526709764564515,0.0009819198365297389,0.001034921866683646,0.0016903260058538582,749.2322341333675,1.657182358680253,0.8217433183538446
R2_s_min,DECISION,CLEAN_2023_24,G01_noise,3167,3.163535498446242,0.2551124058274965,0.25526709764564515,7.276956115703701e-05,6.947405310943965e-05,4.5936657426430164e-05,979.3396891164185,0.07134270701670295,0.035376548933902296
R2_s_min,DECISION,CLEAN_2023_24,FAMILY_ORACLE_5_REAL,3167,3.163535498446242,0.2551124058274965,0.25526709764564515,0.022915594478195467,,,,22.466269096270064,11.140298725423174
R2_s_min,ALL_APPEARED,CLEAN_2023_24,A1_min_share_prior,9056,26.17332980732683,0.6675531968214721,0.6673828396372905,0.004765679913483524,0.004155240408703636,6.262799156669848e-05,26.333013842670496,4.672235209297573,2.3168108475855735
R2_s_min,ALL_APPEARED,CLEAN_2023_24,A2_fga_share_prior,9056,26.17332980732683,0.6675531968214721,0.6673828396372905,0.003911269662773087,0.003636435098598978,0.0005589601794461033,96.92250487565562,3.834578100757928,1.9014436863262456
R2_s_min,ALL_APPEARED,CLEAN_2023_24,A3_starter_rate_prior,9056,26.17332980732683,0.6675531968214721,0.6673828396372905,0.0011385725080628362,0.0009969337115075386,0.00010477639574157954,118.3254433349646,1.116247556924349,0.5535111852517435
R2_s_min,ALL_APPEARED,CLEAN_2023_24,A4_vac_x_own,9056,26.17332980732683,0.6675531968214721,0.6673828396372905,0.0007758632656765359,0.000664644924521249,2.402975858697538e-07,275.0391728685178,0.760650260467192,0.37718194733910354
R2_s_min,ALL_APPEARED,CLEAN_2023_24,A5_opp_defrtg,9056,26.17332980732683,0.6675531968214721,0.6673828396372905,2.7762253478225315e-08,2.4041282883591926e-10,2.6695707544971578e-05,345.94964490824157,0.02617226229899174,0.012977981305285163
R2_s_min,ALL_APPEARED,CLEAN_2023_24,G01_noise,9056,26.17332980732683,0.6675531968214721,0.6673828396372905,2.6802080253643946e-05,2.680619311742645e-05,2.1644048243175833e-05,345.94233722021113,0.026276549268278375,0.013029693852038867
R2_s_min,ALL_APPEARED,CLEAN_2023_24,FAMILY_ORACLE_5_REAL,9056,26.17332980732683,0.6675531968214721,0.6673828396372905,0.006078599563280484,,,,5.959411336549494,2.955080001594791
R3_s_fga,DECISION,CLEAN_2023_24,A1_min_share_prior,3167,16.184902688213644,0.4891373386209039,0.4892593742004362,8.650745100149427e-05,7.403379665920283e-05,0.00014459318293203117,15.334407021856341,0.14175802248238348,0.07029323428878521
R3_s_fga,DECISION,CLEAN_2023_24,A2_fga_share_prior,3167,16.184902688213644,0.4891373386209039,0.4892593742004362,0.004442646406383553,0.004160758474025925,7.338267975418107e-05,11.891087855959704,4.355535692532895,2.159769764892345
R3_s_fga,DECISION,CLEAN_2023_24,A3_starter_rate_prior,3167,16.184902688213644,0.4891373386209039,0.4892593742004362,2.0451494250632333e-06,7.849722003230008e-07,0.00010796579685728746,37.020675436932784,0.10584882044832103,0.05248701840412614
R3_s_fga,DECISION,CLEAN_2023_24,A4_vac_x_own,3167,16.184902688213644,0.4891373386209039,0.4892593742004362,0.003084290606167525,0.002946095507951111,0.0002344626620290351,289.96653053511244,3.0238143197720833,1.4994120593911158
R3_s_fga,DECISION,CLEAN_2023_24,A5_opp_defrtg,3167,16.184902688213644,0.4891373386209039,0.4892593742004362,1.9674040504316947e-05,1.8342928502601213e-05,0.000835814823830494,146.42489877161444,0.8194262978730332,0.40632708985439675
R3_s_fga,DECISION,CLEAN_2023_24,G01_noise,3167,16.184902688213644,0.4891373386209039,0.4892593742004362,2.3116703118721683e-05,2.360405237842702e-05,5.08728956977424e-05,191.41919699436775,0.04987538793896313,0.02473159732510569
R3_s_fga,DECISION,CLEAN_2023_24,FAMILY_ORACLE_5_REAL,3167,16.184902688213644,0.4891373386209039,0.4892593742004362,0.0053192212698467975,,,,5.214922813575291,2.585912138962955
