candidate,null,n_draws,observed,null_mean,null_sd,z,p,n_groups
A1_min_share_prior,N_TGSWAP_CORRECT,500,-0.004251804949529598,-6.339805483117625e-05,0.00031000041672250774,-13.510971820556009,1.0,1776
A1_min_share_prior,N_WITHIN_PLAYER_BLIND,500,-0.004251804949529598,-0.009759375368908372,0.0010314456630379357,5.3396612315545795,0.001996007984031936,634
A2_fga_share_prior,N_TGSWAP_CORRECT,500,-0.00469621494063064,-7.135102899659942e-05,0.0002781836323153676,-16.625219367295433,1.0,1776
A2_fga_share_prior,N_WITHIN_PLAYER_BLIND,500,-0.00469621494063064,-0.013774316186586116,0.00127964995024326,7.094206696315457,0.001996007984031936,634
