arm,null_mean_signed_t,null_sd_signed_t,null_mean_abs_t,null_sd_abs_t,degeneracy_ratio,p_two_sided,published_sd,published_p,n_unique
player_between,-5.849529348411589,1.1671881043377372,5.849529348411589,1.1671881043377372,5.011642362248554,0.031,1.1666043643140604,0.0319680319680319,1000
player_within,-4.371892051605946,0.8512348949385459,4.371892051605946,0.8512348949385459,5.135940828555403,0.0,0.8508091710334792,0.0009990009990009,1000
row,-0.0319934179324649,0.9550413678833249,0.7711132275854493,0.563841996648903,1.367605166284929,0.0,0.9545637277594848,0.0009990009990009,1000
